TRRSRT_NM,TRRSRT_AREA_NM,TRRSRT_ADRES,TRRSRT_LA_XCRD,TRRSRT_LO_YCRD,TRRSRT_TY_NM,TRRSRT_AMOUNT,USER_AGRDE_CODE,USER_SEXDSTN_CODE,USER_BRTC_CODE,CONECT_DEVICE_NM,PURCHS_DT,ADULT_NMPR_CO,CHILD_NMPR_CO,INFNT_NMPR_CO,USE_DT,SETLE_MN_NM,TOT_AMOUNT
㈜상효원 관람권,중문/서귀포,제주특별자치도 서귀포시 산록남로 2847-37 ㈜상효원,0,0,테마파크,,,3,,,2021-01-14 오후 3:02:00,2,0,0,2021-01-16 오전 10:21:52,카드,16000
휴애리㈜ 입장권,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-01-15 오후 11:09:00,2,0,0,2021-01-16 오전 11:19:05,채널결제,23400
자유이용권(브릭캠퍼스),제주시내권,제주특별자치도 제주시 1100로 3047 브릭캠퍼스,0,0,,,,3,,,2021-01-15 오전 8:06:00,2,2,0,2021-01-16 오전 11:39:05,빌링(LG),112000
휴애리㈜ 입장권,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-01-16 오후 12:03:00,2,0,0,2021-01-16 오후 12:51:13,카드,23400
자유이용권(퍼시픽리솜),제주시내권,제주특별자치도 서귀포시 중문관광로 154-17 퍼시픽랜드,0,0,,,,3,,,2021-01-13 오전 9:50:00,2,0,0,2021-01-16 오후 1:00:56,빌링(LG),25000
제주민속촌 입장권,동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,테마파크,,,3,,,2021-01-16 오전 10:26:00,2,0,0,2021-01-16 오후 1:01:14,채널결제,17600
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-01-06 오후 12:55:00,3,0,0,2021-01-16 오후 1:30:31,빌링(LG),110900
자유이용권(에코랜드),동부권,제주특별자치도 제주시 조천읍 번영로 1278-169 에코랜드,0,0,,,,3,,,2021-01-16 오후 12:53:00,2,0,0,2021-01-16 오후 1:37:19,빌링(LG),24400
자유이용권(박물관은살아있다),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-01-15 오전 9:52:00,2,0,0,2021-01-16 오후 1:37:53,빌링(LG),71800
자유이용권(헬로키티아일랜드),서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,,,,3,,,2021-01-15 오후 3:19:00,3,2,0,2021-01-16 오후 1:54:20,빌링(LG),56500
자유이용권(세계자동차&피아노박물관),중문/서귀포,제주특별자치도 서귀포시 안덕면 중산간서로 1610 세계자동차제주박물관,0,0,,,,3,,,2021-01-16 오전 8:43:00,2,1,0,2021-01-16 오후 2:32:25,빌링(LG),44000
자유이용권(JSR제주실탄사격장),중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,,,,3,,,2021-01-14 오후 1:39:00,2,1,0,2021-01-16 오후 2:34:15,빌링(LG),49000
자유이용권(JSR제주실탄사격장),중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,,,,3,,,2021-01-14 오후 1:39:00,2,1,0,2021-01-16 오후 2:34:22,빌링(LG),49000
자유이용권(얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-01-15 오전 9:52:00,2,0,0,2021-01-16 오후 2:37:14,빌링(LG),71800
자유이용권(삼성혈),제주시내권,제주특별자치도 제주시 삼성로 22 삼성혈,0,0,,,,3,,,2020-12-30 오후 3:34:00,2,1,0,2021-01-16 오후 2:42:52,빌링(LG),3050
자유이용권(퍼시픽리솜),제주시내권,제주특별자치도 서귀포시 중문관광로 154-17 퍼시픽랜드,0,0,,,,3,,,2021-01-09 오후 10:34:00,2,0,0,2021-01-16 오후 3:25:43,빌링(LG),106000
박물관은살아있다 입장권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,전시/박물관,,,3,,,2021-01-16 오후 5:09:00,2,1,0,2021-01-16 오후 5:23:45,카드,26300
박물관은살아있다 입장권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,전시/박물관,,,3,,,2021-01-17 오전 11:13:00,2,0,0,2021-01-17 오전 11:20:44,채널결제,18600
자유이용권(소인국테마파크),서부권,제주특별자치도 서귀포시 안덕면 중산간서로 1878 소인국테마파크,0,0,,,,3,,,2021-01-15 오전 8:29:00,2,1,0,2021-01-17 오전 11:58:17,빌링(LG),23000
자유이용권(본태박물관),서부권,제주특별자치도 서귀포시 안덕면 산록남로762번길 69 본태박물관,0,0,,,,3,,,2021-01-14 오후 1:39:00,2,1,0,2021-01-17 오후 12:09:17,빌링(LG),102000
자유이용권(제주김녕미로공원),서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,,,,3,,,2021-01-14 오전 10:02:00,2,2,0,2021-01-17 오후 12:13:07,빌링(LG),10800
자유이용권(수목원테마파크),제주시내권,제주특별자치도 제주시 은수길 69 수목원테마파크,0,0,,,,3,,,2021-01-16 오전 10:33:00,2,2,0,2021-01-17 오후 12:36:24,빌링(LG),36000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-01-14 오전 10:29:00,2,0,0,2021-01-17 오후 1:19:23,빌링(LG),13000
박물관은살아있다 입장권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,전시/박물관,,,3,,,2021-01-17 오후 3:02:00,3,0,0,2021-01-17 오후 3:07:42,채널결제,36100
삼성혈 입장권,제주시내권,제주특별자치도 제주시 삼성로 22 삼성혈,0,0,테마파크,,,3,,,2021-01-17 오후 1:07:00,2,0,0,2021-01-17 오후 3:10:22,채널결제,4500
자유이용권(삼성혈),제주시내권,제주특별자치도 제주시 삼성로 22 삼성혈,0,0,,,,3,,,2021-01-17 오전 10:52:00,2,1,0,2021-01-17 오후 4:43:57,빌링(LG),6700
자유이용권(제주러브랜드),제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,,,,3,,,2021-01-17 오전 10:57:00,2,0,0,2021-01-17 오후 5:14:14,빌링(LG),19000
카멜리아힐 입장권,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-01-17 오후 7:21:00,1,0,0,2021-01-18 오전 10:13:04,채널결제,6500
본태박물관 입장권,서부권,제주특별자치도 서귀포시 안덕면 산록남로762번길 69 본태박물관,0,0,전시/박물관,,,3,,,2021-01-11 오후 12:52:00,2,0,0,2021-01-18 오후 12:33:34,채널결제,34000
자유이용권(세계술박물관),동부권,제주특별자치도 서귀포시 표선면 한마음초등로 431 세계술박물관,0,0,,,,3,,,2021-01-16 오전 8:43:00,2,1,0,2021-01-18 오후 12:48:43,빌링(LG),57800
JSR제주실탄사격장-실탄사격 이용권,중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,레저/체험/액티비티,,,3,,,2021-01-18 오후 12:44:00,2,0,0,2021-01-18 오후 12:49:25,카드,50000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-01-17 오후 1:46:00,2,1,0,2021-01-18 오후 1:51:38,빌링(LG),37050
자유이용권(아프리카박물관),중문/서귀포,제주특별자치도 서귀포시 이어도로 49 아프리카박물관,0,0,,,,3,,,2021-01-17 오전 10:35:00,3,0,0,2021-01-18 오후 2:26:14,빌링(LG),22500
자유이용권(제주김녕미로공원),서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,,,,3,,,2021-01-17 오전 10:57:00,2,0,0,2021-01-18 오후 3:19:56,빌링(LG),32000
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-01-18 오후 1:13:00,2,2,0,2021-01-19 오전 11:55:52,빌링(LG),27000
자유이용권(에코랜드),동부권,제주특별자치도 제주시 조천읍 번영로 1278-169 에코랜드,0,0,,,,3,,,2020-12-30 오후 3:34:00,2,1,0,2021-01-19 오후 12:02:23,빌링(LG),24250
자유이용권(에코랜드),동부권,제주특별자치도 제주시 조천읍 번영로 1278-169 에코랜드,0,0,,,,3,,,2021-01-17 오후 1:46:00,2,1,0,2021-01-19 오후 12:41:20,빌링(LG),81150
본태박물관 입장권,서부권,제주특별자치도 서귀포시 안덕면 산록남로762번길 69 본태박물관,0,0,전시/박물관,,,3,,,2021-01-19 오전 11:12:00,2,0,0,2021-01-19 오후 1:32:01,채널결제,34000
조은승마장-산책코스(15분내외),서부권,제주특별자치도 서귀포시 안덕면 동광로 265-14 조은승마장,0,0,레저/체험/액티비티,,,3,,,2021-01-19 오후 2:05:00,4,0,0,2021-01-19 오후 3:10:52,채널결제,100000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-01-18 오전 9:30:00,2,1,0,2021-01-19 오후 4:28:12,빌링(LG),17200
자유이용권(차귀도달래배낚시),서부권,제주특별자치도 제주시 한경면 고산리 3616-10 차귀도달래배낚시,0,0,,,,3,,,2021-01-19 오후 4:35:00,2,0,0,2021-01-20 오후 12:55:08,빌링(LG),24000
자유이용권(제주김녕미로공원),서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,,,,3,,,2021-01-16 오후 12:02:00,2,0,0,2021-01-20 오후 1:06:26,빌링(LG),13000
어승생승마공원-체험승마A코스 이용권,제주시내권,제주특별자치도 제주시 1100로 2659 어승생승마공원,0,0,레저/체험/액티비티,,,3,,,2021-01-20 오후 12:36:00,2,0,0,2021-01-20 오후 1:13:22,채널결제,112000
자유이용권((주)이레),동부권,제주특별자치도 서귀포시 표선면 번영로 2564-21 쇼월드,0,0,,,,3,,,2021-01-17 오전 10:35:00,3,0,0,2021-01-20 오후 2:43:58,빌링(LG),42500
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-01-18 오후 1:13:00,2,2,0,2021-01-20 오후 2:48:09,빌링(LG),63100
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-01-19 오전 10:58:00,2,0,0,2021-01-20 오후 3:45:43,빌링(LG),13000
자유이용권(아프리카박물관),중문/서귀포,제주특별자치도 서귀포시 이어도로 49 아프리카박물관,0,0,,,,3,,,2021-01-19 오전 8:53:00,3,0,0,2021-01-20 오후 5:22:00,빌링(LG),22500
본태박물관 입장권,서부권,제주특별자치도 서귀포시 안덕면 산록남로762번길 69 본태박물관,0,0,전시/박물관,,,3,,,2021-01-21 오전 8:35:00,2,0,0,2021-01-21 오전 10:33:12,카드,34000
자유이용권(브릭캠퍼스),제주시내권,제주특별자치도 제주시 1100로 3047 브릭캠퍼스,0,0,,,,3,,,2021-01-20 오전 7:51:00,2,3,0,2021-01-21 오전 11:04:11,빌링(LG),102600
자유이용권(세계술박물관),동부권,제주특별자치도 서귀포시 표선면 한마음초등로 431 세계술박물관,0,0,,,,3,,,2021-01-19 오전 8:53:00,3,0,0,2021-01-21 오후 1:48:13,빌링(LG),48100
자유이용권(차귀도달래배낚시),서부권,제주특별자치도 제주시 한경면 고산리 3616-10 차귀도달래배낚시,0,0,,,,3,,,2021-01-21 오전 8:39:00,2,0,0,2021-01-21 오후 2:29:49,빌링(LG),24000
자유이용권(에코랜드),동부권,제주특별자치도 제주시 조천읍 번영로 1278-169 에코랜드,0,0,,,,3,,,2021-01-21 오전 11:17:00,2,0,0,2021-01-21 오후 3:46:41,빌링(LG),24400
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-01-20 오전 7:51:00,2,3,0,2021-01-21 오후 4:43:27,빌링(LG),102600
자유이용권(본태박물관),서부권,제주특별자치도 서귀포시 안덕면 산록남로762번길 69 본태박물관,0,0,,,,3,,,2021-01-19 오전 8:53:00,3,0,0,2021-01-21 오후 4:47:17,빌링(LG),48100
자유이용권(제주러브랜드),제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,,,,3,,,2021-01-19 오후 4:35:00,2,0,0,2021-01-21 오후 4:54:32,빌링(LG),43000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-01-21 오후 8:27:00,2,0,0,2021-01-22 오전 9:28:26,빌링(LG),57600
헬로키티아일랜드 입장권,서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,전시/박물관,,,3,,,2021-01-21 오후 10:39:00,4,1,0,2021-01-22 오전 10:45:00,채널결제,59500
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-01-21 오후 8:27:00,2,0,0,2021-01-22 오전 11:07:21,빌링(LG),57600
자유이용권(아프리카박물관),중문/서귀포,제주특별자치도 서귀포시 이어도로 49 아프리카박물관,0,0,,,,3,,,2021-01-21 오후 7:41:00,1,1,0,2021-01-22 오전 11:32:26,빌링(LG),28500
자유이용권(다이나믹메이즈에피소드3),동부권,제주특별자치도 서귀포시 표선면 번영로 2644 다이나믹메이즈에피소드,0,0,,,,3,,,2021-01-21 오전 11:50:00,2,1,0,2021-01-22 오후 12:28:14,빌링(LG),27000
송당승마장-중거리 이용권,동부권,제주특별자치도 제주시 구좌읍 번영로 2015 송당승마,0,0,레저/체험/액티비티,,,3,,,2021-01-22 오전 11:56:00,1,1,0,2021-01-22 오후 12:58:57,채널결제,30000
자유이용권(세계자동차&피아노박물관),중문/서귀포,제주특별자치도 서귀포시 안덕면 중산간서로 1610 세계자동차제주박물관,0,0,,,,3,,,2021-01-21 오후 8:27:00,2,0,0,2021-01-22 오후 1:52:13,빌링(LG),57600
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-01-22 오전 9:58:00,4,0,0,2021-01-22 오후 2:09:54,빌링(LG),26000
메이즈랜드 입장권,동부권,제주특별자치도 제주시 구좌읍 비자림로 2134-47 메이즈랜드,0,0,테마파크,,,3,,,2021-01-22 오전 9:14:00,1,1,0,2021-01-22 오후 2:19:54,채널결제,17400
아쿠아플라넷-풀패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-01-21 오후 10:44:00,1,1,0,2021-01-22 오후 2:20:03,채널결제,62000
아쿠아플라넷-AQ패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-01-21 오후 10:46:00,3,0,0,2021-01-22 오후 2:20:29,채널결제,86700
박물관은살아있다 입장권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,전시/박물관,,,3,,,2021-01-22 오후 2:28:00,2,2,0,2021-01-22 오후 2:33:24,카드,34000
자유이용권(목장카페드르쿰다),동부권,제주특별자치도 서귀포시 표선면 번영로 2454 (주)동부레저,0,0,,,,3,,,2021-01-20 오전 7:51:00,2,3,0,2021-01-22 오후 3:22:47,빌링(LG),134600
산방산탄산온천,서부권,제주특별자치도 서귀포시 안덕면 사계북로41번길 192 산방산탄산온천,0,0,테라피/온천/스파,,,3,,,2021-01-22 오후 8:52:00,3,0,0,2021-01-23 오전 9:52:36,채널결제,26400
자유이용권(에코랜드),동부권,제주특별자치도 제주시 조천읍 번영로 1278-169 에코랜드,0,0,,,,3,,,2021-01-22 오후 4:33:00,4,0,0,2021-01-23 오전 10:09:26,빌링(LG),48800
자유이용권(퍼시픽리솜),제주시내권,제주특별자치도 서귀포시 중문관광로 154-17 퍼시픽랜드,0,0,,,,3,,,2021-01-23 오전 12:26:00,2,1,0,2021-01-23 오전 10:29:46,빌링(LG),34500
자유이용권((주)고흐의정원),동부권,제주특별자치도 서귀포시 성산읍 삼달신풍로 132 (주)고흐의정원,0,0,,,,3,,,2021-01-21 오후 7:41:00,1,1,0,2021-01-23 오전 10:39:35,빌링(LG),105600
자유이용권(소인국테마파크),서부권,제주특별자치도 서귀포시 안덕면 중산간서로 1878 소인국테마파크,0,0,,,,3,,,2021-01-23 오전 11:11:00,2,0,0,2021-01-23 오전 11:51:34,빌링(LG),31600
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-01-23 오전 10:16:00,2,1,0,2021-01-23 오후 1:01:29,빌링(LG),27900
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-01-22 오후 2:52:00,2,1,0,2021-01-23 오후 1:02:14,빌링(LG),29700
자유이용권(제주레일파크㈜),동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,,,,3,,,2021-01-21 오후 7:41:00,1,1,0,2021-01-23 오후 1:45:31,빌링(LG),105600
자유이용권(헬로키티아일랜드),서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,,,,3,,,2021-01-23 오후 2:58:00,2,1,0,2021-01-23 오후 3:59:37,빌링(LG),22000
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-01-20 오전 11:11:00,3,0,0,2021-01-23 오후 4:45:39,빌링(LG),28800
자유이용권(산방산탄산온천),서부권,제주특별자치도 서귀포시 안덕면 사계북로41번길 192 산방산탄산온천,0,0,,,,3,,,2021-01-23 오전 11:11:00,2,0,0,2021-01-23 오후 5:44:48,빌링(LG),31600
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-01-20 오후 9:20:00,2,0,0,2021-01-24 오후 12:21:50,빌링(LG),23000
그리스신화박물관+트릭아이뮤지엄 세트상품 이용권,서부권,제주특별자치도 제주시 한림읍 광산로 942 그리스신화박물관 제주뮤지엄컴플렉스㈜,0,0,전시/박물관,,,3,,,2021-01-24 오후 12:19:00,4,0,0,2021-01-24 오후 1:09:26,카드,38000
JSR제주실탄사격장-실탄사격 이용권,중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,레저/체험/액티비티,,,3,,,2021-01-24 오후 12:34:00,3,0,0,2021-01-24 오후 1:30:53,채널결제,75000
