TRRSRT_NM,TRRSRT_AREA_NM,TRRSRT_ADRES,TRRSRT_LA_XCRD,TRRSRT_LO_YCRD,TRRSRT_TY_NM,TRRSRT_AMOUNT,USER_AGRDE_CODE,USER_SEXDSTN_CODE,USER_BRTC_CODE,CONECT_DEVICE_NM,PURCHS_DT,ADULT_NMPR_CO,CHILD_NMPR_CO,INFNT_NMPR_CO,USE_DT,SETLE_MN_NM,TOT_AMOUNT
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-15 오전 2:33:00,4,1,0,2021-04-16 오후 1:26:23,빌링(LG),30200
자유이용권(제주김녕미로공원),서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,,,,3,,,2021-04-16 오후 1:31:00,2,0,0,2021-04-16 오후 1:38:18,빌링(LG),55800
제주 스카이워터쇼 (워터서커스),동부권,제주특별자치도 제주시 구좌읍 번영로 2172-80 제1호(아트랜드),0,0,쇼/공연/상영관,,,3,,,2021-04-16 오전 11:36:00,4,0,0,2021-04-16 오후 2:15:08,카드,48000
자유이용권(제주레일파크㈜),동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,,,,3,,,2021-04-16 오후 2:19:00,3,0,0,2021-04-16 오후 2:27:35,빌링(LG),34000
자유이용권(제주레일파크㈜),동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,,,,3,,,2021-04-16 오후 1:31:00,2,0,0,2021-04-16 오후 3:00:06,빌링(LG),55800
(주)이레-낙타트레킹 이용권,동부권,제주특별자치도 서귀포시 표선면 번영로 2564-21 쇼월드,0,0,레저/체험/액티비티,,,3,,,2021-04-14 오후 1:08:00,3,0,0,2021-04-16 오후 3:22:28,카드,30000
토이스토리 토이파크,서부권,제주특별자치도 서귀포시 안덕면 동광로 267-7 토이스토리토이파크,0,0,전시/박물관,,,3,,,2021-04-16 오후 2:49:00,3,1,0,2021-04-16 오후 3:41:26,카드,30000
제주레일파크㈜-레일바이크(2인승) 이용권,동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,레저/체험/액티비티,,,3,,,2021-04-16 오후 2:51:00,2,0,0,2021-04-16 오후 3:54:51,카드,46000
자유이용권(제주민속촌),동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,,,,3,,,2021-03-18 오전 11:12:00,2,0,0,2021-04-16 오후 4:03:56,빌링(LG),17600
제주레포츠랜드 - 카트 이용권,동부권,제주특별자치도 제주시 조천읍 와흘상서2길 47 제주레포츠랜드㈜,0,0,레저/체험/액티비티,,,3,,,2021-04-14 오후 1:08:00,3,0,0,2021-04-16 오후 4:11:08,카드,51000
여미지식물원 입장권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,테마파크,,,3,,,2021-04-16 오후 3:35:00,4,0,0,2021-04-16 오후 4:26:37,카드,37000
수목원-아이스뮤지엄+3D착시아트+5D영상관+초콜릿체험,제주시내권,제주특별자치도 제주시 은수길 69 수목원테마파크,0,0,테마파크,,,3,,,2021-04-13 오전 10:35:00,2,0,0,2021-04-16 오후 4:32:22,채널결제,36000
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-04-16 오후 1:31:00,2,0,0,2021-04-16 오후 6:15:06,빌링(LG),55800
제주불빛정원 - 인생사진관(야간),제주시내권,제주특별자치도 제주시 애월읍 평화로 2346 (주)제주불빛정원,0,0,테마파크,,,3,,,2021-04-06 오전 10:41:00,2,2,0,2021-04-16 오후 6:27:50,카드,31800
자유이용권(건강과성박물관),서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,,,,3,,,2021-04-16 오후 12:44:00,2,0,0,2021-04-17 오전 10:03:28,빌링(LG),69000
자유이용권(제주공룡랜드),제주시내권,제주특별자치도 제주시 애월읍 광령평화2길 1 제주공룡랜드,0,0,,,,3,,,2021-04-17 오전 8:10:00,2,1,0,2021-04-17 오전 10:55:12,빌링(LG),21100
소인국테마파크 입장권,서부권,제주특별자치도 서귀포시 안덕면 중산간서로 1878 소인국테마파크,0,0,테마파크,,,3,,,2021-04-06 오전 10:41:00,2,2,0,2021-04-17 오후 12:26:15,카드,22000
자유이용권(JSR제주실탄사격장),중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,,,,3,,,2021-04-16 오후 12:44:00,2,0,0,2021-04-17 오후 12:36:29,빌링(LG),69000
JSR제주실탄사격장-실탄사격 이용권,중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,레저/체험/액티비티,,,3,,,2021-04-17 오후 12:51:00,1,0,0,2021-04-17 오후 12:54:28,카드,25000
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-01 오후 10:00:00,4,0,0,2021-04-17 오후 12:55:18,빌링(LG),55450
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-04-17 오후 12:27:00,2,0,0,2021-04-17 오후 1:05:25,카드,13000
아쿠아플라넷-풀패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-04-13 오전 10:22:00,1,1,0,2021-04-17 오후 1:07:10,채널결제,62000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-04-17 오후 1:06:00,2,1,0,2021-04-17 오후 1:18:08,빌링(LG),29450
목장카페드르쿰다-승마(주몽코스) 이용권,동부권,제주특별자치도 서귀포시 표선면 번영로 2454 (주)동부레저,0,0,레저/체험/액티비티,,,3,,,2021-04-17 오후 12:28:00,2,0,0,2021-04-17 오후 1:22:30,채널결제,80000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-16 오전 7:46:00,4,0,0,2021-04-17 오후 1:51:35,빌링(LG),13000
제주러브랜드 입장권,제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,테마파크,,,3,,,2021-04-17 오전 10:39:00,2,0,0,2021-04-17 오후 2:08:48,채널결제,19000
건강과성박물관 입장권,서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,전시/박물관,,,3,,,2021-04-17 오후 2:04:00,2,0,0,2021-04-17 오후 2:31:05,카드,19000
자유이용권(그시절 추억의 테마공원 선녀와나무꾼),동부권,제주특별자치도 제주시 조천읍 선교로 267 그시절 추억의 테마공원 선녀와나무꾼,0,0,,,,3,,,2021-04-17 오후 3:11:00,4,0,0,2021-04-17 오후 3:20:48,빌링(LG),41600
여미지식물원 입장권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,테마파크,,,3,,,2021-04-17 오후 3:32:00,2,1,0,2021-04-17 오후 3:39:17,카드,24050
제주민속촌 입장권,동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,테마파크,,,3,,,2021-04-06 오전 10:41:00,2,2,0,2021-04-17 오후 4:20:21,카드,28200
자유이용권(소인국테마파크),서부권,제주특별자치도 서귀포시 안덕면 중산간서로 1878 소인국테마파크,0,0,,,,3,,,2021-04-01 오후 10:00:00,4,0,0,2021-04-17 오후 4:30:07,빌링(LG),55450
자유이용권(일출랜드),동부권,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ㈜삼영관광 미천굴관광지구(일출랜드),0,0,,,,3,,,2021-04-17 오전 8:14:00,2,2,0,2021-04-17 오후 4:43:51,빌링(LG),23000
제주러브랜드 입장권,제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,테마파크,,,3,,,2021-04-17 오후 4:41:00,2,0,0,2021-04-17 오후 5:29:59,카드,19000
자유이용권(건강과성박물관),서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,,,,3,,,2021-04-15 오후 10:35:00,2,0,0,2021-04-17 오후 5:33:58,빌링(LG),41800
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-16 오후 1:06:00,2,0,0,2021-04-18 오전 10:27:39,빌링(LG),9250
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-03-25 오후 9:10:00,5,0,0,2021-04-18 오전 10:29:14,빌링(LG),58500
자유이용권(제주러브랜드),제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,,,,3,,,2021-04-15 오전 10:27:00,2,0,0,2021-04-18 오전 11:26:52,빌링(LG),19000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-04-05 오후 4:11:00,2,0,0,2021-04-18 오전 11:40:01,빌링(LG),23400
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-17 오후 6:28:00,2,0,0,2021-04-18 오후 12:05:13,빌링(LG),37600
자유이용권(초콜릿뮤지움),서부권,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144 초콜릿뮤지움,0,0,,,,3,,,2021-04-18 오전 11:11:00,2,0,0,2021-04-18 오후 12:22:03,빌링(LG),50100
(주)제주제트 - 제주제트보트,중문/서귀포,제주특별자치도 서귀포시 대포로 172-5 제주제트보트,0,0,잠수함/유람선/제트보트,,,3,,,2021-04-18 오전 10:03:00,4,0,0,2021-04-18 오후 12:22:20,카드,56000
자유이용권(브릭캠퍼스),제주시내권,제주특별자치도 제주시 1100로 3047 브릭캠퍼스,0,0,,,,3,,,2021-04-15 오후 1:24:00,2,1,0,2021-04-18 오후 12:31:20,빌링(LG),27000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-04-14 오전 7:41:00,2,2,0,2021-04-18 오후 12:58:59,빌링(LG),41400
자유이용권(삼성혈),제주시내권,제주특별자치도 제주시 삼성로 22 삼성혈,0,0,,,,3,,,2021-04-16 오전 7:42:00,1,0,0,2021-04-18 오후 1:02:35,빌링(LG),2250
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-04-18 오전 11:11:00,2,0,0,2021-04-18 오후 1:09:05,빌링(LG),50100
힐링카약 비체올린 이용권,서부권,제주특별자치도 제주시 한경면 판조로 253-6 힐링카약 비체,0,0,테마파크,,,3,,,2021-04-17 오후 10:04:00,2,0,0,2021-04-18 오후 1:41:16,채널결제,24000
돌문화공원 입장권,동부권,제주특별자치도 제주시 조천읍 남조로 2023 돌문화공원,0,0,테마파크,,,3,,,2021-04-18 오후 1:45:00,2,0,0,2021-04-18 오후 2:01:07,카드,9000
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-04-17 오후 12:06:00,3,0,0,2021-04-18 오후 2:26:30,빌링(LG),29700
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-15 오후 10:35:00,2,0,0,2021-04-18 오후 3:01:16,빌링(LG),60300
자유이용권(제주러브랜드),제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,,,,3,,,2021-04-17 오후 6:28:00,2,0,0,2021-04-18 오후 3:18:10,빌링(LG),37600
자유이용권(건강과성박물관),서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,,,,3,,,2021-04-18 오전 7:20:00,4,0,0,2021-04-18 오후 3:29:35,빌링(LG),38000
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-04-16 오후 12:03:00,2,0,0,2021-04-18 오후 4:48:03,채널결제,23400
제주불빛정원 - 인생사진관(야간),제주시내권,제주특별자치도 제주시 애월읍 평화로 2346 (주)제주불빛정원,0,0,테마파크,,,3,,,2021-04-17 오후 10:04:00,2,0,0,2021-04-18 오후 7:45:01,채널결제,19400
자유이용권(서프라이즈테마파크),동부권,제주특별자치도 제주시 조천읍 남조로 2243 서프라이즈테마파크,0,0,,,,3,,,2021-04-17 오전 8:10:00,2,1,0,2021-04-19 오전 9:21:33,빌링(LG),49100
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-15 오전 10:27:00,2,0,0,2021-04-19 오전 9:58:51,빌링(LG),32000
목장카페드르쿰다-승마(오름코스) 이용권,동부권,제주특별자치도 서귀포시 표선면 번영로 2454 (주)동부레저,0,0,레저/체험/액티비티,,,3,,,2021-04-18 오후 8:32:00,2,0,0,2021-04-19 오전 10:41:25,카드,64000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-04-18 오후 10:23:00,2,1,0,2021-04-19 오전 10:47:52,빌링(LG),29450
자유이용권(제주레일파크㈜),동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,,,,3,,,2021-04-02 오후 1:39:00,2,0,0,2021-04-19 오전 11:12:16,빌링(LG),23000
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-17 오전 8:37:00,1,2,0,2021-04-19 오전 11:28:58,빌링(LG),18600
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-04-19 오전 11:40:00,2,0,0,2021-04-19 오전 11:47:36,채널결제,13000
자유이용권(세계자동차&피아노박물관),중문/서귀포,제주특별자치도 서귀포시 안덕면 중산간서로 1610 세계자동차제주박물관,0,0,,,,3,,,2021-04-18 오전 11:11:00,2,0,0,2021-04-19 오전 11:50:21,빌링(LG),83600
자유이용권(제주김녕미로공원),서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,,,,3,,,2021-04-17 오후 8:54:00,2,1,0,2021-04-19 오전 11:51:13,빌링(LG),17300
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-18 오전 9:52:00,4,0,0,2021-04-19 오후 12:02:04,빌링(LG),26000
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-18 오후 4:29:00,2,0,0,2021-04-19 오후 12:14:30,빌링(LG),9250
자유이용권(제주유리박물관),중문/서귀포,제주특별자치도 서귀포시 중산간서로 1403 제주유리박물관,0,0,,,,3,,,2021-03-24 오전 6:53:00,1,0,0,2021-04-19 오후 12:26:24,빌링(LG),73500
제주민속촌 입장권,동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,테마파크,,,3,,,2021-04-19 오전 9:55:00,2,0,0,2021-04-19 오후 12:30:46,채널결제,17600
자유이용권(본태박물관),서부권,제주특별자치도 서귀포시 안덕면 산록남로762번길 69 본태박물관,0,0,,,,3,,,2021-04-13 오전 10:55:00,2,0,0,2021-04-19 오후 12:38:45,빌링(LG),34000
세리월드㈜-승마 중거리 이용권,중문/서귀포,제주특별자치도 서귀포시 법환상로2번길 97-13 세리월드㈜,0,0,레저/체험/액티비티,,,3,,,2021-04-14 오후 1:08:00,3,0,0,2021-04-19 오후 12:50:48,카드,33000
세리월드㈜-승마 중거리 이용권,중문/서귀포,제주특별자치도 서귀포시 법환상로2번길 97-13 세리월드㈜,0,0,레저/체험/액티비티,,,3,,,2021-04-19 오전 8:56:00,1,0,0,2021-04-19 오후 12:51:09,카드,11000
제주레일파크㈜-레일바이크(4인승) 이용권,동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,레저/체험/액티비티,,,3,,,2021-04-18 오후 9:54:00,1,0,0,2021-04-19 오후 2:20:38,카드,43600
자유이용권(제주워터서커스),동부권,제주특별자치도 제주시 구좌읍 번영로 2172-80 제1호(아트랜드),0,0,,,,3,,,2021-04-06 오후 7:21:00,1,1,0,2021-04-19 오후 2:24:44,빌링(LG),49000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-18 오전 7:20:00,4,0,0,2021-04-19 오후 2:26:27,빌링(LG),64000
자유이용권(일출랜드),동부권,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ㈜삼영관광 미천굴관광지구(일출랜드),0,0,,,,3,,,2021-04-16 오후 9:49:00,3,0,0,2021-04-19 오후 3:26:08,빌링(LG),22500
자유이용권(베니스랜드),동부권,제주특별자치도 서귀포시 성산읍 서성일로 474 베니스랜드,0,0,,,,3,,,2021-04-18 오후 8:37:00,2,2,0,2021-04-19 오후 3:29:46,빌링(LG),31800
자유이용권(제주센트럴파크),동부권,제주특별자치도 제주시 조천읍 비자림로 606 ㈜제주미니미니랜드,0,0,,,,3,,,2021-04-06 오후 7:21:00,1,1,0,2021-04-19 오후 4:29:08,빌링(LG),49000
아쿠아플라넷-풀패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-04-19 오후 4:30:00,0,0,0,2021-04-19 오후 4:44:12,채널결제,62000
자유이용권(수목원테마파크),제주시내권,제주특별자치도 제주시 은수길 69 수목원테마파크,0,0,,,,3,,,2021-04-19 오후 2:31:00,2,0,0,2021-04-19 오후 5:46:10,빌링(LG),26000
자유이용권(서프라이즈테마파크),동부권,제주특별자치도 제주시 조천읍 남조로 2243 서프라이즈테마파크,0,0,,,,3,,,2021-04-06 오후 7:21:00,2,2,0,2021-04-20 오전 10:23:12,빌링(LG),85000
제주센트럴파크+세그웨이고카트,동부권,제주특별자치도 제주시 조천읍 비자림로 606 ㈜제주미니미니랜드,0,0,테마파크/레저/체험/액티비티,,,3,,,2021-04-20 오전 9:00:00,2,0,0,2021-04-20 오전 10:23:59,채널결제,27000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-19 오전 11:50:00,2,0,0,2021-04-20 오전 10:28:32,빌링(LG),13000
자유이용권(제주워터서커스),동부권,제주특별자치도 제주시 구좌읍 번영로 2172-80 제1호(아트랜드),0,0,,,,3,,,2021-04-19 오후 10:47:00,4,0,0,2021-04-20 오전 11:05:01,빌링(LG),48000
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-18 오전 7:20:00,4,0,0,2021-04-20 오전 11:14:08,빌링(LG),101000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-04-19 오후 12:16:00,2,0,0,2021-04-20 오전 11:21:28,빌링(LG),23400
자유이용권(제주러브랜드),제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,,,,3,,,2021-04-20 오전 8:40:00,2,0,0,2021-04-20 오전 11:55:50,빌링(LG),32000
자유이용권(㈜상효원),중문/서귀포,제주특별자치도 서귀포시 산록남로 2847-37 ㈜상효원,0,0,,,,3,,,2021-04-07 오전 6:19:00,2,0,0,2021-04-20 오후 12:05:08,빌링(LG),16000
자유이용권(제주레일파크㈜),동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,,,,3,,,2021-04-20 오후 12:20:00,4,0,0,2021-04-20 오후 12:46:32,빌링(LG),43600
점보빌리지-코끼리 테마쇼 입장권,서부권,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11 ㈜백상(점보빌리지),0,0,쇼/공연/상영관,,,3,,,2021-04-19 오후 8:22:00,2,0,0,2021-04-20 오후 1:04:55,채널결제,19000
산방산유람선,서부권,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16 (주)그린크루즈(산방산유람선),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-20 오전 9:09:00,2,0,0,2021-04-20 오후 1:51:05,카드,20000
자유이용권(일출랜드),동부권,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ㈜삼영관광 미천굴관광지구(일출랜드),0,0,,,,3,,,2021-04-19 오후 12:31:00,2,0,0,2021-04-20 오후 2:06:05,빌링(LG),15000
세리월드㈜-세리카트 이용권,중문/서귀포,제주특별자치도 서귀포시 법환상로2번길 97-13 세리월드㈜,0,0,레저/체험/액티비티,,,3,,,2021-04-20 오후 2:49:00,2,0,0,2021-04-20 오후 3:15:09,채널결제,25000
자유이용권(그리스신화/트릭아이 박물관),서부권,제주특별자치도 제주시 한림읍 광산로 942 그리스신화박물관 제주뮤지엄컴플렉스㈜,0,0,,,,3,,,2021-04-18 오후 4:25:00,2,0,0,2021-04-20 오후 3:16:11,빌링(LG),19000
자유이용권(돌문화공원),동부권,제주특별자치도 제주시 조천읍 남조로 2023 돌문화공원,0,0,,,,3,,,2021-04-20 오후 12:40:00,4,0,0,2021-04-20 오후 3:47:53,빌링(LG),18000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-04-20 오후 3:09:00,3,1,0,2021-04-20 오후 3:51:52,빌링(LG),40850
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-04-17 오후 8:54:00,2,1,0,2021-04-20 오후 3:55:37,빌링(LG),49700
차귀도달래배낚시-주간낚시 이용권,서부권,제주특별자치도 제주시 한경면 고산리 3616-10 차귀도달래배낚시,0,0,레저/체험/액티비티,,,3,,,2021-04-19 오후 12:08:00,4,0,0,2021-04-20 오후 4:07:04,카드,48000
자유이용권(제주김녕미로공원),서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,,,,3,,,2021-04-20 오전 8:40:00,2,0,0,2021-04-20 오후 5:11:07,빌링(LG),32000
제이엠그랑블루요트-선셋투어(18시 출항),중문/서귀포,제주특별자치도 서귀포시 대포로 172-7 주식회사 제이엠그랑블루요트,0,0,잠수함/유람선/제트보트,,,3,,,2021-03-26 오후 1:50:00,2,0,0,2021-04-20 오후 5:40:08,채널결제,104000
자유이용권(그리스신화/트릭아이 박물관),서부권,제주특별자치도 제주시 한림읍 광산로 942 그리스신화박물관 제주뮤지엄컴플렉스㈜,0,0,,,,3,,,2021-04-06 오후 7:21:00,2,1,0,2021-04-21 오전 10:18:21,빌링(LG),121000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-20 오후 12:32:00,2,0,0,2021-04-21 오전 10:23:20,빌링(LG),13000
서귀포잠수함,중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-20 오전 6:43:00,2,0,0,2021-04-21 오전 10:27:02,카드,96000
수목원-아이스뮤지엄+3D착시아트+5D영상관+VR체험1회,제주시내권,제주특별자치도 제주시 은수길 69 수목원테마파크,0,0,테마파크,,,3,,,2021-04-17 오후 11:21:00,2,0,0,2021-04-21 오전 10:34:41,채널결제,26000
자유이용권(피규어뮤지엄제주(주)),중문/서귀포,제주특별자치도 서귀포시 안덕면 상창리 1875-8 피규어뮤지엄제주(주),0,0,,,,3,,,2021-04-19 오전 9:05:00,2,2,0,2021-04-21 오전 10:35:57,빌링(LG),37800
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-04-18 오후 4:25:00,2,0,0,2021-04-21 오전 10:46:56,빌링(LG),38800
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-04-21 오전 7:27:00,3,0,0,2021-04-21 오전 10:48:08,빌링(LG),35100
자유이용권(㈜상효원),중문/서귀포,제주특별자치도 서귀포시 산록남로 2847-37 ㈜상효원,0,0,,,,3,,,2021-04-06 오후 1:12:00,5,0,0,2021-04-21 오전 11:05:02,빌링(LG),25500
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-04-19 오후 2:08:00,3,0,0,2021-04-21 오전 11:44:00,빌링(LG),35100
자유이용권(초콜릿뮤지움),서부권,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144 초콜릿뮤지움,0,0,,,,3,,,2021-04-17 오후 8:54:00,2,1,0,2021-04-21 오전 11:45:19,빌링(LG),95000
산방산유람선,서부권,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16 (주)그린크루즈(산방산유람선),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-21 오전 11:02:00,2,0,0,2021-04-21 오후 12:23:21,채널결제,20000
건강과성박물관 입장권,서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,전시/박물관,,,3,,,2021-04-21 오후 12:36:00,2,0,0,2021-04-21 오후 12:51:24,채널결제,19000
자유이용권(제주레일파크㈜),동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,,,,3,,,2021-04-21 오후 1:06:00,2,0,0,2021-04-21 오후 1:12:49,빌링(LG),23000
자유이용권(초콜릿뮤지움),서부권,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144 초콜릿뮤지움,0,0,,,,3,,,2021-04-21 오전 7:24:00,2,1,0,2021-04-21 오후 1:20:57,빌링(LG),17500
(주)제주제트 - 제주제트보트,중문/서귀포,제주특별자치도 서귀포시 대포로 172-5 제주제트보트,0,0,잠수함/유람선/제트보트,,,3,,,2021-04-21 오전 9:16:00,2,0,0,2021-04-21 오후 1:29:34,채널결제,28000
서귀포잠수함,중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-20 오후 7:01:00,2,0,0,2021-04-21 오후 1:56:33,채널결제,96000
생각하는정원,서부권,제주특별자치도 제주시 한경면 녹차분재로 675 생각하는정원,0,0,테마파크,,,3,,,2021-04-20 오후 9:37:00,4,0,0,2021-04-21 오후 2:03:14,채널결제,44000
자유이용권(서귀포잠수함),중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,,,,3,,,2021-04-08 오후 8:49:00,4,0,0,2021-04-21 오후 2:49:22,빌링(LG),192000
제주민속촌 입장권,동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,테마파크,,,3,,,2021-04-21 오전 11:52:00,2,0,0,2021-04-21 오후 2:51:26,채널결제,17600
