사업장명,업종구분대분류,업종구분소분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,부대시설내역,데이터갱신일자
(주)씨제이여행사,관광사업자,여행업,20051101,,휴업,,20151106.0,20160505.0,,,제주특별자치도 제주시 연동 2332 - 4 707호,"제주특별자치도 제주시 도령로15길 6, 707호 (연동,연동엘리시아상가)",,,2019-06-15 02:21:11
제주라온투어(주),관광사업자,여행업,20120627,,휴업,,20160101.0,20161231.0,,177.22,제주특별자치도 제주시 한림읍 협재리 2838,"제주특별자치도 제주시 한림읍 금능남로 127, 2층 (라온호텔)",,,2019-06-15 02:21:11
무주군약초영농조합법인 제주점,관광사업자,관광객이용시설업,20121231,,폐업,20130910.0,,,,167.4,제주특별자치도 제주시 이호일동 348 - 2,제주특별자치도 제주시 서해안로 96 (이호일동),,,2019-06-15 02:21:11
해오름꿀집,관광사업자,관광객이용시설업,20130322,,폐업,20130607.0,,,,224.0,제주특별자치도 서귀포시 표선면 성읍리 1430 외 1필지,제주특별자치도 서귀포시 표선면 중산간동로 4708-7,,,2019-06-15 02:21:11
아셈관광호텔,관광사업자,관광숙박업,19910524,,폐업,20120102.0,,,,0.0,제주특별자치도 제주시 연동 268,제주특별자치도 제주시 신광로10길 1 (연동),,,2019-06-15 02:21:11
아시아레저앤골프주식회사,관광사업자,여행업,20110221,,폐업,,,,,0.0,제주특별자치도 제주시 연동 260 - 39,제주특별자치도 제주시 삼무로 15 (연동),,,2019-06-15 02:21:11
헤쎄드 커뮤니케이션,관광사업자,국제회의업,20130130,,폐업,20141125.0,,,,0.0,제주특별자치도 제주시 연동 291 - 40,제주특별자치도 제주시 삼무로 291 (연동),,,2019-06-15 02:21:11
(주)펀제주여행사,관광사업자,여행업,20110930,,폐업,20150317.0,,,,80.8,제주특별자치도 제주시 삼도이동 594 - 7,"제주특별자치도 제주시 전농로 73-1, 2층 (삼도이동)",,,2019-06-15 02:21:11
(주)제이에스티,관광사업자,여행업,20111116,,폐업,20130116.0,,,,177.0,제주특별자치도 제주시 일도일동 1401 - 17,"제주특별자치도 제주시 관덕로7길 4, 3층 (일도일동,한양빌딩)",,,2019-06-15 02:21:11
(주)888투어,관광사업자,여행업,20120217,,폐업,20151013.0,,,,140.0,제주특별자치도 제주시 이도일동 1691 - 16,제주특별자치도 제주시 삼성로1길 1 (이도일동),,,2019-06-15 02:21:11
제주해피투어,관광사업자,여행업,20120217,,폐업,20130212.0,,,,104.49,제주특별자치도 제주시 연동 290 - 39,제주특별자치도 제주시 연삼로 32 (연동),,,2019-06-15 02:21:11
(주)중통여행사,관광사업자,여행업,20160526,,폐업,20160715.0,,,,0.0,제주특별자치도 제주시 노형동 2535 - 10,"제주특별자치도 제주시 노형로 363, 2층 (노형동)",,,2019-06-15 02:21:11
즐거운 카라반,관광사업자,관광객이용시설업,20150507,,폐업,20160713.0,,,,0.0,제주특별자치도 서귀포시 성산읍 온평리 581 - 1,제주특별자치도 서귀포시 성산읍 온평상하로15번길 11-5,,,2019-06-15 02:21:11
꼼지락,관광사업자,관광객이용시설업,20150605,,폐업,20150828.0,,,,6142.0,제주특별자치도 제주시 애월읍 유수암리 1387,제주특별자치도 제주시 애월읍 유수암로 218,,"화장실, 샤워실, 대피소(폐교) 등",2019-06-15 02:21:11
유한회사 투데이- 제주사랑,관광사업자,여행업,20060111,,폐업,,,,,,제주특별자치도 제주시 연동 282 - 40,제주특별자치도 제주시 신대로14길 42 (연동),,,2019-06-15 02:21:11
주식회사 월드와이드투어,관광사업자,여행업,20081022,,폐업,,,,,0.0,제주특별자치도 제주시 연동 1486 - 2,,,,2019-06-15 02:21:11
주식회사 월드와이드투어,관광사업자,여행업,20081022,,폐업,,,,,0.0,제주특별자치도 제주시 연동 1486 - 2,제주특별자치도 제주시 과원북4길 93 (연동),,,2019-06-15 02:21:11
주식회사 월드와이드투어,관광사업자,여행업,20081022,,폐업,,,,,0.0,제주특별자치도 제주시 연동 1486 - 2,"제주특별자치도 제주시 과원북4길 93 (연동,오일빌딩 3층)",,,2019-06-15 02:21:11
주식회사 여행찾는사람들,관광사업자,여행업,20060922,,폐업,20151008.0,,,,0.0,제주특별자치도 제주시 노형동 1152 - 10,"제주특별자치도 제주시 월광로 163, 2층 (노형동)",,,2019-06-15 02:21:11
(주)케이디에스투어,관광사업자,여행업,20090210,,폐업,20151104.0,,,,0.0,제주특별자치도 제주시 노형동 906 - 1,"제주특별자치도 제주시 도령로 50, 지하1층 (노형동,이화오피스텔)",,,2019-06-15 02:21:11
(주)프리덤에어시스템,관광사업자,여행업,20090306,,폐업,,,,,0.0,제주특별자치도 제주시 연동 292 - 27,제주특별자치도 제주시 삼무로 76 (연동),,,2019-06-15 02:21:11
(주)오환,관광사업자,여행업,20141027,,폐업,20151109.0,,,,117.0,제주특별자치도 제주시 아라일동 6080 - 4,제주특별자치도 제주시 중앙로 606-4 (아라일동),,,2019-06-15 02:21:11
주식회사 지성투어,관광사업자,여행업,20061110,,폐업,20140520.0,,,,0.0,제주특별자치도 제주시 연동 262 - 43,제주특별자치도 제주시 노연로 81 (연동),,,2019-06-15 02:21:11
주식회사 파나코리아투어,관광사업자,여행업,20090521,,폐업,20120906.0,,,,0.0,제주특별자치도 제주시 노형동 913 - 4,제주특별자치도 제주시 노연로 25 (노형동),,,2019-06-15 02:21:11
이보크 국제여행사,관광사업자,여행업,20130605,,폐업,20151215.0,,,,99.0,제주특별자치도 제주시 노형동 677 - 4,"제주특별자치도 제주시 진군남4길 7, 1층 (노형동)",,,2019-06-15 02:21:11
썬마루(주),관광사업자,여행업,20141216,,폐업,20151209.0,,,,139.19,제주특별자치도 제주시 해안동 1680,,,,2019-06-15 02:21:11
(주)스타스투어,관광사업자,여행업,20131104,,폐업,20151215.0,,,,154.57,제주특별자치도 제주시 노형동 1295 - 17,"제주특별자치도 제주시 도령로 31, 7층 701호 (노형동)",,,2019-06-15 02:21:11
제주동서관광(주),관광사업자,여행업,19890607,,폐업,20121206.0,,,,,제주특별자치도 제주시 이도일동 1686 - 5,제주특별자치도 제주시 중앙로 182 (이도일동),,,2019-06-15 02:21:11
지구교통여행사(주),관광사업자,여행업,19910108,,폐업,,,,,,제주특별자치도 제주시 해안동,,,,2019-06-15 02:21:11
디에스티(유),관광사업자,여행업,19920117,,폐업,20080616.0,,,,,제주특별자치도 제주시 연동 1533번지 6호,,,,2019-06-15 02:21:11
새로나관광여행사(주),관광사업자,여행업,19960306,,폐업,,,,,,제주특별자치도 제주시 연동,,,,2019-06-15 02:21:11
제민일보(주) (관광사업부),관광사업자,여행업,20000201,,폐업,20080701.0,,,,,제주특별자치도 제주시 연동 290-64 제민일보1층,,,,2019-06-15 02:21:11
(유)로맨틱홀리데인투어,관광사업자,여행업,20120720,,폐업,20150318.0,,,,77.33,제주특별자치도 제주시 연동 2331 - 7 404호,"제주특별자치도 제주시 도령로 111, 404호 (연동,진호뉴캐슬)",,,2019-06-15 02:21:11
(유)제주거산국제여행사,관광사업자,여행업,20120727,,폐업,20150414.0,,,,197.73,제주특별자치도 제주시 연동 314 - 50,"제주특별자치도 제주시 선덕로 20, 2층 (연동)",,,2019-06-15 02:21:11
주식회사 리플,관광사업자,여행업,20090723,,폐업,20131007.0,,,,92.0,제주특별자치도 제주시 노형동 1293 - 4 504호,"제주특별자치도 제주시 다랑곶6길 6, 504호 (노형동,세븐빌딩)",,,2019-06-15 02:21:11
(주)다가치,관광사업자,여행업,20091120,,폐업,20110829.0,,,,0.0,제주특별자치도 제주시 노형동 911 - 3 201호,,,,2019-06-15 02:21:11
(주)통,관광사업자,여행업,20121017,,폐업,20131029.0,,,,72.22,제주특별자치도 제주시 삼도이동 1260,"제주특별자치도 제주시 탑동해안로 66, 1층 (삼도이동,탑랜드)",,,2019-06-15 02:21:11
(주)투어인투어,관광사업자,여행업,20121030,,폐업,20160425.0,,,,75.0,제주특별자치도 제주시 아라일동 6121 - 110,"제주특별자치도 제주시 인다1길 20, 110호 (아라일동,I-PARK상가)",,,2019-06-15 02:21:11
제주애플투어(주),관광사업자,여행업,20121116,,폐업,20150413.0,,,,80.0,제주특별자치도 제주시 연동 279 - 2 201호,"제주특별자치도 제주시 신대로22길 40, 201호 (연동,벽강하이본타워)",,,2019-06-15 02:21:11
뉴대장금,관광사업자,관광객이용시설업,20091231,,폐업,20150610.0,,,,0.0,제주특별자치도 서귀포시 상예동 4633 - 2,제주특별자치도 서귀포시 일주서로 1301-9 (상예동),,,2019-06-15 02:21:11
참앤참(Charm&Charm),관광사업자,관광객이용시설업,20101220,,폐업,20130605.0,,,,322.56,제주특별자치도 제주시 이호일동 1857 - 1,제주특별자치도 제주시 일주서로 7504 (이호일동),,,2019-06-15 02:21:11
(유)비상여행사,관광사업자,여행업,20100113,,폐업,20130328.0,,,,0.0,제주특별자치도 제주시 일도이동 113 - 7,,,,2019-06-15 02:21:11
동마여행사(주),관광사업자,여행업,20070514,,폐업,20100118.0,,,,0.0,제주특별자치도 제주시 노형동 2581 - 3,,,,2019-06-15 02:21:11
(주)다다관광여행사,관광사업자,여행업,20071203,,폐업,20100128.0,,,,0.0,제주특별자치도 제주시 연동 314 - 108,,,,2019-06-15 02:21:11
(주)세하라인,관광사업자,여행업,20100311,,폐업,20140411.0,,,,0.0,제주특별자치도 제주시 도남동 914 - 1,제주특별자치도 제주시 서광로 268 (도남동),,,2019-06-15 02:21:11
(주)한중일월드투어,관광사업자,여행업,20100616,,폐업,,,,,0.0,제주특별자치도 제주시 도남동 902 - 2,제주특별자치도 제주시 서광로20길 31 (도남동),,,2019-06-15 02:21:11
(유)제주관광프로모션,관광사업자,여행업,20100617,,폐업,20130626.0,,,,0.0,제주특별자치도 제주시 이도이동 423 - 5,제주특별자치도 제주시 정든로3길 12 (이도이동),,,2019-06-15 02:21:11
한화토산,관광사업자,관광객이용시설업,20060226,,폐업,20080429.0,,,,,제주특별자치도 제주시 도두일동 2614 - 3,,,,2019-06-15 02:21:11
(주)제주유람선,관광사업자,관광객이용시설업,20070112,,폐업,20150608.0,,,,,제주특별자치도 제주시 도두일동 2614 - 5,제주특별자치도 제주시 도공로 2 (도두일동),,,2019-06-15 02:21:11
벨리타,관광사업자,관광객이용시설업,20130718,,폐업,20160525.0,,,,5562.0,제주특별자치도 제주시 조천읍 선흘리 2861 - 4,제주특별자치도 제주시 조천읍 중산간동로 1194,,"20면, 공동취사장, 공중화장실, 공중샤워장, 매점",2019-06-15 02:21:11
칼호텔토산품,관광사업자,관광객이용시설업,19970912,,폐업,20110719.0,,,,0.0,제주특별자치도 제주시 이도일동 1691 - 4,,,,2019-06-15 02:21:11
퀸 코스메틱,관광사업자,관광객이용시설업,20110822,,폐업,20121228.0,,,,0.0,제주특별자치도 제주시 이호일동 348 - 2,제주특별자치도 제주시 서해안로 96 (이호일동),,,2019-06-15 02:21:11
조랑말꿀집,관광사업자,관광객이용시설업,20110824,,폐업,20130313.0,,,,0.0,제주특별자치도 서귀포시 표선면 성읍리 1430 - 1,제주특별자치도 서귀포시 표선면 중산간동로 4708-7,,,2019-06-15 02:21:11
(주)남경유통제주지사,관광사업자,관광객이용시설업,20080124,,폐업,20130702.0,,,,0.0,제주특별자치도 제주시 연동 177,"제주특별자치도 제주시 연삼로 61, 1동 지하1층층 (연동)",,,2019-06-15 02:21:11
파우더룸,관광사업자,관광객이용시설업,20120516,,폐업,20130516.0,,,,0.0,제주특별자치도 제주시 도남동 693 - 2,"제주특별자치도 제주시 복지로5길 6, 1층층 (도남동)",,,2019-06-15 02:21:11
좋은친구들여행사,관광사업자,여행업,20140129,,폐업,20150326.0,,,,0.0,제주특별자치도 서귀포시 동홍동 359 - 2 201호,"제주특별자치도 서귀포시 태평로 506, 201호 (동홍동)",,,2019-06-15 02:21:11
자유협여행사,관광사업자,여행업,20140221,,폐업,20150522.0,,,,124.9,제주특별자치도 제주시 오라일동 1003 - 11,제주특별자치도 제주시 서광로 52-9 (오라삼동),,,2019-06-15 02:21:11
제주캠핑채널,관광사업자,관광객이용시설업,20151109,,폐업,20160421.0,,,,0.0,제주특별자치도 제주시 애월읍 소길리 845,제주특별자치도 제주시 애월읍 소길남길 47,,,2019-06-15 02:21:11
퍼시픽랜드주식회사,관광사업자,관광객이용시설업,19860915,,폐업,20151113.0,,,,0.0,제주특별자치도 서귀포시 색달동 2950 - 5,제주특별자치도 서귀포시 중문관광로 154-17 (색달동),,,2019-06-15 02:21:11
제주토비스콘도미니엄,관광사업자,관광숙박업,19990816,,폐업,,,,,,제주특별자치도 제주시 애월읍 애월리 2505,,,,2019-06-15 02:21:11
(주)해피코리아,관광사업자,여행업,20100715,,폐업,20121127.0,,,,0.0,제주특별자치도 제주시 노형동 939 306호,"제주특별자치도 제주시 노연로 42, 306호 (노형동)",,,2019-06-15 02:21:11
(주)제이엠레저,관광사업자,여행업,20101102,,폐업,20131226.0,,,,60.0,제주특별자치도 제주시 연동 251 - 29,제주특별자치도 제주시 도령로 66 (연동),,,2019-06-15 02:21:11
주식회사 플라이투어,관광사업자,여행업,20110114,,폐업,,,,,167.87,제주특별자치도 제주시 이도이동 315,제주특별자치도 제주시 동광로 96 (이도이동),,,2019-06-15 02:21:11
(주)다다고속관광,관광사업자,여행업,20110722,,폐업,20160525.0,,,,0.0,제주특별자치도 제주시 연동 314 - 108,"제주특별자치도 제주시 선덕로 18, 1층 (연동,진일빌딩)",,,2019-06-15 02:21:11
월드와이드컨설팅리미티드시티콘제주,관광사업자,관광숙박업,20060929,,폐업,20080805.0,,,,,제주특별자치도 제주시 노형동 1295 - 16,,,,2019-06-15 02:21:11
21세기 제주투어,관광사업자,여행업,20110627,,폐업,20151124.0,,,,0.0,제주특별자치도 제주시 이호이동 1558,제주특별자치도 제주시 오광로 20 (이호이동),,,2019-06-15 02:21:11
(주)만보투어,관광사업자,여행업,20140411,,폐업,20150422.0,,,,99.0,제주특별자치도 제주시 연동 253 - 5 203호,"제주특별자치도 제주시 노연로 62, 203호 (연동)",,,2019-06-15 02:21:11
(주)테마,관광사업자,여행업,20140528,,폐업,20150625.0,,,,123.2,제주특별자치도 제주시 애월읍 애월리 2505,제주특별자치도 제주시 애월읍 애월로1길 8,,,2019-06-15 02:21:11
(주)트리플제이,관광사업자,여행업,20140603,,폐업,20160518.0,,,,60.0,제주특별자치도 제주시 노형동 2574 - 1,"제주특별자치도 제주시 월광로 134, 8층 (노형동)",,,2019-06-15 02:21:11
제주스토리여행사(유),관광사업자,여행업,20000320,,폐업,20111031.0,,,,,제주특별자치도 제주시 연동 293 - 87,,,,2019-06-15 02:21:11
(주) 제주넥스투어,관광사업자,여행업,20030304,,폐업,,,,,,제주특별자치도 제주시 이도이동 314 - 16,"제주특별자치도 제주시 가령로 5 (이도이동,314-16)",,,2019-06-15 02:21:11
탐라산업개발(주),관광사업자,여행업,20030314,,폐업,,,,,,제주특별자치도 제주시 연동,,,,2019-06-15 02:21:11
(주)제이앤디엔터프라이즈,관광사업자,여행업,20031007,,폐업,20140103.0,,,,,제주특별자치도 제주시 연동 282 - 3,"제주특별자치도 제주시 삼무로 56, 2층 (연동,승우빌딩)",,,2019-06-15 02:21:11
