사업장명,업종구분대분류,업종구분소분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,부대시설내역,데이터갱신일자
주식회사 삼성인터내셔널,관광사업자,관광객이용시설업,20130904,,영업/정상,,,,,334.2,제주특별자치도 제주시 노형동 2577 - 3,제주특별자치도 제주시 월랑로 61 (노형동),,,2019-06-15 02:21:11
남국,관광사업자,관광객이용시설업,20080117,,영업/정상,,,,,0.0,제주특별자치도 제주시 용담이동 2807 - 2,제주특별자치도 제주시 서광로 19 (용담이동),,,2019-06-15 02:21:11
(주)호텔신라 신제주면세점,관광사업자,관광객이용시설업,20000712,,영업/정상,,,,,5985.5,제주특별자치도 제주시 연동 252 - 20,제주특별자치도 제주시 노연로 69 (연동),,,2019-06-15 02:21:11
(주)제이엠 그랑블루요트투어,관광사업자,관광객이용시설업,20111015,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 대포동 2184 - 6,제주특별자치도 서귀포시 대포로 172-8 (대포동),,"클럽하우스, 해상계류시설 등",2019-06-15 02:21:11
농업회사법인(주)메이즈랜드(당초 : 오메가파크조성사업),관광사업자,관광객이용시설업,20111123,,영업/정상,,,,,49100.0,제주특별자치도 제주시 구좌읍 평대리 3322,제주특별자치도 제주시 구좌읍 비자림로 2134-47,,"제1종전문박물관, 미로공원, 관리동",2019-06-15 02:21:11
셰프라인 월드,관광사업자,관광객이용시설업,20110602,,영업/정상,,,,,102609.0,제주특별자치도 제주시 구좌읍 송당리 2635 - 3,제주특별자치도 제주시 구좌읍 비자림로 1211,,,2019-06-15 02:21:11
금단수,관광사업자,관광객이용시설업,20110818,,영업/정상,,,,,0.0,제주특별자치도 제주시 도남동 713 - 3,제주특별자치도 제주시 복지로5길 16 (도남동),,,2019-06-15 02:21:11
앤 인터내셔널,관광사업자,관광객이용시설업,20101013,,영업/정상,,,,,0.0,제주특별자치도 제주시 오라삼동 2140 - 3,"제주특별자치도 제주시 연삼로 145, 가동 (오라삼동)",,,2019-06-15 02:21:11
동황토산주식회사,관광사업자,관광객이용시설업,20111228,,영업/정상,,,,,0.0,제주특별자치도 제주시 도남동 663 - 10,"제주특별자치도 제주시 청사로 79, 1층 (도남동)",,,2019-06-15 02:21:11
소인국테마파크,관광사업자,관광객이용시설업,20020402,,영업/정상,,,,,49643.9,제주특별자치도 서귀포시 안덕면 서광리 725,제주특별자치도 서귀포시 안덕면 중산간서로 1878,,박물관 및 음식점 등,2019-06-15 02:21:11
장흥바이오랜드,관광사업자,관광객이용시설업,20120119,,영업/정상,,,,,434.7,제주특별자치도 제주시 용담삼동 1032 - 7,제주특별자치도 제주시 용해로 17 (용담삼동),,,2019-06-15 02:21:11
해삼보,관광사업자,관광객이용시설업,20120308,,영업/정상,,,,,197.4,제주특별자치도 제주시 도남동 183 - 8,제주특별자치도 제주시 원남6길 27 (도남동),,,2019-06-15 02:21:11
(주)제주홍해삼공사,관광사업자,관광객이용시설업,20120503,,영업/정상,,,,,309.71,제주특별자치도 제주시 용담일동 163 - 9,"제주특별자치도 제주시 서문로4길 23, 1층 (용담일동)",,,2019-06-15 02:21:11
한라산국립공원관음사지구야영장,관광사업자,관광객이용시설업,20150807,,영업/정상,,,,,0.0,제주특별자치도 제주시 오등동 산 180 - 3,제주특별자치도 제주시 산록북로 588 (오등동),,,2019-06-15 02:21:11
귤빛캠핑장,관광사업자,관광객이용시설업,20150807,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 대흘리 172,제주특별자치도 제주시 조천읍 함와로 428,,,2019-06-15 02:21:11
(주)태산국제여행사,관광사업자,여행업,20131205,,영업/정상,,,,,115.0,제주특별자치도 제주시 노형동 96,제주특별자치도 제주시 은수길 60 (노형동),,,2019-06-15 02:21:11
제주 보고정 투어,관광사업자,여행업,20131206,,영업/정상,,,,,66.0,제주특별자치도 제주시 용담일동 2651 - 1,"제주특별자치도 제주시 서광로 149, 2층 (용담일동)",,,2019-06-15 02:21:11
(주)벽전제주투자여행,관광사업자,여행업,20131219,,영업/정상,,,,,66.0,제주특별자치도 제주시 이도이동 1018 - 3,"제주특별자치도 제주시 중앙로 270-5, 202호 (이도이동)",,,2019-06-15 02:21:11
(주)평화의섬-제주,관광사업자,여행업,20131230,,영업/정상,,,,,204.56,제주특별자치도 제주시 노형동 2579 - 4,"제주특별자치도 제주시 월랑로 49, 6층 (노형동,제원빌딩)",,,2019-06-15 02:21:11
(주)보보고여행사,관광사업자,여행업,20131231,,영업/정상,,,,,121.68,제주특별자치도 제주시 노형동 2579 - 4 402호,"제주특별자치도 제주시 월랑로 49, 402호 (노형동,제원빌딩)",,,2019-06-15 02:21:11
(주)제주리무진,관광사업자,여행업,20140115,,영업/정상,,,,,214.04,제주특별자치도 제주시 일도이동 160 - 8,"제주특별자치도 제주시 고마로 31, 201호 (일도이동,형제빌딩)",,,2019-06-15 02:21:11
(주)힐링인제주,관광사업자,여행업,20140121,,영업/정상,,,,,99.17,제주특별자치도 제주시 이도이동 314 - 16,"제주특별자치도 제주시 가령로 5, 3층 (이도이동)",,,2019-06-15 02:21:11
(주)가자항공여행사,관광사업자,여행업,20140127,,영업/정상,,,,,92.0,제주특별자치도 제주시 연동 272 - 1,"제주특별자치도 제주시 신광로 27, 3층 (연동)",,,2019-06-15 02:21:11
(주)마랑투어,관광사업자,여행업,20140207,,영업/정상,,,,,150.04,제주특별자치도 제주시 용담이동 624 - 33,"제주특별자치도 제주시 용문로 52, 3층 (용담이동)",,,2019-06-15 02:21:11
(주)제주모바일,관광사업자,여행업,20140210,,영업/정상,,,,,432.1,제주특별자치도 제주시 용담일동 248 - 5,"제주특별자치도 제주시 남성로 75, 3층 (용담일동)",,,2019-06-15 02:21:11
(주)춘추항공여행사,관광사업자,여행업,20140210,,영업/정상,,,,,115.81,제주특별자치도 제주시 삼도이동 1144 - 2,제주특별자치도 제주시 무근성5길 9 (삼도이동),,,2019-06-15 02:21:11
(주)제이티글로벌,관광사업자,여행업,20140226,,영업/정상,,,,,92.0,제주특별자치도 제주시 연동 2324 - 5 연동 401호,"제주특별자치도 제주시 도령로 87, 연동 401호 (연동,현대오피스텔)",,,2019-06-15 02:21:11
(주)제이앤피여행사,관광사업자,여행업,20140227,,영업/정상,,,,,214.94,제주특별자치도 제주시 연동 271 - 6 연동,"제주특별자치도 제주시 신광로 21, 연동 3층 (연동)",,,2019-06-15 02:21:11
(주)일일유여행사,관광사업자,여행업,20140228,,영업/정상,,,,,94.38,제주특별자치도 제주시 노형동 2579 - 4,"제주특별자치도 제주시 월랑로 49, 2층 (노형동)",,,2019-06-15 02:21:11
한국대흥의료관광(주),관광사업자,여행업,20140307,,영업/정상,,,,,67.62,제주특별자치도 제주시 오라일동 2452 - 16,"제주특별자치도 제주시 서사로 165-1, 2층 (오라일동)",,,2019-06-15 02:21:11
(주)진주투어,관광사업자,여행업,20140310,,영업/정상,,,,,76.5,제주특별자치도 제주시 삼도일동 804 - 3 301호,"제주특별자치도 제주시 서사로 48, 301호 (삼도일동,화영빌딩)",,,2019-06-15 02:21:11
(주)제주남경[정관장],관광사업자,관광객이용시설업,20130920,,영업/정상,,,,,475.2,제주특별자치도 제주시 연동 82 - 3,제주특별자치도 제주시 서광로 16 (연동),,,2019-06-15 02:21:11
조안베어뮤엄,관광사업자,관광객이용시설업,20130917,,영업/정상,,,,,263.5,제주특별자치도 서귀포시 대포동 1960,제주특별자치도 서귀포시 대포로 113 (대포동),,,2019-06-15 02:21:11
동하동,관광사업자,관광객이용시설업,20131008,,영업/정상,,,,,40.5,제주특별자치도 서귀포시 표선면 성읍리 987 - 1,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 14-5,,,2019-06-15 02:21:11
주식회사 수익강,관광사업자,관광객이용시설업,20131029,,영업/정상,,,,,585.55,제주특별자치도 제주시 연동 1411 - 1,제주특별자치도 제주시 과원로 74 (연동),,,2019-06-15 02:21:11
주식회사 인삼예찬,관광사업자,관광객이용시설업,20131227,,영업/정상,,,,,1081.27,제주특별자치도 제주시 연동 1911 - 12,제주특별자치도 제주시 연삼로 3 (연동),,,2019-06-15 02:21:11
휴먼,관광사업자,관광객이용시설업,20131227,,영업/정상,,,,,294.99,제주특별자치도 서귀포시 성산읍 난산리 2515,제주특별자치도 서귀포시 성산읍 난산로 293,,,2019-06-15 02:21:11
호텔익스프레스,관광사업자,관광객이용시설업,20140127,,영업/정상,,,,,3078.15,제주특별자치도 서귀포시 색달동 2508,제주특별자치도 서귀포시 중문관광로 23-1 (색달동),,"휴게음식점,세미나실,휴트니트센터",2019-06-15 02:21:11
김치스쿨,관광사업자,관광객이용시설업,20140128,,영업/정상,,,,,518.49,제주특별자치도 제주시 도두일동 2539,제주특별자치도 제주시 서해안로 136 (도두일동),,,2019-06-15 02:21:11
제이미코스메틱,관광사업자,관광객이용시설업,20140203,,영업/정상,,,,,664.94,제주특별자치도 제주시 이호일동 639 - 1,제주특별자치도 제주시 도리로 75 (이호일동),,,2019-06-15 02:21:11
(주)태성토산 제주지점,관광사업자,관광객이용시설업,20140326,,영업/정상,,,,,205.0,제주특별자치도 제주시 도남동 573 - 1,"제주특별자치도 제주시 인다8길 45, 1,2층 (아라일동)",,,2019-06-15 02:21:11
(주)태성토산 서귀포지점,관광사업자,관광객이용시설업,20140326,,영업/정상,,,,,170.8,제주특별자치도 서귀포시 성산읍 수산리 1035,제주특별자치도 서귀포시 성산읍 중산간동로 3358,,,2019-06-15 02:21:11
소금막호스&#53589;,관광사업자,관광객이용시설업,20140509,,영업/정상,,,,,914.64,제주특별자치도 서귀포시 하효동 1027 - 2,제주특별자치도 서귀포시 쇠소깍로 151-14 (하효동),,일반음식점,2019-06-15 02:21:11
상효원,관광사업자,관광객이용시설업,20140610,,영업/정상,,,,,129000.0,제주특별자치도 서귀포시 상효동 산 25,제주특별자치도 서귀포시 산록남로 2847-37 (상효동),,수목원,2019-06-15 02:21:11
워터월드코리아,관광사업자,관광객이용시설업,20140610,,영업/정상,,,,,200.0,제주특별자치도 서귀포시 법환동 914,제주특별자치도 서귀포시 월드컵로 31 (법환동),,,2019-06-15 02:21:11
돌하르방,관광사업자,관광객이용시설업,20140610,,영업/정상,,,,,429.0,제주특별자치도 서귀포시 표선면 성읍리 1430,제주특별자치도 서귀포시 표선면 중산간동로 4708-7,,,2019-06-15 02:21:11
마레보야외수영장,관광사업자,관광객이용시설업,20140723,,영업/정상,,,,,650.6,제주특별자치도 제주시 애월읍 고내리 41,제주특별자치도 제주시 애월읍 신엄안3길 135,,,2019-06-15 02:21:11
제주빈티지글램핑,관광사업자,관광객이용시설업,20140729,,영업/정상,,,,,2184.0,제주특별자치도 제주시 조천읍 선흘리 2085,제주특별자치도 제주시 조천읍 선교로 185,,"화장실,공동취사장",2019-06-15 02:21:11
메이 캠프,관광사업자,관광객이용시설업,20140822,,영업/정상,,,,,0.0,제주특별자치도 제주시 구좌읍 동복리 1653,제주특별자치도 제주시 구좌읍 일주동로 1626,,,2019-06-15 02:21:11
루스톤호텔,관광사업자,관광객이용시설업,20140823,,영업/정상,,,,,3793.94,제주특별자치도 제주시 애월읍 고내리 77 - 4,제주특별자치도 제주시 애월읍 애월해안로 408,,"휴게음식점,회의실,피부관리실",2019-06-15 02:21:11
토스카나호텔 수영장,관광사업자,관광객이용시설업,20140925,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 강정동 3700 - 4,제주특별자치도 서귀포시 용흥로66번길 158-7 (강정동),,,2019-06-15 02:21:11
(주)골든비치 골든비치카지노,관광사업자,카지노업,19951228,,영업/정상,,20090811.0,20091008.0,,0.0,제주특별자치도 제주시 이도일동 1691 - 9,제주특별자치도 제주시 중앙로 151 (이도일동),,,2019-06-15 02:21:11
에코힐 글램핑,관광사업자,관광객이용시설업,20150824,,영업/정상,,,,,0.0,제주특별자치도 제주시 애월읍 광령리 926,제주특별자치도 제주시 애월읍 광령평화8길 22,,,2019-06-15 02:21:11
제주 부영리조트,관광사업자,관광객이용시설업,20150831,,영업/정상,,,,,32454.0,제주특별자치도 서귀포시 중문동 2700 - 3,제주특별자치도 서귀포시 중문로 216 (중문동),,"수영장, 음식점 등",2019-06-15 02:21:11
랑 글램핑,관광사업자,관광객이용시설업,20150914,,영업/정상,,,,,777.0,제주특별자치도 제주시 한림읍 동명리 494 - 4,제주특별자치도 제주시 한림읍 드르밧길 62,,"화장실, 샤워실, 계수대 등",2019-06-15 02:21:11
골체오름캠핑,관광사업자,관광객이용시설업,20151016,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 선흘리 1858 - 1,제주특별자치도 제주시 조천읍 번영로 1648-41,,,2019-06-15 02:21:11
폴리파크카라반,관광사업자,관광객이용시설업,20151020,,영업/정상,,,,,0.0,제주특별자치도 제주시 애월읍 어음리 3912,제주특별자치도 제주시 애월읍 산록서로 18,,,2019-06-15 02:21:11
원앙캠핑장,관광사업자,관광객이용시설업,20151026,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 상효동 1460,제주특별자치도 서귀포시 돈내코로 120 (상효동),,,2019-06-15 02:21:11
중문카라반,관광사업자,관광객이용시설업,20151102,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 대포동 2530,제주특별자치도 서귀포시 이어도로 81 (대포동),,,2019-06-15 02:21:11
캠파제주,관광사업자,관광객이용시설업,20151102,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 상효동 1116 - 1,제주특별자치도 서귀포시 516로 574-23 (상효동),,,2019-06-15 02:21:11
녹지 한라산타운 콘도미니엄,관광사업자,관광객이용시설업,20151119,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 동홍동 2029,제주특별자치도 서귀포시 동홍로 443 (동홍동),,,2019-06-15 02:21:11
퍼시픽랜드주식회사,관광사업자,관광객이용시설업,20151124,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 색달동 2950 - 4,제주특별자치도 서귀포시 중문관광로 154-17 (색달동),,,2019-06-15 02:21:11
놀숲,관광사업자,관광객이용시설업,20151210,,영업/정상,,,,,0.0,제주특별자치도 제주시 한경면 조수리 2172,제주특별자치도 제주시 한경면 용금로 262-17,,,2019-06-15 02:21:11
건강과 성 박물관,관광사업자,관광객이용시설업,20151222,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 안덕면 감산리 1405,제주특별자치도 서귀포시 안덕면 일주서로 1611,,,2019-06-15 02:21:11
푸른밤글램핑하우스,관광사업자,관광객이용시설업,20151228,,영업/정상,,,,,0.0,제주특별자치도 제주시 우도면 연평리 428,제주특별자치도 제주시 우도면 영일길 77,,,2019-06-15 02:21:11
쇠소깍카라반,관광사업자,관광객이용시설업,20151231,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 하효동 1213 - 3,제주특별자치도 서귀포시 칠십리로 638 (하효동),,,2019-06-15 02:21:11
제주올레카라반 & 캠핑,관광사업자,관광객이용시설업,20160121,,영업/정상,,,,,0.0,제주특별자치도 제주시 한림읍 옹포리 732 - 1,제주특별자치도 제주시 한림읍 옹포2길 37-54,,,2019-06-15 02:21:11
(주)아프리카박물관,관광사업자,관광객이용시설업,20050517,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 대포동 1833,제주특별자치도 서귀포시 이어도로 49 (대포동),,,2019-06-15 02:21:11
서건도카라반,관광사업자,관광객이용시설업,20160203,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 강정동 750,제주특별자치도 서귀포시 이어도로 826-51 (강정동),,,2019-06-15 02:21:11
교래생태체험장,관광사업자,관광객이용시설업,20160205,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 교래리 636,제주특별자치도 제주시 조천읍 교래4길 20-13,,,2019-06-15 02:21:11
베니키아 관광호텔,관광사업자,관광숙박업,20150507,,영업/정상,,,,,2975.13,제주특별자치도 제주시 애월읍 신엄리 2736 - 1,,,음식점 등,2019-06-15 02:21:11
제주 해마 관광호텔,관광사업자,관광숙박업,20150508,,영업/정상,,,,,3607.66,제주특별자치도 제주시 연동 261 - 3,제주특별자치도 제주시 삼무로 28 (연동),,,2019-06-15 02:21:11
제주부영리조트,관광사업자,관광숙박업,20150518,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 중문동 2700 - 3,제주특별자치도 서귀포시 중문관광로 216 (중문동),,"일반음식점, 수영장, 휴게음식점, 매점",2019-06-15 02:21:11
동도가족호텔,관광사업자,관광숙박업,20150520,,영업/정상,,,,,2388.44,제주특별자치도 제주시 애월읍 고내리 332 - 5,,,음식점,2019-06-15 02:21:11
탐라호스텔,관광사업자,관광숙박업,20150526,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 성산읍 수산리 2579 - 9,제주특별자치도 서귀포시 성산읍 서성일로 726-31,,,2019-06-15 02:21:11
브리즈베이호텔,관광사업자,관광숙박업,20150609,,영업/정상,,,,,2613.16,제주특별자치도 서귀포시 성산읍 성산리 382 - 6,제주특별자치도 서귀포시 성산읍 성산등용로 42,,,2019-06-15 02:21:11
제주 나르샤펜션,관광사업자,관광숙박업,20150609,,영업/정상,,,,,799.38,제주특별자치도 서귀포시 안덕면 사계리 2763 - 4,제주특별자치도 서귀포시 안덕면 사계북로 52,,,2019-06-15 02:21:11
호텔화인,관광사업자,관광숙박업,20150611,,영업/정상,,,,,5268.63,제주특별자치도 서귀포시 서귀동 782 - 3,제주특별자치도 서귀포시 칠십리로 87 (서귀동),,레스토랑,2019-06-15 02:21:11
베네키아 중문호텔,관광사업자,관광숙박업,20150615,,영업/정상,,,,,2646.98,제주특별자치도 서귀포시 중문동 2115 - 1,제주특별자치도 서귀포시 천제연로 166 (중문동),,휴게음식점,2019-06-15 02:21:11
중문씨티호텔,관광사업자,관광숙박업,20150618,,영업/정상,,,,,1863.67,제주특별자치도 서귀포시 중문동 2050 - 5,제주특별자치도 서귀포시 중문상로 27 (중문동),,,2019-06-15 02:21:11
레드클레이 호스텔,관광사업자,관광숙박업,20150622,,영업/정상,,,,,654.78,제주특별자치도 제주시 애월읍 하가리 120 - 49,,,,2019-06-15 02:21:11
제주 부영호텔 & 리조트,관광사업자,관광숙박업,20150622,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 중문동 2700 - 2,제주특별자치도 서귀포시 중문관광로 222 (중문동),,,2019-06-15 02:21:11
써니호텔,관광사업자,관광숙박업,20150624,,영업/정상,,,,,1029.52,제주특별자치도 서귀포시 대정읍 하모리 934,제주특별자치도 서귀포시 대정읍 신영로 87-1,,,2019-06-15 02:21:11
노벨리조트,관광사업자,관광숙박업,20150626,,영업/정상,,,,,1130.05,제주특별자치도 제주시 이호일동 122,,,,2019-06-15 02:21:11
금호리조트(주)제주,관광사업자,관광숙박업,20150702,,영업/정상,,,,,7958.85,제주특별자치도 서귀포시 남원읍 남원리 2384 - 3,,,,2019-06-15 02:21:11
도두 관광호텔,관광사업자,관광숙박업,20150710,,영업/정상,,,,,4545.26,제주특별자치도 제주시 도두일동 2272 - 2,,,연회장 등,2019-06-15 02:21:11
호텔 시드니,관광사업자,관광숙박업,20150713,,영업/정상,,,,,950.28,제주특별자치도 제주시 애월읍 하귀2리 2615 - 7,,,,2019-06-15 02:21:11
해든호텔,관광사업자,관광숙박업,20150717,,영업/정상,,,,,1669.14,제주특별자치도 제주시 도두일동 1750,,,,2019-06-15 02:21:11
파크션샤인제주관광호텔,관광사업자,관광숙박업,20150717,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 서홍동 637,제주특별자치도 서귀포시 남성중로 135 (서홍동),,"레스토랑, 연회잦",2019-06-15 02:21:11
제이뷰호텔,관광사업자,관광숙박업,20150717,,영업/정상,,,,,2604.74,제주특별자치도 서귀포시 색달동 1622 - 2,제주특별자치도 서귀포시 중산간서로 935 (색달동),,레스토랑,2019-06-15 02:21:11
비케이관광호텔,관광사업자,관광숙박업,20150728,,영업/정상,,,,,2941.04,제주특별자치도 서귀포시 서귀동 777 - 1,제주특별자치도 서귀포시 칠십리로91번길 12 (서귀동),,,2019-06-15 02:21:11
자몽호스텔,관광사업자,관광숙박업,20150805,,영업/정상,,,,,0.0,제주특별자치도 제주시 한림읍 한림리 1587,제주특별자치도 제주시 한림읍 한림해안로 136,,,2019-06-15 02:21:11
블랙샌즈호텔,관광사업자,관광숙박업,20150805,,영업/정상,,,,,0.0,제주특별자치도 제주시 삼양이동 2140 - 1,제주특별자치도 제주시 선사로 8 (삼양이동),,,2019-06-15 02:21:11
그랜드익스프레스코리아(주) 랜딩주카지노,관광사업자,카지노업,19900901,,영업/정상,,20151019.0,20151023.0,,803.3,제주특별자치도 서귀포시 색달동 3039 - 1,제주특별자치도 서귀포시 중문관광로72번길 114 (색달동),,,2019-06-15 02:21:11
(주)지앤엘 제주썬카지노,관광사업자,카지노업,19900901,,영업/정상,,20150624.0,20150914.0,,0.0,제주특별자치도 제주시 연동 291 - 30,제주특별자치도 제주시 삼무로 67 (연동),,,2019-06-15 02:21:11
(주)풍화 로얄팔레스카지노,관광사업자,카지노업,19901106,,영업/정상,,,,,1353.18,제주특별자치도 제주시 삼도이동 1197,제주특별자치도 제주시 탑동로 47 (삼도이동),,,2019-06-15 02:21:11
(주)파라다이스 제주카지노지점,관광사업자,카지노업,19900901,,영업/정상,,,,,2756.76,제주특별자치도 제주시 연동 263 - 15,제주특별자치도 제주시 노연로 80 (연동),,,2019-06-15 02:21:11
(주)두성 파라다이스카지노제주롯데,관광사업자,카지노업,19850411,,영업/정상,,,,,1205.41,제주특별자치도 서귀포시 색달동 2812 - 4,제주특별자치도 서귀포시 중문관광로72번길 35 (색달동),,,2019-06-15 02:21:11
라온골프클럽 휴양콘도미니엄,관광사업자,관광숙박업,20041008,,영업/정상,,,,,,제주특별자치도 제주시 한경면 저지리 산 19 - 1,,,,2019-06-15 02:21:11
타미우스빌리지,관광사업자,관광숙박업,20050722,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 봉성리 산 5,제주특별자치도 제주시 애월읍 화전길 201,,,2019-06-15 02:21:11
호텔테디밸리,관광사업자,관광숙박업,20070913,,영업/정상,,,,,,제주특별자치도 서귀포시 안덕면 상창리 2007,제주특별자치도 서귀포시 안덕면 한창로 365,,,2019-06-15 02:21:11
제주선샤인관광호텔,관광사업자,관광숙박업,20080602,,영업/정상,,,,,,제주특별자치도 제주시 조천읍 함덕리 1040,제주특별자치도 제주시 조천읍 신북로 481-9,,,2019-06-15 02:21:11
담앤루,관광사업자,관광숙박업,20080605,,영업/정상,,,,,,제주특별자치도 서귀포시 대포동 1174,제주특별자치도 서귀포시 이어도로343번길 63 (대포동),,,2019-06-15 02:21:11
(주)보광제주 휘닉스아일랜드,관광사업자,관광숙박업,20080617,,영업/정상,,,,,,제주특별자치도 서귀포시 성산읍 고성리 127 - 2,제주특별자치도 서귀포시 성산읍 섭지코지로 107,,,2019-06-15 02:21:11
(주)클럽올레 올레리조트,관광사업자,관광숙박업,20080617,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 신엄리 2867 - 3,제주특별자치도 제주시 애월읍 부룡수길 33,,,2019-06-15 02:21:11
씨제이건설주식회사 나인브릿지콘도미니엄,관광사업자,관광숙박업,20080725,,영업/정상,,,,,,제주특별자치도 서귀포시 안덕면 광평리 산 15 - 1,,,,2019-06-15 02:21:11
뷰티플리조트,관광사업자,관광숙박업,20080828,,영업/정상,,,,,,제주특별자치도 서귀포시 대포동 1265 - 1,제주특별자치도 서귀포시 이어도로253번길 2 (대포동),,,2019-06-15 02:21:11
에코그린캠핑장,관광사업자,관광객이용시설업,20160219,,영업/정상,,,,,0.0,제주특별자치도 제주시 한림읍 귀덕리 1502,제주특별자치도 제주시 한림읍 귀덕6길 94,,,2019-06-15 02:21:11
라헨느리조트(주),관광사업자,관광숙박업,20070412,,영업/정상,,,,,10089.41,제주특별자치도 제주시 봉개동 237 - 5,,,"일반음식점, 슈퍼, 수영장",2019-06-15 02:21:11
삼해인 관광호텔,관광사업자,관광숙박업,20090629,,영업/정상,,,,,153260.0,제주특별자치도 제주시 연동 260 - 9,제주특별자치도 제주시 도령로 108 (연동),,"유흥주점,토산품점,커피숍,양식당,대중음식점,연회실",2019-06-15 02:21:11
부영CC 관광호텔,관광사업자,관광숙박업,20090720,,영업/정상,,,,,5811.72,제주특별자치도 서귀포시 남원읍 수망리 628 - 8,제주특별자치도 서귀포시 남원읍 남조로 960,,,2019-06-15 02:21:11
중문리조트,관광사업자,관광숙박업,20090817,,영업/정상,,,,,3074.24,제주특별자치도 서귀포시 색달동 1821 - 3,제주특별자치도 서귀포시 색달로 117 (색달동),,음식점,2019-06-15 02:21:11
(유)형석 로얄호텔,관광사업자,관광숙박업,19820925,,영업/정상,,,,,11517.48,제주특별자치도 제주시 연동 272 - 34,제주특별자치도 제주시 신대로12길 45 (연동),,,2019-06-15 02:21:11
(주)이랜드파크 한국콘도 제주중문,관광사업자,관광숙박업,19830725,,영업/정상,,,,,15945.08,제주특별자치도 서귀포시 색달동 2822 - 5,제주특별자치도 서귀포시 중문관광로72번길 29-29 (색달동),,,2019-06-15 02:21:11
재즈마을리조트,관광사업자,관광숙박업,20090918,,영업/정상,,,,,3641.93,제주특별자치도 서귀포시 상예동 2850,제주특별자치도 서귀포시 소보리당로 220 (상예동),,"강당(연회장), 음식점",2019-06-15 02:21:11
(주)그린앤블루 사조마을 제주휴양콘도미니엄,관광사업자,관광숙박업,19981203,,영업/정상,,,,,4960.0,제주특별자치도 제주시 조천읍 북촌리 9 - 1,제주특별자치도 제주시 조천읍 일주동로 1616-7,,"식당, 노래방, 슈퍼마켓, 농구장, 당구장, 토산품점,",2019-06-15 02:21:11
일출봉관광호텔,관광사업자,관광숙박업,20000117,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 성산읍 성산리 262 - 1,,,"일반음식점, 커피숍, 단란주점",2019-06-15 02:21:11
로베로호텔,관광사업자,관광숙박업,19940407,,영업/정상,,,,,0.0,제주특별자치도 제주시 삼도이동 57 - 2,제주특별자치도 제주시 관덕로 26 (삼도이동),,,2019-06-15 02:21:11
한화리조트,관광사업자,관광숙박업,20031029,,영업/정상,,,,,0.0,제주특별자치도 제주시 회천동 3 - 16,제주특별자치도 제주시 명림로 575-107 (회천동),,"목욕장, 음식점, 연회장 등",2019-06-15 02:21:11
해비치호텔,관광사업자,관광숙박업,20070523,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 표선면 표선리 40 - 76,제주특별자치도 서귀포시 표선면 민속해안로 537,,"음식점, 레스토랑, 연회장 등",2019-06-15 02:21:11
동양관광호텔,관광사업자,관광숙박업,20000712,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 272 - 29,제주특별자치도 제주시 삼무로 48 (연동),,,2019-06-15 02:21:11
폴에이리조트 제주,관광사업자,관광숙박업,20101027,,영업/정상,,,,,8481.52,제주특별자치도 서귀포시 법환동 978,제주특별자치도 서귀포시 월드컵로45번길 40 (법환동),,"미용업(피부), 매점, 휴게실, 소공연장, 세미나실, 연회장, 족구장, 배드민턴장",2019-06-15 02:21:11
호텔하니크라운,관광사업자,관광숙박업,19631008,,영업/정상,,,,,0.0,제주특별자치도 제주시 이도일동 1315,제주특별자치도 제주시 삼성로 10 (이도일동),,,2019-06-15 02:21:11
그레이스 관광호텔,관광사업자,관광숙박업,19881112,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 261 - 23,제주특별자치도 제주시 삼무로 18 (연동),,,2019-06-15 02:21:11
제주동양콘도미니엄,관광사업자,관광숙박업,20030730,,영업/정상,,,,,0.0,제주특별자치도 제주시 애월읍 구엄리 609 - 1,제주특별자치도 제주시 애월읍 애월해안로 708,,,2019-06-15 02:21:11
