년월,시도명,읍면동명,업종명,성별,이용자수,이용금액,거주인구,방문인구,국적,외국인유동인구수,내국인개별여행객
2019-05,서귀포시,송산동,기타 외국식 음식점업,남성,996.0,47034400.0,629461.756,621153.275,중국,12098.18,884364
2019-05,서귀포시,송산동,기타 외국식 음식점업,여성,748.0,34583300.0,514502.991,499554.545,중국,12098.18,884364
2019-05,서귀포시,송산동,기타 외국식 음식점업,남성,996.0,47034400.0,629461.756,621153.275,중국 외,13922.68,884364
2019-05,서귀포시,송산동,기타 외국식 음식점업,여성,748.0,34583300.0,514502.991,499554.545,중국 외,13922.68,884364
2019-05,서귀포시,송산동,비알콜 음료점업,남성,4307.0,39702160.0,629461.756,621153.275,중국,12098.18,884364
2019-05,서귀포시,송산동,비알콜 음료점업,여성,4994.0,47487990.0,514502.991,499554.545,중국,12098.18,884364
2019-05,서귀포시,송산동,비알콜 음료점업,남성,4307.0,39702160.0,629461.756,621153.275,중국 외,13922.68,884364
2019-05,서귀포시,송산동,비알콜 음료점업,여성,4994.0,47487990.0,514502.991,499554.545,중국 외,13922.68,884364
2019-05,서귀포시,송산동,서양식 음식점업,남성,3339.0,95418390.0,629461.756,621153.275,중국,12098.18,884364
2019-05,서귀포시,송산동,서양식 음식점업,여성,3767.0,75533913.0,514502.991,499554.545,중국,12098.18,884364
2019-05,서귀포시,송산동,서양식 음식점업,남성,3339.0,95418390.0,629461.756,621153.275,중국 외,13922.68,884364
2019-05,서귀포시,송산동,서양식 음식점업,여성,3767.0,75533913.0,514502.991,499554.545,중국 외,13922.68,884364
2019-05,서귀포시,송산동,일식 음식점업,남성,3830.0,284140000.0,629461.756,621153.275,중국,12098.18,884364
2019-05,서귀포시,송산동,일식 음식점업,여성,2507.0,166927200.0,514502.991,499554.545,중국,12098.18,884364
2019-05,서귀포시,송산동,일식 음식점업,남성,3830.0,284140000.0,629461.756,621153.275,중국 외,13922.68,884364
2019-05,서귀포시,송산동,일식 음식점업,여성,2507.0,166927200.0,514502.991,499554.545,중국 외,13922.68,884364
2019-05,서귀포시,송산동,중식 음식점업,남성,2018.0,56745600.0,629461.756,621153.275,중국,12098.18,884364
2019-05,서귀포시,송산동,중식 음식점업,여성,1041.0,30029000.0,514502.991,499554.545,중국,12098.18,884364
2019-05,서귀포시,송산동,중식 음식점업,남성,2018.0,56745600.0,629461.756,621153.275,중국 외,13922.68,884364
2019-05,서귀포시,송산동,중식 음식점업,여성,1041.0,30029000.0,514502.991,499554.545,중국 외,13922.68,884364
2019-05,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,4958.0,62708050.0,629461.756,621153.275,중국,12098.18,884364
2019-05,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,4995.0,65323598.0,514502.991,499554.545,중국,12098.18,884364
2019-05,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,4958.0,62708050.0,629461.756,621153.275,중국 외,13922.68,884364
2019-05,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,4995.0,65323598.0,514502.991,499554.545,중국 외,13922.68,884364
2019-05,서귀포시,송산동,한식 음식점업,남성,29278.0,1311697937.0,629461.756,621153.275,중국,12098.18,884364
2019-05,서귀포시,송산동,한식 음식점업,여성,19309.0,752504992.0,514502.991,499554.545,중국,12098.18,884364
2019-05,서귀포시,송산동,한식 음식점업,남성,29278.0,1311697937.0,629461.756,621153.275,중국 외,13922.68,884364
2019-05,서귀포시,송산동,한식 음식점업,여성,19309.0,752504992.0,514502.991,499554.545,중국 외,13922.68,884364
2019-05,제주시,아라동,기타 외국식 음식점업,남성,714.0,17157500.0,12508846.15,4935313.445,중국,33742.66,884364
2019-05,제주시,아라동,기타 외국식 음식점업,여성,571.0,15444900.0,13625238.53,4601726.254,중국,33742.66,884364
2019-05,제주시,아라동,기타 외국식 음식점업,남성,714.0,17157500.0,12508846.15,4935313.445,중국 외,12723.54,884364
2019-05,제주시,아라동,기타 외국식 음식점업,여성,571.0,15444900.0,13625238.53,4601726.254,중국 외,12723.54,884364
2019-05,제주시,아라동,비알콜 음료점업,남성,3204.0,30527440.0,12508846.15,4935313.445,중국,33742.66,884364
2019-05,제주시,아라동,비알콜 음료점업,여성,4259.0,40398350.0,13625238.53,4601726.254,중국,33742.66,884364
2019-05,제주시,아라동,비알콜 음료점업,남성,3204.0,30527440.0,12508846.15,4935313.445,중국 외,12723.54,884364
2019-05,제주시,아라동,비알콜 음료점업,여성,4259.0,40398350.0,13625238.53,4601726.254,중국 외,12723.54,884364
2019-05,제주시,아라동,서양식 음식점업,남성,7169.0,116257600.0,12508846.15,4935313.445,중국,33742.66,884364
2019-05,제주시,아라동,서양식 음식점업,여성,7943.0,135505840.0,13625238.53,4601726.254,중국,33742.66,884364
2019-05,제주시,아라동,서양식 음식점업,남성,7169.0,116257600.0,12508846.15,4935313.445,중국 외,12723.54,884364
2019-05,제주시,아라동,서양식 음식점업,여성,7943.0,135505840.0,13625238.53,4601726.254,중국 외,12723.54,884364
2019-05,제주시,아라동,일식 음식점업,남성,1626.0,81678580.0,12508846.15,4935313.445,중국,33742.66,884364
2019-05,제주시,아라동,일식 음식점업,여성,1310.0,52990970.0,13625238.53,4601726.254,중국,33742.66,884364
2019-05,제주시,아라동,일식 음식점업,남성,1626.0,81678580.0,12508846.15,4935313.445,중국 외,12723.54,884364
2019-05,제주시,아라동,일식 음식점업,여성,1310.0,52990970.0,13625238.53,4601726.254,중국 외,12723.54,884364
2019-05,제주시,아라동,중식 음식점업,남성,1732.0,48813600.0,12508846.15,4935313.445,중국,33742.66,884364
2019-05,제주시,아라동,중식 음식점업,여성,833.0,23496000.0,13625238.53,4601726.254,중국,33742.66,884364
2019-05,제주시,아라동,중식 음식점업,남성,1732.0,48813600.0,12508846.15,4935313.445,중국 외,12723.54,884364
2019-05,제주시,아라동,중식 음식점업,여성,833.0,23496000.0,13625238.53,4601726.254,중국 외,12723.54,884364
2019-05,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,3193.0,39605330.0,12508846.15,4935313.445,중국,33742.66,884364
2019-05,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,2882.0,35686290.0,13625238.53,4601726.254,중국,33742.66,884364
2019-05,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,3193.0,39605330.0,12508846.15,4935313.445,중국 외,12723.54,884364
2019-05,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,2882.0,35686290.0,13625238.53,4601726.254,중국 외,12723.54,884364
2019-05,제주시,아라동,한식 음식점업,남성,20506.0,709373648.0,12508846.15,4935313.445,중국,33742.66,884364
2019-05,제주시,아라동,한식 음식점업,여성,14934.0,457702758.0,13625238.53,4601726.254,중국,33742.66,884364
2019-05,제주시,아라동,한식 음식점업,남성,20506.0,709373648.0,12508846.15,4935313.445,중국 외,12723.54,884364
2019-05,제주시,아라동,한식 음식점업,여성,14934.0,457702758.0,13625238.53,4601726.254,중국 외,12723.54,884364
2019-05,서귀포시,안덕면,기타 외국식 음식점업,여성,94.0,5252000.0,5373354.997,3583205.931000001,중국,237303.17,884364
2019-05,서귀포시,안덕면,기타 외국식 음식점업,남성,144.0,7569000.0,4861487.513,3818804.635,중국,237303.17,884364
2019-05,서귀포시,안덕면,기타 외국식 음식점업,여성,94.0,5252000.0,5373354.997,3583205.931000001,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,기타 외국식 음식점업,남성,144.0,7569000.0,4861487.513,3818804.635,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,비알콜 음료점업,남성,686.0,10378700.0,4861487.513,3818804.635,중국,237303.17,884364
2019-05,서귀포시,안덕면,비알콜 음료점업,여성,803.0,11992440.0,5373354.997,3583205.931000001,중국,237303.17,884364
2019-05,서귀포시,안덕면,비알콜 음료점업,남성,686.0,10378700.0,4861487.513,3818804.635,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,비알콜 음료점업,여성,803.0,11992440.0,5373354.997,3583205.931000001,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,서양식 음식점업,남성,5323.0,146876900.0,4861487.513,3818804.635,중국,237303.17,884364
2019-05,서귀포시,안덕면,서양식 음식점업,여성,7165.0,192827510.0,5373354.997,3583205.931000001,중국,237303.17,884364
2019-05,서귀포시,안덕면,서양식 음식점업,남성,5323.0,146876900.0,4861487.513,3818804.635,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,서양식 음식점업,여성,7165.0,192827510.0,5373354.997,3583205.931000001,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,일식 음식점업,남성,142.0,11792500.0,4861487.513,3818804.635,중국,237303.17,884364
2019-05,서귀포시,안덕면,일식 음식점업,여성,83.0,5815000.0,5373354.997,3583205.931000001,중국,237303.17,884364
2019-05,서귀포시,안덕면,일식 음식점업,남성,142.0,11792500.0,4861487.513,3818804.635,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,일식 음식점업,여성,83.0,5815000.0,5373354.997,3583205.931000001,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,중식 음식점업,남성,504.0,12624400.0,4861487.513,3818804.635,중국,237303.17,884364
2019-05,서귀포시,안덕면,중식 음식점업,여성,217.0,6754600.0,5373354.997,3583205.931000001,중국,237303.17,884364
2019-05,서귀포시,안덕면,중식 음식점업,남성,504.0,12624400.0,4861487.513,3818804.635,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,중식 음식점업,여성,217.0,6754600.0,5373354.997,3583205.931000001,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,140.0,4354300.0,4861487.513,3818804.635,중국,237303.17,884364
2019-05,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,136.0,4280300.0,5373354.997,3583205.931000001,중국,237303.17,884364
2019-05,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,140.0,4354300.0,4861487.513,3818804.635,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,136.0,4280300.0,5373354.997,3583205.931000001,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,한식 음식점업,남성,8250.0,442182525.0,4861487.513,3818804.635,중국,237303.17,884364
2019-05,서귀포시,안덕면,한식 음식점업,여성,5006.0,262103845.0,5373354.997,3583205.931000001,중국,237303.17,884364
2019-05,서귀포시,안덕면,한식 음식점업,남성,8250.0,442182525.0,4861487.513,3818804.635,중국 외,64188.61,884364
2019-05,서귀포시,안덕면,한식 음식점업,여성,5006.0,262103845.0,5373354.997,3583205.931000001,중국 외,64188.61,884364
2019-05,제주시,애월읍,기타 외국식 음식점업,남성,673.0,18009816.0,11195424.7,8548842.44,중국,395407.67,884364
2019-05,제주시,애월읍,기타 외국식 음식점업,여성,346.0,8307500.0,11089583.13,7375745.6170000015,중국,395407.67,884364
2019-05,제주시,애월읍,기타 외국식 음식점업,남성,673.0,18009816.0,11195424.7,8548842.44,중국 외,72666.36,884364
2019-05,제주시,애월읍,기타 외국식 음식점업,여성,346.0,8307500.0,11089583.13,7375745.6170000015,중국 외,72666.36,884364
2019-05,제주시,애월읍,비알콜 음료점업,남성,2219.0,28124470.0,11195424.7,8548842.44,중국,395407.67,884364
2019-05,제주시,애월읍,비알콜 음료점업,여성,2287.0,28720660.0,11089583.13,7375745.6170000015,중국,395407.67,884364
2019-05,제주시,애월읍,비알콜 음료점업,남성,2219.0,28124470.0,11195424.7,8548842.44,중국 외,72666.36,884364
2019-05,제주시,애월읍,비알콜 음료점업,여성,2287.0,28720660.0,11089583.13,7375745.6170000015,중국 외,72666.36,884364
2019-05,제주시,애월읍,서양식 음식점업,여성,7401.0,180657700.0,11089583.13,7375745.6170000015,중국,395407.67,884364
2019-05,제주시,애월읍,서양식 음식점업,남성,5750.0,146132390.0,11195424.7,8548842.44,중국,395407.67,884364
2019-05,제주시,애월읍,서양식 음식점업,여성,7401.0,180657700.0,11089583.13,7375745.6170000015,중국 외,72666.36,884364
2019-05,제주시,애월읍,서양식 음식점업,남성,5750.0,146132390.0,11195424.7,8548842.44,중국 외,72666.36,884364
2019-05,제주시,애월읍,일식 음식점업,남성,705.0,42831810.0,11195424.7,8548842.44,중국,395407.67,884364
2019-05,제주시,애월읍,일식 음식점업,여성,548.0,27125500.0,11089583.13,7375745.6170000015,중국,395407.67,884364
2019-05,제주시,애월읍,일식 음식점업,남성,705.0,42831810.0,11195424.7,8548842.44,중국 외,72666.36,884364
2019-05,제주시,애월읍,일식 음식점업,여성,548.0,27125500.0,11089583.13,7375745.6170000015,중국 외,72666.36,884364
2019-05,제주시,애월읍,중식 음식점업,남성,966.0,26847500.0,11195424.7,8548842.44,중국,395407.67,884364
2019-05,제주시,애월읍,중식 음식점업,여성,516.0,15507000.0,11089583.13,7375745.6170000015,중국,395407.67,884364
2019-05,제주시,애월읍,중식 음식점업,남성,966.0,26847500.0,11195424.7,8548842.44,중국 외,72666.36,884364
2019-05,제주시,애월읍,중식 음식점업,여성,516.0,15507000.0,11089583.13,7375745.6170000015,중국 외,72666.36,884364
2019-05,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,567.0,7811150.0,11195424.7,8548842.44,중국,395407.67,884364
2019-05,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,520.0,7121500.0,11089583.13,7375745.6170000015,중국,395407.67,884364
2019-05,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,567.0,7811150.0,11195424.7,8548842.44,중국 외,72666.36,884364
2019-05,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,520.0,7121500.0,11089583.13,7375745.6170000015,중국 외,72666.36,884364
2019-05,제주시,애월읍,한식 음식점업,남성,19739.0,765003243.0,11195424.7,8548842.44,중국,395407.67,884364
2019-05,제주시,애월읍,한식 음식점업,여성,14257.0,526160730.0,11089583.13,7375745.6170000015,중국,395407.67,884364
2019-05,제주시,애월읍,한식 음식점업,남성,19739.0,765003243.0,11195424.7,8548842.44,중국 외,72666.36,884364
2019-05,제주시,애월읍,한식 음식점업,여성,14257.0,526160730.0,11089583.13,7375745.6170000015,중국 외,72666.36,884364
2019-05,제주시,연동,기타 외국식 음식점업,남성,843.0,49781100.0,13812734.19,8313184.175,중국,1375886.53,884364
2019-05,제주시,연동,기타 외국식 음식점업,여성,645.0,30476200.0,15403404.72,7165605.046,중국,1375886.53,884364
2019-05,제주시,연동,기타 외국식 음식점업,남성,843.0,49781100.0,13812734.19,8313184.175,중국 외,219199.55,884364
2019-05,제주시,연동,기타 외국식 음식점업,여성,645.0,30476200.0,15403404.72,7165605.046,중국 외,219199.55,884364
2019-05,제주시,연동,비알콜 음료점업,남성,6372.0,62466090.0,13812734.19,8313184.175,중국,1375886.53,884364
2019-05,제주시,연동,비알콜 음료점업,여성,8110.0,72824450.0,15403404.72,7165605.046,중국,1375886.53,884364
2019-05,제주시,연동,비알콜 음료점업,남성,6372.0,62466090.0,13812734.19,8313184.175,중국 외,219199.55,884364
2019-05,제주시,연동,비알콜 음료점업,여성,8110.0,72824450.0,15403404.72,7165605.046,중국 외,219199.55,884364
2019-05,제주시,연동,서양식 음식점업,남성,4456.0,208825784.0,13812734.19,8313184.175,중국,1375886.53,884364
2019-05,제주시,연동,서양식 음식점업,여성,4561.0,96334176.0,15403404.72,7165605.046,중국,1375886.53,884364
2019-05,제주시,연동,서양식 음식점업,남성,4456.0,208825784.0,13812734.19,8313184.175,중국 외,219199.55,884364
2019-05,제주시,연동,서양식 음식점업,여성,4561.0,96334176.0,15403404.72,7165605.046,중국 외,219199.55,884364
2019-05,제주시,연동,일식 음식점업,남성,2179.0,153285700.0,13812734.19,8313184.175,중국,1375886.53,884364
2019-05,제주시,연동,일식 음식점업,여성,1294.0,72324800.0,15403404.72,7165605.046,중국,1375886.53,884364
2019-05,제주시,연동,일식 음식점업,남성,2179.0,153285700.0,13812734.19,8313184.175,중국 외,219199.55,884364
2019-05,제주시,연동,일식 음식점업,여성,1294.0,72324800.0,15403404.72,7165605.046,중국 외,219199.55,884364
2019-05,제주시,연동,중식 음식점업,남성,3240.0,109680814.0,13812734.19,8313184.175,중국,1375886.53,884364
2019-05,제주시,연동,중식 음식점업,여성,1895.0,58783694.0,15403404.72,7165605.046,중국,1375886.53,884364
2019-05,제주시,연동,중식 음식점업,남성,3240.0,109680814.0,13812734.19,8313184.175,중국 외,219199.55,884364
2019-05,제주시,연동,중식 음식점업,여성,1895.0,58783694.0,15403404.72,7165605.046,중국 외,219199.55,884364
2019-05,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1688.0,24967580.0,13812734.19,8313184.175,중국,1375886.53,884364
2019-05,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1462.0,19444587.0,15403404.72,7165605.046,중국,1375886.53,884364
2019-05,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1688.0,24967580.0,13812734.19,8313184.175,중국 외,219199.55,884364
2019-05,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1462.0,19444587.0,15403404.72,7165605.046,중국 외,219199.55,884364
2019-05,제주시,연동,한식 음식점업,남성,41551.0,1918190194.0,13812734.19,8313184.175,중국,1375886.53,884364
2019-05,제주시,연동,한식 음식점업,여성,26490.0,1024945594.0,15403404.72,7165605.046,중국,1375886.53,884364
2019-05,제주시,연동,한식 음식점업,남성,41551.0,1918190194.0,13812734.19,8313184.175,중국 외,219199.55,884364
2019-05,제주시,연동,한식 음식점업,여성,26490.0,1024945594.0,15403404.72,7165605.046,중국 외,219199.55,884364
2019-05,서귀포시,영천동,비알콜 음료점업,여성,307.0,1880300.0,1254001.344,1248542.716,중국,49650.46,884364
2019-05,서귀포시,영천동,비알콜 음료점업,남성,516.0,2716100.0,1229950.105,1597919.561,중국,49650.46,884364
2019-05,서귀포시,영천동,비알콜 음료점업,여성,307.0,1880300.0,1254001.344,1248542.716,중국 외,19746.62,884364
2019-05,서귀포시,영천동,비알콜 음료점업,남성,516.0,2716100.0,1229950.105,1597919.561,중국 외,19746.62,884364
2019-05,서귀포시,영천동,서양식 음식점업,남성,248.0,9307900.0,1229950.105,1597919.561,중국,49650.46,884364
2019-05,서귀포시,영천동,서양식 음식점업,여성,289.0,10372082.0,1254001.344,1248542.716,중국,49650.46,884364
2019-05,서귀포시,영천동,서양식 음식점업,남성,248.0,9307900.0,1229950.105,1597919.561,중국 외,19746.62,884364
2019-05,서귀포시,영천동,서양식 음식점업,여성,289.0,10372082.0,1254001.344,1248542.716,중국 외,19746.62,884364
2019-05,서귀포시,영천동,중식 음식점업,남성,316.0,9184000.0,1229950.105,1597919.561,중국,49650.46,884364
2019-05,서귀포시,영천동,중식 음식점업,여성,153.0,4525000.0,1254001.344,1248542.716,중국,49650.46,884364
2019-05,서귀포시,영천동,중식 음식점업,남성,316.0,9184000.0,1229950.105,1597919.561,중국 외,19746.62,884364
2019-05,서귀포시,영천동,중식 음식점업,여성,153.0,4525000.0,1254001.344,1248542.716,중국 외,19746.62,884364
2019-05,서귀포시,영천동,한식 음식점업,남성,2632.0,137520238.0,1229950.105,1597919.561,중국,49650.46,884364
2019-05,서귀포시,영천동,한식 음식점업,여성,1528.0,79977000.0,1254001.344,1248542.716,중국,49650.46,884364
2019-05,서귀포시,영천동,한식 음식점업,남성,2632.0,137520238.0,1229950.105,1597919.561,중국 외,19746.62,884364
2019-05,서귀포시,영천동,한식 음식점업,여성,1528.0,79977000.0,1254001.344,1248542.716,중국 외,19746.62,884364
2019-05,서귀포시,예래동,기타 외국식 음식점업,남성,59.0,1305000.0,1025053.517,2505630.675,중국,189398.54,884364
2019-05,서귀포시,예래동,기타 외국식 음식점업,여성,24.0,692000.0,891375.6209999998,2614840.677,중국,189398.54,884364
2019-05,서귀포시,예래동,기타 외국식 음식점업,남성,59.0,1305000.0,1025053.517,2505630.675,중국 외,78244.79,884364
2019-05,서귀포시,예래동,기타 외국식 음식점업,여성,24.0,692000.0,891375.6209999998,2614840.677,중국 외,78244.79,884364
2019-05,서귀포시,예래동,비알콜 음료점업,여성,462.0,3256100.0,891375.6209999998,2614840.677,중국,189398.54,884364
2019-05,서귀포시,예래동,비알콜 음료점업,남성,449.0,2995500.0,1025053.517,2505630.675,중국,189398.54,884364
2019-05,서귀포시,예래동,비알콜 음료점업,여성,462.0,3256100.0,891375.6209999998,2614840.677,중국 외,78244.79,884364
2019-05,서귀포시,예래동,비알콜 음료점업,남성,449.0,2995500.0,1025053.517,2505630.675,중국 외,78244.79,884364
2019-05,서귀포시,예래동,서양식 음식점업,남성,2857.0,114369124.0,1025053.517,2505630.675,중국,189398.54,884364
2019-05,서귀포시,예래동,서양식 음식점업,여성,2752.0,93168410.0,891375.6209999998,2614840.677,중국,189398.54,884364
2019-05,서귀포시,예래동,서양식 음식점업,남성,2857.0,114369124.0,1025053.517,2505630.675,중국 외,78244.79,884364
2019-05,서귀포시,예래동,서양식 음식점업,여성,2752.0,93168410.0,891375.6209999998,2614840.677,중국 외,78244.79,884364
2019-05,서귀포시,예래동,일식 음식점업,남성,64.0,7586500.0,1025053.517,2505630.675,중국,189398.54,884364
2019-05,서귀포시,예래동,일식 음식점업,여성,48.0,6742000.0,891375.6209999998,2614840.677,중국,189398.54,884364
2019-05,서귀포시,예래동,일식 음식점업,남성,64.0,7586500.0,1025053.517,2505630.675,중국 외,78244.79,884364
2019-05,서귀포시,예래동,일식 음식점업,여성,48.0,6742000.0,891375.6209999998,2614840.677,중국 외,78244.79,884364
2019-05,서귀포시,예래동,중식 음식점업,남성,322.0,8354950.0,1025053.517,2505630.675,중국,189398.54,884364
2019-05,서귀포시,예래동,중식 음식점업,여성,176.0,4608550.0,891375.6209999998,2614840.677,중국,189398.54,884364
2019-05,서귀포시,예래동,중식 음식점업,남성,322.0,8354950.0,1025053.517,2505630.675,중국 외,78244.79,884364
2019-05,서귀포시,예래동,중식 음식점업,여성,176.0,4608550.0,891375.6209999998,2614840.677,중국 외,78244.79,884364
2019-05,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1887.0,20223800.0,1025053.517,2505630.675,중국,189398.54,884364
2019-05,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1313.0,15173137.0,891375.6209999998,2614840.677,중국,189398.54,884364
2019-05,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1887.0,20223800.0,1025053.517,2505630.675,중국 외,78244.79,884364
2019-05,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1313.0,15173137.0,891375.6209999998,2614840.677,중국 외,78244.79,884364
2019-05,서귀포시,예래동,한식 음식점업,남성,6856.0,436760890.0,1025053.517,2505630.675,중국,189398.54,884364
2019-05,서귀포시,예래동,한식 음식점업,여성,4936.0,318311500.0,891375.6209999998,2614840.677,중국,189398.54,884364
2019-05,서귀포시,예래동,한식 음식점업,남성,6856.0,436760890.0,1025053.517,2505630.675,중국 외,78244.79,884364
2019-05,서귀포시,예래동,한식 음식점업,여성,4936.0,318311500.0,891375.6209999998,2614840.677,중국 외,78244.79,884364
2019-05,제주시,오라동,기타 외국식 음식점업,남성,108.0,1560000.0,4270532.143999998,4713609.846,중국,53892.35,884364
2019-05,제주시,오라동,기타 외국식 음식점업,여성,17.0,250000.0,4534503.655,4066452.572,중국,53892.35,884364
2019-05,제주시,오라동,기타 외국식 음식점업,남성,108.0,1560000.0,4270532.143999998,4713609.846,중국 외,25255.27,884364
2019-05,제주시,오라동,기타 외국식 음식점업,여성,17.0,250000.0,4534503.655,4066452.572,중국 외,25255.27,884364
2019-05,제주시,오라동,비알콜 음료점업,남성,1071.0,16874590.0,4270532.143999998,4713609.846,중국,53892.35,884364
2019-05,제주시,오라동,비알콜 음료점업,여성,1298.0,23118570.0,4534503.655,4066452.572,중국,53892.35,884364
2019-05,제주시,오라동,비알콜 음료점업,남성,1071.0,16874590.0,4270532.143999998,4713609.846,중국 외,25255.27,884364
2019-05,제주시,오라동,비알콜 음료점업,여성,1298.0,23118570.0,4534503.655,4066452.572,중국 외,25255.27,884364
2019-05,제주시,오라동,서양식 음식점업,남성,716.0,9673675.0,4270532.143999998,4713609.846,중국,53892.35,884364
2019-05,제주시,오라동,서양식 음식점업,여성,1081.0,16078695.0,4534503.655,4066452.572,중국,53892.35,884364
2019-05,제주시,오라동,서양식 음식점업,남성,716.0,9673675.0,4270532.143999998,4713609.846,중국 외,25255.27,884364
2019-05,제주시,오라동,서양식 음식점업,여성,1081.0,16078695.0,4534503.655,4066452.572,중국 외,25255.27,884364
2019-05,제주시,오라동,일식 음식점업,남성,58.0,10100900.0,4270532.143999998,4713609.846,중국,53892.35,884364
2019-05,제주시,오라동,일식 음식점업,여성,24.0,4276900.0,4534503.655,4066452.572,중국,53892.35,884364
2019-05,제주시,오라동,일식 음식점업,남성,58.0,10100900.0,4270532.143999998,4713609.846,중국 외,25255.27,884364
2019-05,제주시,오라동,일식 음식점업,여성,24.0,4276900.0,4534503.655,4066452.572,중국 외,25255.27,884364
2019-05,제주시,오라동,중식 음식점업,남성,150.0,3820000.0,4270532.143999998,4713609.846,중국,53892.35,884364
2019-05,제주시,오라동,중식 음식점업,여성,99.0,2386000.0,4534503.655,4066452.572,중국,53892.35,884364
2019-05,제주시,오라동,중식 음식점업,남성,150.0,3820000.0,4270532.143999998,4713609.846,중국 외,25255.27,884364
2019-05,제주시,오라동,중식 음식점업,여성,99.0,2386000.0,4534503.655,4066452.572,중국 외,25255.27,884364
2019-05,제주시,오라동,한식 음식점업,남성,10667.0,335482171.0,4270532.143999998,4713609.846,중국,53892.35,884364
2019-05,제주시,오라동,한식 음식점업,여성,5910.0,205117013.0,4534503.655,4066452.572,중국,53892.35,884364
2019-05,제주시,오라동,한식 음식점업,남성,10667.0,335482171.0,4270532.143999998,4713609.846,중국 외,25255.27,884364
2019-05,제주시,오라동,한식 음식점업,여성,5910.0,205117013.0,4534503.655,4066452.572,중국 외,25255.27,884364
2019-05,제주시,외도동,기타 외국식 음식점업,남성,440.0,8751000.0,3253482.595,1696736.529,중국,23337.37,884364
2019-05,제주시,외도동,기타 외국식 음식점업,여성,322.0,6198800.0,3503754.556000001,1521302.2119999996,중국,23337.37,884364
2019-05,제주시,외도동,기타 외국식 음식점업,남성,440.0,8751000.0,3253482.595,1696736.529,중국 외,20331.49,884364
2019-05,제주시,외도동,기타 외국식 음식점업,여성,322.0,6198800.0,3503754.556000001,1521302.2119999996,중국 외,20331.49,884364
2019-05,제주시,외도동,비알콜 음료점업,남성,359.0,4665700.0,3253482.595,1696736.529,중국,23337.37,884364
2019-05,제주시,외도동,비알콜 음료점업,여성,510.0,4978900.0,3503754.556000001,1521302.2119999996,중국,23337.37,884364
2019-05,제주시,외도동,비알콜 음료점업,남성,359.0,4665700.0,3253482.595,1696736.529,중국 외,20331.49,884364
2019-05,제주시,외도동,비알콜 음료점업,여성,510.0,4978900.0,3503754.556000001,1521302.2119999996,중국 외,20331.49,884364
2019-05,제주시,외도동,서양식 음식점업,남성,1224.0,28728410.0,3253482.595,1696736.529,중국,23337.37,884364
2019-05,제주시,외도동,서양식 음식점업,여성,1300.0,27166940.0,3503754.556000001,1521302.2119999996,중국,23337.37,884364
2019-05,제주시,외도동,서양식 음식점업,남성,1224.0,28728410.0,3253482.595,1696736.529,중국 외,20331.49,884364
2019-05,제주시,외도동,서양식 음식점업,여성,1300.0,27166940.0,3503754.556000001,1521302.2119999996,중국 외,20331.49,884364
