년월,시도명,읍면동명,국적,외국인유동인구수
2018-08,서귀포시,영천동,중국,12500.51
2018-08,서귀포시,영천동,중국 외,1881.83
2018-08,서귀포시,예래동,중국,305873.69
2018-08,서귀포시,예래동,중국 외,97599.67
2018-08,제주시,오라동,중국,39496.05
2018-08,제주시,오라동,중국 외,18375.86
2018-08,제주시,외도동,중국,18155.72
2018-08,제주시,외도동,중국 외,6667.96
2018-08,제주시,용담1동,중국,8524.23
2018-08,제주시,용담1동,중국 외,6512.33
2018-08,제주시,용담2동,중국,910100.56
2018-08,제주시,용담2동,중국 외,216481.32
2018-08,제주시,우도면,중국,47867.62
2018-08,제주시,우도면,중국 외,5811.15
2018-08,제주시,이도1동,중국,30384.55
2018-08,제주시,이도1동,중국 외,16661.06
2018-08,제주시,이도2동,중국,61035.55
2018-08,제주시,이도2동,중국 외,36593.3
2018-08,제주시,이호동,중국,24856.1
2018-08,제주시,이호동,중국 외,6966.82
2018-08,제주시,일도1동,중국,9054.56
2018-08,제주시,일도1동,중국 외,6824.36
2018-08,제주시,일도2동,중국,25484.739999999998
2018-08,제주시,일도2동,중국 외,9721.97
2018-08,서귀포시,정방동,중국,60831.17
2018-08,서귀포시,정방동,중국 외,24948.18
2018-08,제주시,조천읍,중국,132359.68
2018-08,제주시,조천읍,중국 외,44707.73
2018-08,서귀포시,중문동,중국,59498.85
2018-08,서귀포시,중문동,중국 외,24297.22
2018-08,서귀포시,중앙동,중국,14989.2
2018-08,서귀포시,중앙동,중국 외,5790.25
2018-08,서귀포시,천지동,중국,27241.34
2018-08,서귀포시,천지동,중국 외,15104.04
2018-08,제주시,추자면,중국,80101.88
2018-08,제주시,추자면,중국 외,9800.25
2018-08,서귀포시,표선면,중국,59465.26
2018-08,서귀포시,표선면,중국 외,32252.55
2018-08,제주시,한경면,중국,21133.36
2018-08,제주시,한경면,중국 외,4720.52
2018-08,제주시,한림읍,중국,140860.63
2018-08,제주시,한림읍,중국 외,34360.39
2018-08,제주시,화북동,중국,7541.15
2018-08,제주시,화북동,중국 외,10473.68
2018-08,서귀포시,효돈동,중국,3158.75
2018-08,서귀포시,효돈동,중국 외,1875.97
2018-09,제주시,건입동,중국,105553.49
2018-09,제주시,건입동,중국 외,63059.06
2018-09,제주시,구좌읍,중국,41381.8
2018-09,제주시,구좌읍,중국 외,27531.53
2018-09,서귀포시,남원읍,중국,308927.02
2018-09,서귀포시,남원읍,중국 외,52525.87
2018-09,제주시,노형동,중국,228410.31
2018-09,제주시,노형동,중국 외,57021.83
2018-09,서귀포시,대륜동,중국,31359.46
2018-09,서귀포시,대륜동,중국 외,23449.06
2018-09,서귀포시,대정읍,중국,20991.56
2018-09,서귀포시,대정읍,중국 외,9647.08
2018-09,서귀포시,대천동,중국,15527.960000000001
2018-09,서귀포시,대천동,중국 외,6000.8
2018-09,제주시,도두동,중국,160057.9
2018-09,제주시,도두동,중국 외,48543.92
2018-09,서귀포시,동홍동,중국,36468.0
2018-09,서귀포시,동홍동,중국 외,14057.75
2018-09,제주시,봉개동,중국,41635.7
2018-09,제주시,봉개동,중국 외,13488.14
2018-09,제주시,삼도1동,중국,14164.92
2018-09,제주시,삼도1동,중국 외,14807.69
2018-09,제주시,삼도2동,중국,75247.8
2018-09,제주시,삼도2동,중국 외,73986.25
2018-09,제주시,삼양동,중국,5828.25
2018-09,제주시,삼양동,중국 외,5650.5199999999995
2018-09,서귀포시,서홍동,중국,18139.5
2018-09,서귀포시,서홍동,중국 외,5231.14
2018-09,서귀포시,성산읍,중국,103027.86
2018-09,서귀포시,성산읍,중국 외,59445.2
2018-09,서귀포시,송산동,중국,9579.45
2018-09,서귀포시,송산동,중국 외,17293.18
2018-09,제주시,아라동,중국,33419.29
2018-09,제주시,아라동,중국 외,22516.04
2018-09,서귀포시,안덕면,중국,117001.88
2018-09,서귀포시,안덕면,중국 외,62570.89
2018-09,제주시,애월읍,중국,374095.21
2018-09,제주시,애월읍,중국 외,77323.75
2018-09,제주시,연동,중국,1023131.18
2018-09,제주시,연동,중국 외,198078.27
2018-09,서귀포시,영천동,중국,16150.300000000001
2018-09,서귀포시,영천동,중국 외,2621.6
2018-09,서귀포시,예래동,중국,137220.3
2018-09,서귀포시,예래동,중국 외,75701.5
2018-09,제주시,오라동,중국,19099.74
2018-09,제주시,오라동,중국 외,16842.97
2018-09,제주시,외도동,중국,11864.55
2018-09,제주시,외도동,중국 외,20828.11
2018-09,제주시,용담1동,중국,6458.23
2018-09,제주시,용담1동,중국 외,8006.51
2018-09,제주시,용담2동,중국,560077.5700000001
2018-09,제주시,용담2동,중국 외,207613.9
2018-09,제주시,우도면,중국,34677.35
2018-09,제주시,우도면,중국 외,7562.44
2018-09,제주시,이도1동,중국,21283.65
2018-09,제주시,이도1동,중국 외,13393.91
2018-09,제주시,이도2동,중국,40068.4
2018-09,제주시,이도2동,중국 외,22005.04
2018-09,제주시,이호동,중국,18712.2
2018-09,제주시,이호동,중국 외,15574.1
2018-09,제주시,일도1동,중국,6519.3
2018-09,제주시,일도1동,중국 외,7774.0199999999995
2018-09,제주시,일도2동,중국,27062.26
2018-09,제주시,일도2동,중국 외,7462.04
2018-09,서귀포시,정방동,중국,36538.63
2018-09,서귀포시,정방동,중국 외,25393.48
2018-09,제주시,조천읍,중국,71534.77
2018-09,제주시,조천읍,중국 외,41246.37
2018-09,서귀포시,중문동,중국,35511.59
2018-09,서귀포시,중문동,중국 외,17342.38
2018-09,서귀포시,중앙동,중국,14038.94
2018-09,서귀포시,중앙동,중국 외,10615.44
2018-09,서귀포시,천지동,중국,17772.96
2018-09,서귀포시,천지동,중국 외,16208.74
2018-09,제주시,추자면,중국,62224.47
2018-09,제주시,추자면,중국 외,10640.53
2018-09,서귀포시,표선면,중국,60319.27
2018-09,서귀포시,표선면,중국 외,33463.46
2018-09,제주시,한경면,중국,36252.26
2018-09,제주시,한경면,중국 외,7031.47
2018-09,제주시,한림읍,중국,88273.04000000001
2018-09,제주시,한림읍,중국 외,32951.67
2018-09,제주시,화북동,중국,4782.1
2018-09,제주시,화북동,중국 외,6107.36
2018-09,서귀포시,효돈동,중국,5098.99
2018-09,서귀포시,효돈동,중국 외,3009.46
2018-10,제주시,건입동,중국,145284.45
2018-10,제주시,건입동,중국 외,59235.5
2018-10,제주시,구좌읍,중국,69589.05
2018-10,제주시,구좌읍,중국 외,22078.93
2018-10,서귀포시,남원읍,중국,159267.66
2018-10,서귀포시,남원읍,중국 외,30711.91
2018-10,제주시,노형동,중국,394072.84
2018-10,제주시,노형동,중국 외,58084.03
2018-10,서귀포시,대륜동,중국,53922.75
2018-10,서귀포시,대륜동,중국 외,102399.19
2018-10,서귀포시,대정읍,중국,31608.82
2018-10,서귀포시,대정읍,중국 외,9122.86
2018-10,서귀포시,대천동,중국,27053.0
2018-10,서귀포시,대천동,중국 외,119842.14
2018-10,제주시,도두동,중국,271860.72
2018-10,제주시,도두동,중국 외,56198.99
2018-10,서귀포시,동홍동,중국,58737.94
2018-10,서귀포시,동홍동,중국 외,18191.58
2018-10,제주시,봉개동,중국,40782.49
2018-10,제주시,봉개동,중국 외,18209.06
2018-10,제주시,삼도1동,중국,24464.989999999998
2018-10,제주시,삼도1동,중국 외,14220.15
2018-10,제주시,삼도2동,중국,145137.85
2018-10,제주시,삼도2동,중국 외,100754.43000000001
2018-10,제주시,삼양동,중국,8285.63
2018-10,제주시,삼양동,중국 외,7180.15
2018-10,서귀포시,서홍동,중국,23624.89
2018-10,서귀포시,서홍동,중국 외,2440.9
2018-10,서귀포시,성산읍,중국,168943.12
2018-10,서귀포시,성산읍,중국 외,52505.06
2018-10,서귀포시,송산동,중국,19427.11
2018-10,서귀포시,송산동,중국 외,6431.15
2018-10,제주시,아라동,중국,35048.24
2018-10,제주시,아라동,중국 외,15561.99
2018-10,서귀포시,안덕면,중국,172131.65
2018-10,서귀포시,안덕면,중국 외,67855.93
2018-10,제주시,애월읍,중국,372804.82
2018-10,제주시,애월읍,중국 외,83350.58
2018-10,제주시,연동,중국,1507187.29
2018-10,제주시,연동,중국 외,229329.55
2018-10,서귀포시,영천동,중국,32381.28
2018-10,서귀포시,영천동,중국 외,8174.5199999999995
2018-10,서귀포시,예래동,중국,289353.82
2018-10,서귀포시,예래동,중국 외,70776.62
2018-10,제주시,오라동,중국,32494.03
2018-10,제주시,오라동,중국 외,20649.12
2018-10,제주시,외도동,중국,32324.9
2018-10,제주시,외도동,중국 외,24149.05
2018-10,제주시,용담1동,중국,16579.68
2018-10,제주시,용담1동,중국 외,5562.17
2018-10,제주시,용담2동,중국,836774.01
2018-10,제주시,용담2동,중국 외,212993.29
2018-10,제주시,우도면,중국,54875.65
2018-10,제주시,우도면,중국 외,12217.98
2018-10,제주시,이도1동,중국,35831.99
2018-10,제주시,이도1동,중국 외,26628.66
2018-10,제주시,이도2동,중국,54153.94
2018-10,제주시,이도2동,중국 외,23418.399999999998
2018-10,제주시,이호동,중국,20715.47
2018-10,제주시,이호동,중국 외,12137.52
2018-10,제주시,일도1동,중국,13529.32
2018-10,제주시,일도1동,중국 외,7593.83
2018-10,제주시,일도2동,중국,56166.85
2018-10,제주시,일도2동,중국 외,6485.02
2018-10,서귀포시,정방동,중국,82024.49
2018-10,서귀포시,정방동,중국 외,35193.12
2018-10,제주시,조천읍,중국,112889.06
2018-10,제주시,조천읍,중국 외,43151.87
2018-10,서귀포시,중문동,중국,55013.79
2018-10,서귀포시,중문동,중국 외,22515.0
2018-10,서귀포시,중앙동,중국,22562.03
2018-10,서귀포시,중앙동,중국 외,11673.64
2018-10,서귀포시,천지동,중국,26021.19
2018-10,서귀포시,천지동,중국 외,17272.98
2018-10,제주시,추자면,중국,39964.93
2018-10,제주시,추자면,중국 외,8555.59
2018-10,서귀포시,표선면,중국,73882.67
2018-10,서귀포시,표선면,중국 외,40267.56
2018-10,제주시,한경면,중국,36886.35
2018-10,제주시,한경면,중국 외,4846.92
2018-10,제주시,한림읍,중국,127870.28
2018-10,제주시,한림읍,중국 외,21927.57
2018-10,제주시,화북동,중국,10464.86
2018-10,제주시,화북동,중국 외,8788.01
2018-10,서귀포시,효돈동,중국,8660.56
2018-10,서귀포시,효돈동,중국 외,1062.77
2018-11,제주시,건입동,중국,81029.66
2018-11,제주시,건입동,중국 외,55738.79
2018-11,제주시,구좌읍,중국,35641.69
2018-11,제주시,구좌읍,중국 외,25340.78
2018-11,서귀포시,남원읍,중국,92286.81
2018-11,서귀포시,남원읍,중국 외,41999.99
2018-11,제주시,노형동,중국,253308.27
2018-11,제주시,노형동,중국 외,59045.44
2018-11,서귀포시,대륜동,중국,24057.53
2018-11,서귀포시,대륜동,중국 외,23415.36
2018-11,서귀포시,대정읍,중국,41623.0
2018-11,서귀포시,대정읍,중국 외,13175.54
2018-11,서귀포시,대천동,중국,15111.31
2018-11,서귀포시,대천동,중국 외,11839.3
2018-11,제주시,도두동,중국,234950.91999999998
2018-11,제주시,도두동,중국 외,65010.01
2018-11,서귀포시,동홍동,중국,44585.25
2018-11,서귀포시,동홍동,중국 외,13075.08
2018-11,제주시,봉개동,중국,52039.53
2018-11,제주시,봉개동,중국 외,9966.07
2018-11,제주시,삼도1동,중국,8070.54
2018-11,제주시,삼도1동,중국 외,24563.65
2018-11,제주시,삼도2동,중국,69761.75
2018-11,제주시,삼도2동,중국 외,88106.23
2018-11,제주시,삼양동,중국,6586.72
2018-11,제주시,삼양동,중국 외,8794.86
2018-11,서귀포시,서홍동,중국,16878.92
2018-11,서귀포시,서홍동,중국 외,2305.8
2018-11,서귀포시,성산읍,중국,97192.35
2018-11,서귀포시,성산읍,중국 외,61886.83
2018-11,서귀포시,송산동,중국,9032.75
2018-11,서귀포시,송산동,중국 외,9803.03
2018-11,제주시,아라동,중국,33893.0
2018-11,제주시,아라동,중국 외,24134.03
2018-11,서귀포시,안덕면,중국,128720.41
2018-11,서귀포시,안덕면,중국 외,52341.88
2018-11,제주시,애월읍,중국,302799.06
2018-11,제주시,애월읍,중국 외,68018.51
2018-11,제주시,연동,중국,1152313.22
2018-11,제주시,연동,중국 외,260817.18
2018-11,서귀포시,영천동,중국,20524.98
2018-11,서귀포시,영천동,중국 외,4775.09
2018-11,서귀포시,예래동,중국,155480.74
2018-11,서귀포시,예래동,중국 외,48198.32
2018-11,제주시,오라동,중국,24879.190000000002
2018-11,제주시,오라동,중국 외,20120.46
2018-11,제주시,외도동,중국,24990.0
2018-11,제주시,외도동,중국 외,28142.46
2018-11,제주시,용담1동,중국,8967.87
2018-11,제주시,용담1동,중국 외,7848.15
2018-11,제주시,용담2동,중국,564515.6799999999
2018-11,제주시,용담2동,중국 외,246670.08000000002
2018-11,제주시,우도면,중국,27395.52
2018-11,제주시,우도면,중국 외,10355.41
2018-11,제주시,이도1동,중국,26038.71
2018-11,제주시,이도1동,중국 외,21020.89
2018-11,제주시,이도2동,중국,43082.5
2018-11,제주시,이도2동,중국 외,29829.06
2018-11,제주시,이호동,중국,27833.34
2018-11,제주시,이호동,중국 외,11706.83
2018-11,제주시,일도1동,중국,8059.73
2018-11,제주시,일도1동,중국 외,6837.09
2018-11,제주시,일도2동,중국,60858.729999999996
2018-11,제주시,일도2동,중국 외,7575.8099999999995
2018-11,서귀포시,정방동,중국,31503.75
2018-11,서귀포시,정방동,중국 외,23702.87
2018-11,제주시,조천읍,중국,67829.25
2018-11,제주시,조천읍,중국 외,41322.86
2018-11,서귀포시,중문동,중국,145026.34
2018-11,서귀포시,중문동,중국 외,23634.170000000002
2018-11,서귀포시,중앙동,중국,13492.34
2018-11,서귀포시,중앙동,중국 외,9055.84
2018-11,서귀포시,천지동,중국,13278.81
2018-11,서귀포시,천지동,중국 외,16190.05
2018-11,제주시,추자면,중국,37517.44
2018-11,제주시,추자면,중국 외,7387.55
2018-11,서귀포시,표선면,중국,56399.13
2018-11,서귀포시,표선면,중국 외,40426.41
2018-11,제주시,한경면,중국,18416.83
2018-11,제주시,한경면,중국 외,6147.88
2018-11,제주시,한림읍,중국,96232.86
2018-11,제주시,한림읍,중국 외,22241.72
2018-11,제주시,화북동,중국,10113.85
2018-11,제주시,화북동,중국 외,7539.0
2018-11,서귀포시,효돈동,중국,5929.95
2018-11,서귀포시,효돈동,중국 외,2275.37
2018-12,제주시,건입동,중국,103662.66
2018-12,제주시,건입동,중국 외,36880.03
2018-12,제주시,구좌읍,중국,45130.28
2018-12,제주시,구좌읍,중국 외,14778.58
2018-12,서귀포시,남원읍,중국,75153.79000000001
2018-12,서귀포시,남원읍,중국 외,29615.71
2018-12,제주시,노형동,중국,283032.21
2018-12,제주시,노형동,중국 외,59693.659999999996
2018-12,서귀포시,대륜동,중국,24713.73
2018-12,서귀포시,대륜동,중국 외,26296.79
2018-12,서귀포시,대정읍,중국,46398.16
2018-12,서귀포시,대정읍,중국 외,11622.16
2018-12,서귀포시,대천동,중국,16255.54
2018-12,서귀포시,대천동,중국 외,10048.25
2018-12,제주시,도두동,중국,258766.62
2018-12,제주시,도두동,중국 외,51537.55
2018-12,서귀포시,동홍동,중국,48148.25
2018-12,서귀포시,동홍동,중국 외,16815.34
2018-12,제주시,봉개동,중국,40472.89
2018-12,제주시,봉개동,중국 외,9485.14
2018-12,제주시,삼도1동,중국,18224.01
2018-12,제주시,삼도1동,중국 외,14731.99
2018-12,제주시,삼도2동,중국,85146.5
2018-12,제주시,삼도2동,중국 외,60833.22
2018-12,제주시,삼양동,중국,9360.18
2018-12,제주시,삼양동,중국 외,3710.79
2018-12,서귀포시,서홍동,중국,135895.72
2018-12,서귀포시,서홍동,중국 외,12539.86
2018-12,서귀포시,성산읍,중국,116738.56
2018-12,서귀포시,성산읍,중국 외,54469.2
2018-12,서귀포시,송산동,중국,7252.71
2018-12,서귀포시,송산동,중국 외,9183.55
2018-12,제주시,아라동,중국,28707.4
2018-12,제주시,아라동,중국 외,15762.64
2018-12,서귀포시,안덕면,중국,222962.48
2018-12,서귀포시,안덕면,중국 외,56270.34
2018-12,제주시,애월읍,중국,287959.05
2018-12,제주시,애월읍,중국 외,73686.53
2018-12,제주시,연동,중국,1293214.77
2018-12,제주시,연동,중국 외,179692.18
2018-12,서귀포시,영천동,중국,46001.06
2018-12,서귀포시,영천동,중국 외,8233.96
2018-12,서귀포시,예래동,중국,72995.26
2018-12,서귀포시,예래동,중국 외,42825.07
2018-12,제주시,오라동,중국,24518.0
2018-12,제주시,오라동,중국 외,16194.95
2018-12,제주시,외도동,중국,24537.88
2018-12,제주시,외도동,중국 외,30731.81
2018-12,제주시,용담1동,중국,10540.15
2018-12,제주시,용담1동,중국 외,7347.27
2018-12,제주시,용담2동,중국,632161.49
2018-12,제주시,용담2동,중국 외,195743.2
2018-12,제주시,우도면,중국,26032.67
2018-12,제주시,우도면,중국 외,3072.2
2018-12,제주시,이도1동,중국,32970.56
2018-12,제주시,이도1동,중국 외,15390.84
2018-12,제주시,이도2동,중국,32996.07
2018-12,제주시,이도2동,중국 외,27741.8
2018-12,제주시,이호동,중국,30139.79
2018-12,제주시,이호동,중국 외,19156.54
2018-12,제주시,일도1동,중국,10154.369999999999
2018-12,제주시,일도1동,중국 외,5518.15
2018-12,제주시,일도2동,중국,59811.6
2018-12,제주시,일도2동,중국 외,6330.58
2018-12,서귀포시,정방동,중국,35205.66
2018-12,서귀포시,정방동,중국 외,17799.64
2018-12,제주시,조천읍,중국,52017.1
2018-12,제주시,조천읍,중국 외,36423.3
2018-12,서귀포시,중문동,중국,109383.70999999999
2018-12,서귀포시,중문동,중국 외,16071.65
2018-12,서귀포시,중앙동,중국,18714.69
2018-12,서귀포시,중앙동,중국 외,7342.18
2018-12,서귀포시,천지동,중국,17302.170000000002
2018-12,서귀포시,천지동,중국 외,12213.98
2018-12,제주시,추자면,중국,32513.87
2018-12,제주시,추자면,중국 외,10341.07
2018-12,서귀포시,표선면,중국,64744.13
2018-12,서귀포시,표선면,중국 외,39074.44
2018-12,제주시,한경면,중국,17197.22
2018-12,제주시,한경면,중국 외,6152.23
2018-12,제주시,한림읍,중국,99600.91
2018-12,제주시,한림읍,중국 외,15883.45
2018-12,제주시,화북동,중국,6393.3
2018-12,제주시,화북동,중국 외,6439.53
2018-12,서귀포시,효돈동,중국,9921.78
2018-12,서귀포시,효돈동,중국 외,1530.37
2019-01,제주시,건입동,중국,84492.82
2019-01,제주시,건입동,중국 외,30613.53
2019-01,제주시,구좌읍,중국,50211.7
2019-01,제주시,구좌읍,중국 외,15685.7
2019-01,서귀포시,남원읍,중국,70260.3
2019-01,서귀포시,남원읍,중국 외,36882.96
2019-01,제주시,노형동,중국,331575.13
2019-01,제주시,노형동,중국 외,50651.26
2019-01,서귀포시,대륜동,중국,26705.65
2019-01,서귀포시,대륜동,중국 외,19514.25
2019-01,서귀포시,대정읍,중국,34622.65
2019-01,서귀포시,대정읍,중국 외,10529.4
2019-01,서귀포시,대천동,중국,15083.189999999999
2019-01,서귀포시,대천동,중국 외,6270.7
2019-01,제주시,도두동,중국,266389.82
2019-01,제주시,도두동,중국 외,48057.93
2019-01,서귀포시,동홍동,중국,45710.29
2019-01,서귀포시,동홍동,중국 외,9495.51
2019-01,제주시,봉개동,중국,31603.45
2019-01,제주시,봉개동,중국 외,8455.71
2019-01,제주시,삼도1동,중국,19961.6
2019-01,제주시,삼도1동,중국 외,15109.74
2019-01,제주시,삼도2동,중국,98705.99
2019-01,제주시,삼도2동,중국 외,57689.35
2019-01,제주시,삼양동,중국,11822.31
2019-01,제주시,삼양동,중국 외,3208.67
2019-01,서귀포시,서홍동,중국,125427.76
2019-01,서귀포시,서홍동,중국 외,15295.52
2019-01,서귀포시,성산읍,중국,138451.95
2019-01,서귀포시,성산읍,중국 외,44960.1
2019-01,서귀포시,송산동,중국,6737.64
2019-01,서귀포시,송산동,중국 외,3398.65
2019-01,제주시,아라동,중국,23528.579999999998
2019-01,제주시,아라동,중국 외,15296.25
2019-01,서귀포시,안덕면,중국,104099.97
2019-01,서귀포시,안덕면,중국 외,42342.86
2019-01,제주시,애월읍,중국,305204.58
2019-01,제주시,애월읍,중국 외,70819.09
2019-01,제주시,연동,중국,1311268.95
2019-01,제주시,연동,중국 외,153351.63
2019-01,서귀포시,영천동,중국,49116.15
2019-01,서귀포시,영천동,중국 외,14412.59
2019-01,서귀포시,예래동,중국,86458.35
2019-01,서귀포시,예래동,중국 외,38686.92
2019-01,제주시,오라동,중국,23899.13
2019-01,제주시,오라동,중국 외,14769.7
2019-01,제주시,외도동,중국,24711.12
2019-01,제주시,외도동,중국 외,23491.829999999998
2019-01,제주시,용담1동,중국,10398.08
2019-01,제주시,용담1동,중국 외,4742.7
2019-01,제주시,용담2동,중국,701858.71
2019-01,제주시,용담2동,중국 외,183133.12
2019-01,제주시,우도면,중국,24811.02
2019-01,제주시,우도면,중국 외,5772.84
2019-01,제주시,이도1동,중국,38740.62
2019-01,제주시,이도1동,중국 외,11948.11
2019-01,제주시,이도2동,중국,47260.159999999996
2019-01,제주시,이도2동,중국 외,15359.05
2019-01,제주시,이호동,중국,35444.3
2019-01,제주시,이호동,중국 외,13209.66
2019-01,제주시,일도1동,중국,13275.49
2019-01,제주시,일도1동,중국 외,7331.28
2019-01,제주시,일도2동,중국,68517.07
2019-01,제주시,일도2동,중국 외,7949.74
2019-01,서귀포시,정방동,중국,35824.55
2019-01,서귀포시,정방동,중국 외,16055.82
2019-01,제주시,조천읍,중국,75296.64
2019-01,제주시,조천읍,중국 외,28940.07
2019-01,서귀포시,중문동,중국,84463.81
2019-01,서귀포시,중문동,중국 외,20836.34
2019-01,서귀포시,중앙동,중국,15492.4
2019-01,서귀포시,중앙동,중국 외,7646.28
2019-01,서귀포시,천지동,중국,20390.14
2019-01,서귀포시,천지동,중국 외,10024.27
2019-01,제주시,추자면,중국,27346.9
2019-01,제주시,추자면,중국 외,8463.57
2019-01,서귀포시,표선면,중국,61292.89
2019-01,서귀포시,표선면,중국 외,29017.55
2019-01,제주시,한경면,중국,18485.82
2019-01,제주시,한경면,중국 외,4057.68
2019-01,제주시,한림읍,중국,106825.95
2019-01,제주시,한림읍,중국 외,18032.58
2019-01,제주시,화북동,중국,6827.87
2019-01,제주시,화북동,중국 외,1631.82
2019-01,서귀포시,효돈동,중국,7626.9800000000005
2019-01,서귀포시,효돈동,중국 외,1504.93
2019-02,제주시,건입동,중국,123080.86
2019-02,제주시,건입동,중국 외,26820.58
2019-02,제주시,구좌읍,중국,54051.32
2019-02,제주시,구좌읍,중국 외,14403.84
2019-02,서귀포시,남원읍,중국,62852.84
2019-02,서귀포시,남원읍,중국 외,23341.35
2019-02,제주시,노형동,중국,446867.63
2019-02,제주시,노형동,중국 외,39255.43
2019-02,서귀포시,대륜동,중국,42571.9
2019-02,서귀포시,대륜동,중국 외,15703.94
2019-02,서귀포시,대정읍,중국,37128.68
2019-02,서귀포시,대정읍,중국 외,11142.35
2019-02,서귀포시,대천동,중국,15496.29
2019-02,서귀포시,대천동,중국 외,5272.13
2019-02,제주시,도두동,중국,377476.05
2019-02,제주시,도두동,중국 외,37201.53
2019-02,서귀포시,동홍동,중국,59188.69
2019-02,서귀포시,동홍동,중국 외,6078.87
2019-02,제주시,봉개동,중국,30764.739999999998
2019-02,제주시,봉개동,중국 외,7445.16
2019-02,제주시,삼도1동,중국,29428.92
2019-02,제주시,삼도1동,중국 외,11297.84
2019-02,제주시,삼도2동,중국,99772.43
2019-02,제주시,삼도2동,중국 외,60270.31
2019-02,제주시,삼양동,중국,12066.2
2019-02,제주시,삼양동,중국 외,3255.12
2019-02,서귀포시,서홍동,중국,83498.97
2019-02,서귀포시,서홍동,중국 외,15159.4
2019-02,서귀포시,성산읍,중국,157466.09
2019-02,서귀포시,성산읍,중국 외,42889.4
2019-02,서귀포시,송산동,중국,6413.87
2019-02,서귀포시,송산동,중국 외,4724.55
2019-02,제주시,아라동,중국,34057.52
2019-02,제주시,아라동,중국 외,26413.44
2019-02,서귀포시,안덕면,중국,150087.79
2019-02,서귀포시,안덕면,중국 외,35481.78
2019-02,제주시,애월읍,중국,345771.84
2019-02,제주시,애월읍,중국 외,57492.1
2019-02,제주시,연동,중국,1581892.57
2019-02,제주시,연동,중국 외,119881.18
2019-02,서귀포시,영천동,중국,33189.83
2019-02,서귀포시,영천동,중국 외,13090.44
2019-02,서귀포시,예래동,중국,178627.19
2019-02,서귀포시,예래동,중국 외,22341.12
2019-02,제주시,오라동,중국,36863.4
2019-02,제주시,오라동,중국 외,13732.76
2019-02,제주시,외도동,중국,42325.35
2019-02,제주시,외도동,중국 외,19697.79
2019-02,제주시,용담1동,중국,13171.06
2019-02,제주시,용담1동,중국 외,7234.98
2019-02,제주시,용담2동,중국,727283.49
2019-02,제주시,용담2동,중국 외,139408.49
2019-02,제주시,우도면,중국,39709.84
2019-02,제주시,우도면,중국 외,5552.5199999999995
2019-02,제주시,이도1동,중국,44397.76
2019-02,제주시,이도1동,중국 외,14597.58
2019-02,제주시,이도2동,중국,45087.51
2019-02,제주시,이도2동,중국 외,26617.010000000002
2019-02,제주시,이호동,중국,53736.11
2019-02,제주시,이호동,중국 외,13759.26
2019-02,제주시,일도1동,중국,15040.6
2019-02,제주시,일도1동,중국 외,5127.18
2019-02,제주시,일도2동,중국,52250.46
2019-02,제주시,일도2동,중국 외,7329.34
2019-02,서귀포시,정방동,중국,56513.88
2019-02,서귀포시,정방동,중국 외,9509.51
2019-02,제주시,조천읍,중국,65012.66
2019-02,제주시,조천읍,중국 외,22536.7
2019-02,서귀포시,중문동,중국,81635.7
2019-02,서귀포시,중문동,중국 외,12436.19
2019-02,서귀포시,중앙동,중국,16779.07
2019-02,서귀포시,중앙동,중국 외,6833.45
2019-02,서귀포시,천지동,중국,29357.13
2019-02,서귀포시,천지동,중국 외,6221.67
2019-02,제주시,추자면,중국,22509.41
2019-02,제주시,추자면,중국 외,7888.5599999999995
2019-02,서귀포시,표선면,중국,49313.49
2019-02,서귀포시,표선면,중국 외,22056.24
2019-02,제주시,한경면,중국,16750.98
2019-02,제주시,한경면,중국 외,3522.22
2019-02,제주시,한림읍,중국,86176.9
2019-02,제주시,한림읍,중국 외,20111.87
2019-02,제주시,화북동,중국,5886.400000000001
2019-02,제주시,화북동,중국 외,3852.0899999999997
2019-02,서귀포시,효돈동,중국,3701.62
2019-02,서귀포시,효돈동,중국 외,1825.7
2019-03,제주시,건입동,중국,86281.71
2019-03,제주시,건입동,중국 외,40540.340000000004
2019-03,제주시,구좌읍,중국,57625.0
2019-03,제주시,구좌읍,중국 외,19732.71
2019-03,서귀포시,남원읍,중국,55164.44
2019-03,서귀포시,남원읍,중국 외,26254.5
2019-03,제주시,노형동,중국,375121.1
2019-03,제주시,노형동,중국 외,48583.95
2019-03,서귀포시,대륜동,중국,30496.989999999998
2019-03,서귀포시,대륜동,중국 외,18294.06
2019-03,서귀포시,대정읍,중국,59312.43
2019-03,서귀포시,대정읍,중국 외,7821.78
2019-03,서귀포시,대천동,중국,19467.02
2019-03,서귀포시,대천동,중국 외,18128.89
2019-03,제주시,도두동,중국,308147.69
2019-03,제주시,도두동,중국 외,42949.85
2019-03,서귀포시,동홍동,중국,28089.35
2019-03,서귀포시,동홍동,중국 외,13913.119999999999
2019-03,제주시,봉개동,중국,44587.22
2019-03,제주시,봉개동,중국 외,11509.43
2019-03,제주시,삼도1동,중국,19273.04
2019-03,제주시,삼도1동,중국 외,29004.15
2019-03,제주시,삼도2동,중국,92431.66
2019-03,제주시,삼도2동,중국 외,62636.74
2019-03,제주시,삼양동,중국,20537.1
2019-03,제주시,삼양동,중국 외,2879.4700000000003
2019-03,서귀포시,서홍동,중국,175994.09
2019-03,서귀포시,서홍동,중국 외,16943.13
2019-03,서귀포시,성산읍,중국,151946.94
2019-03,서귀포시,성산읍,중국 외,57982.7
