"행정구역","2023년01월_총인구수","2023년01월_세대수","2023년01월_세대당 인구","2023년01월_남자 인구수","2023년01월_여자 인구수","2023년01월_남여 비율"
"전라남도 담양군 대전면(4671041000)","4,252","2,213","          1.92","2,100","2,152","          0.98"
"전라남도 곡성군 (4672000000)","27,070","15,524","          1.74","13,405","13,665","          0.98"
"전라남도 곡성군 곡성읍(4672025000)","7,613","3,962","          1.92","3,695","3,918","          0.94"
"전라남도 곡성군 오곡면(4672031000)","1,813","1,024","          1.77","889","924","          0.96"
"전라남도 곡성군 삼기면(4672032000)","1,642","1,010","          1.63","815","827","          0.99"
"전라남도 곡성군 석곡면(4672033000)","2,225","1,346","          1.65","1,052","1,173","          0.90"
"전라남도 곡성군 목사동면(4672034000)","1,322","848","          1.56","670","652","          1.03"
"전라남도 곡성군 죽곡면(4672035000)","1,845","1,125","          1.64","907","938","          0.97"
"전라남도 곡성군 고달면(4672036000)","1,145","704","          1.63","575","570","          1.01"
"전라남도 곡성군 옥과면(4672037000)","4,045","2,205","          1.83","2,049","1,996","          1.03"
"전라남도 곡성군 입면(4672038000)","2,364","1,386","          1.71","1,212","1,152","          1.05"
"전라남도 곡성군 겸면(4672039000)","1,628","1,030","          1.58","798","830","          0.96"
"전라남도 곡성군 오산면(4672040000)","1,428","884","          1.62","743","685","          1.08"
"전라남도 구례군 (4673000000)","24,592","13,418","          1.83","12,021","12,571","          0.96"
"전라남도 구례군 구례읍(4673025000)","10,501","5,310","          1.98","5,117","5,384","          0.95"
"전라남도 구례군 문척면(4673031000)","1,269","719","          1.76","643","626","          1.03"
"전라남도 구례군 간전면(4673032000)","1,414","870","          1.63","705","709","          0.99"
"전라남도 구례군 토지면(4673033000)","2,449","1,448","          1.69","1,208","1,241","          0.97"
"전라남도 구례군 마산면(4673034000)","2,513","1,338","          1.88","1,225","1,288","          0.95"
"전라남도 구례군 광의면(4673035000)","2,217","1,296","          1.71","1,056","1,161","          0.91"
"전라남도 구례군 용방면(4673036000)","1,366","800","          1.71","656","710","          0.92"
"전라남도 구례군 산동면(4673037000)","2,863","1,637","          1.75","1,411","1,452","          0.97"
"전라남도 고흥군 (4677000000)","61,805","35,437","          1.74","30,150","31,655","          0.95"
"전라남도 고흥군 고흥읍(4677025000)","12,546","6,034","          2.08","6,133","6,413","          0.96"
"전라남도 고흥군 도양읍(4677025300)","9,469","5,048","          1.88","4,634","4,835","          0.96"
"전라남도 고흥군 도양읍소록출장소(4677025400)","561","418","          1.34","283","278","          1.02"
"전라남도 고흥군 도양읍시산출장소(4677025500)","207","140","          1.48","106","101","          1.05"
"전라남도 고흥군 풍양면(4677031000)","3,018","1,809","          1.67","1,511","1,507","          1.00"
"전라남도 고흥군 도덕면(4677032000)","2,828","1,711","          1.65","1,381","1,447","          0.95"
"전라남도 고흥군 금산면(4677033000)","4,187","2,556","          1.64","2,042","2,145","          0.95"
"전라남도 고흥군 도화면(4677034000)","3,693","2,244","          1.65","1,806","1,887","          0.96"
"전라남도 고흥군 포두면(4677035000)","4,739","2,870","          1.65","2,294","2,445","          0.94"
"전라남도 고흥군 봉래면(4677036000)","1,834","1,103","          1.66","908","926","          0.98"
"전라남도 고흥군 점암면(4677037000)","2,615","1,680","          1.56","1,254","1,361","          0.92"
"전라남도 고흥군 과역면(4677038000)","3,177","1,889","          1.68","1,527","1,650","          0.93"
"전라남도 고흥군 남양면(4677039000)","2,214","1,363","          1.62","1,045","1,169","          0.89"
"전라남도 고흥군 동강면(4677040000)","3,007","1,797","          1.67","1,482","1,525","          0.97"
"전라남도 고흥군 대서면(4677041000)","2,168","1,365","          1.59","1,063","1,105","          0.96"
"전라남도 고흥군 두원면(4677042000)","2,914","1,819","          1.60","1,391","1,523","          0.91"
"전라남도 고흥군 영남면(4677044000)","1,229","761","          1.61","585","644","          0.91"
"전라남도 고흥군 동일면(4677045000)","1,399","830","          1.69","705","694","          1.02"
"전라남도 보성군 (4678000000)","38,439","22,275","          1.73","18,803","19,636","          0.96"
"전라남도 보성군 보성읍(4678025000)","8,654","4,438","          1.95","4,240","4,414","          0.96"
"전라남도 보성군 벌교읍(4678025300)","11,208","6,321","          1.77","5,464","5,744","          0.95"
"전라남도 보성군 노동면(4678031000)","1,061","696","          1.52","516","545","          0.95"
"전라남도 보성군 미력면(4678032000)","1,384","851","          1.63","687","697","          0.99"
"전라남도 보성군 겸백면(4678033000)","1,111","721","          1.54","542","569","          0.95"
"전라남도 보성군 율어면(4678034000)","1,149","694","          1.66","572","577","          0.99"
"전라남도 보성군 복내면(4678035000)","1,576","978","          1.61","745","831","          0.90"
"전라남도 보성군 문덕면(4678036000)","911","591","          1.54","472","439","          1.08"
"전라남도 보성군 조성면(4678037000)","3,535","2,188","          1.62","1,698","1,837","          0.92"
"전라남도 보성군 득량면(4678038000)","2,653","1,640","          1.62","1,305","1,348","          0.97"
"전라남도 보성군 득량면예당출장소(4678038500)","1,170","698","          1.68","562","608","          0.92"
"전라남도 보성군 회천면(4678039000)","2,971","1,782","          1.67","1,475","1,496","          0.99"
"전라남도 보성군 웅치면(4678040000)","1,056","677","          1.56","525","531","          0.99"
"전라남도 화순군 (4679000000)","61,976","32,083","          1.93","30,609","31,367","          0.98"
"전라남도 화순군 화순읍(4679025000)","39,468","18,206","          2.17","19,315","20,153","          0.96"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","          0.00","0","0","          0.00"
"전라남도 화순군 한천면(4679031000)","903","554","          1.63","466","437","          1.07"
"전라남도 화순군 한천면영외출장소(4679031500)","415","280","          1.48","195","220","          0.89"
"전라남도 화순군 춘양면(4679032000)","1,741","1,107","          1.57","886","855","          1.04"
"전라남도 화순군 청풍면(4679033000)","1,025","703","          1.46","501","524","          0.96"
"전라남도 화순군 이양면(4679034000)","1,781","1,148","          1.55","874","907","          0.96"
"전라남도 화순군 능주면(4679035000)","3,053","1,644","          1.86","1,511","1,542","          0.98"
"전라남도 화순군 도곡면(4679036000)","2,828","1,674","          1.69","1,419","1,409","          1.01"
"전라남도 화순군 도암면(4679037000)","1,408","897","          1.57","730","678","          1.08"
"전라남도 화순군 이서면(4679038000)","932","590","          1.58","475","457","          1.04"
"전라남도 화순군 백아면(4679039500)","1,555","1,032","          1.51","780","775","          1.01"
"전라남도 화순군 동복면(4679040000)","1,577","996","          1.58","750","827","          0.91"
"전라남도 화순군 사평면(4679041500)","2,097","1,286","          1.63","1,079","1,018","          1.06"
"전라남도 화순군 동면(4679042000)","3,193","1,966","          1.62","1,628","1,565","          1.04"
"전라남도 장흥군 (4680000000)","35,607","19,779","          1.80","17,384","18,223","          0.95"
"전라남도 장흥군 장흥읍(4680025000)","14,573","7,193","          2.03","7,130","7,443","          0.96"
"전라남도 장흥군 관산읍(4680025300)","4,711","2,770","          1.70","2,296","2,415","          0.95"
"전라남도 장흥군 대덕읍(4680025600)","3,189","1,905","          1.67","1,535","1,654","          0.93"
"전라남도 장흥군 용산면(4680031000)","2,242","1,332","          1.68","1,086","1,156","          0.94"
"전라남도 장흥군 안양면(4680032000)","2,699","1,630","          1.66","1,328","1,371","          0.97"
"전라남도 장흥군 장동면(4680033000)","1,194","725","          1.65","568","626","          0.91"
"전라남도 장흥군 장평면(4680034000)","2,019","1,286","          1.57","976","1,043","          0.94"
"전라남도 장흥군 유치면(4680035000)","987","646","          1.53","500","487","          1.03"
"전라남도 장흥군 부산면(4680036000)","1,358","820","          1.66","669","689","          0.97"
"전라남도 장흥군 회진면(4680037000)","2,635","1,472","          1.79","1,296","1,339","          0.97"
"전라남도 강진군 (4681000000)","33,157","18,545","          1.79","16,110","17,047","          0.95"
"전라남도 강진군 강진읍(4681025000)","13,065","6,682","          1.96","6,256","6,809","          0.92"
"전라남도 강진군 군동면(4681031000)","4,382","2,309","          1.90","2,144","2,238","          0.96"
"전라남도 강진군 칠량면(4681032000)","2,166","1,300","          1.67","1,062","1,104","          0.96"
"전라남도 강진군 대구면(4681033000)","1,096","691","          1.59","535","561","          0.95"
"전라남도 강진군 도암면(4681034000)","2,401","1,458","          1.65","1,166","1,235","          0.94"
"전라남도 강진군 신전면(4681035000)","1,693","1,008","          1.68","834","859","          0.97"
"전라남도 강진군 성전면(4681036000)","2,686","1,617","          1.66","1,324","1,362","          0.97"
"전라남도 강진군 작천면(4681037000)","1,797","1,120","          1.60","888","909","          0.98"
"전라남도 강진군 병영면(4681038000)","1,560","959","          1.63","743","817","          0.91"
"전라남도 강진군 옴천면(4681039000)","606","391","          1.55","308","298","          1.03"
"전라남도 강진군 마량면(4681040000)","1,705","1,010","          1.69","850","855","          0.99"
"전라남도 해남군 (4682000000)","65,742","35,086","          1.87","32,730","33,012","          0.99"
"전라남도 해남군 해남읍(4682025000)","24,247","11,232","          2.16","11,936","12,311","          0.97"
"전라남도 해남군 삼산면(4682031000)","2,835","1,600","          1.77","1,419","1,416","          1.00"
"전라남도 해남군 화산면(4682032000)","3,024","1,710","          1.77","1,524","1,500","          1.02"
"전라남도 해남군 현산면(4682033000)","2,692","1,553","          1.73","1,336","1,356","          0.99"
"전라남도 해남군 송지면(4682034000)","5,817","3,219","          1.81","2,879","2,938","          0.98"
"전라남도 해남군 북평면(4682035000)","2,651","1,515","          1.75","1,297","1,354","          0.96"
"전라남도 해남군 북일면(4682036000)","1,993","1,150","          1.73","961","1,032","          0.93"
"전라남도 해남군 옥천면(4682037000)","2,846","1,688","          1.69","1,440","1,406","          1.02"
"전라남도 해남군 계곡면(4682038000)","2,061","1,253","          1.64","982","1,079","          0.91"
"전라남도 해남군 마산면(4682039000)","2,314","1,394","          1.66","1,171","1,143","          1.02"
"전라남도 해남군 황산면(4682040000)","4,479","2,551","          1.76","2,229","2,250","          0.99"
"전라남도 해남군 산이면(4682041000)","3,562","2,083","          1.71","1,837","1,725","          1.06"
"전라남도 해남군 문내면(4682042000)","3,832","2,100","          1.82","1,928","1,904","          1.01"
"전라남도 해남군 화원면(4682043000)","3,389","2,038","          1.66","1,791","1,598","          1.12"
"전라남도 영암군 (4683000000)","52,363","28,352","          1.85","27,342","25,021","          1.09"
"전라남도 영암군 영암읍(4683025000)","7,856","3,836","          2.05","3,884","3,972","          0.98"
"전라남도 영암군 삼호읍(4683025300)","15,181","7,389","          2.05","8,171","7,010","          1.17"
"전라남도 영암군 삼호읍서부출장소(4683025400)","6,404","3,355","          1.91","3,793","2,611","          1.45"
"전라남도 영암군 덕진면(4683031000)","1,750","1,062","          1.65","882","868","          1.02"
"전라남도 영암군 금정면(4683032000)","2,039","1,218","          1.67","1,030","1,009","          1.02"
"전라남도 영암군 신북면(4683033000)","3,565","2,230","          1.60","1,789","1,776","          1.01"
"전라남도 영암군 시종면(4683034000)","3,334","2,104","          1.58","1,724","1,610","          1.07"
"전라남도 영암군 도포면(4683035000)","2,189","1,307","          1.67","1,136","1,053","          1.08"
"전라남도 영암군 군서면(4683036000)","3,142","1,859","          1.69","1,540","1,602","          0.96"
"전라남도 영암군 서호면(4683037000)","1,855","1,120","          1.66","898","957","          0.94"
"전라남도 영암군 학산면(4683038000)","2,880","1,623","          1.77","1,400","1,480","          0.95"
"전라남도 영암군 미암면(4683039000)","2,168","1,249","          1.74","1,095","1,073","          1.02"
"전라남도 무안군 (4684000000)","90,767","43,206","          2.10","45,617","45,150","          1.01"
"전라남도 무안군 무안읍(4684025000)","10,923","5,565","          1.96","5,444","5,479","          0.99"
"전라남도 무안군 일로읍(4684025300)","16,336","6,699","          2.44","8,181","8,155","          1.00"
"전라남도 무안군 삼향읍(4684025600)","5,340","2,538","          2.10","2,835","2,505","          1.13"
"전라남도 무안군 삼향읍남악출장소(4684025800)","35,054","14,479","          2.42","17,285","17,769","          0.97"
"전라남도 무안군 몽탄면(4684032000)","2,950","1,836","          1.61","1,477","1,473","          1.00"
"전라남도 무안군 청계면(4684033000)","6,339","3,772","          1.68","3,292","3,047","          1.08"
"전라남도 무안군 현경면(4684034000)","4,433","2,755","          1.61","2,294","2,139","          1.07"
"전라남도 무안군 망운면(4684035000)","1,854","1,096","          1.69","961","893","          1.08"
"전라남도 무안군 해제면(4684036000)","4,716","2,825","          1.67","2,403","2,313","          1.04"
"전라남도 무안군 운남면(4684037000)","2,822","1,641","          1.72","1,445","1,377","          1.05"
"전라남도 함평군 (4686000000)","30,767","18,012","          1.71","15,536","15,231","          1.02"
"전라남도 함평군 함평읍(4686025000)","8,260","4,352","          1.90","4,063","4,197","          0.97"
"전라남도 함평군 손불면(4686031000)","3,253","1,956","          1.66","1,663","1,590","          1.05"
"전라남도 함평군 신광면(4686032000)","1,747","1,089","          1.60","873","874","          1.00"
"전라남도 함평군 학교면(4686033000)","3,584","2,192","          1.64","1,799","1,785","          1.01"
"전라남도 함평군 엄다면(4686034000)","1,851","1,145","          1.62","905","946","          0.96"
"전라남도 함평군 대동면(4686035000)","3,008","1,826","          1.65","1,564","1,444","          1.08"
"전라남도 함평군 나산면(4686036000)","2,743","1,694","          1.62","1,368","1,375","          0.99"
"전라남도 함평군 해보면(4686037000)","2,714","1,616","          1.68","1,384","1,330","          1.04"
"전라남도 함평군 월야면(4686038000)","3,607","2,142","          1.68","1,917","1,690","          1.13"
"전라남도 영광군 (4687000000)","52,179","27,569","          1.89","26,063","26,116","          1.00"
"전라남도 영광군 영광읍(4687025000)","22,223","10,459","          2.12","10,931","11,292","          0.97"
"전라남도 영광군 백수읍(4687025300)","4,502","2,642","          1.70","2,216","2,286","          0.97"
"전라남도 영광군 홍농읍(4687025600)","6,638","3,451","          1.92","3,503","3,135","          1.12"
"전라남도 영광군 대마면(4687031000)","1,690","1,041","          1.62","883","807","          1.09"
"전라남도 영광군 묘량면(4687032000)","1,730","998","          1.73","862","868","          0.99"
"전라남도 영광군 불갑면(4687033000)","1,341","766","          1.75","680","661","          1.03"
"전라남도 영광군 군서면(4687034000)","2,280","1,271","          1.79","1,165","1,115","          1.04"
"전라남도 영광군 군남면(4687035000)","2,279","1,394","          1.63","1,079","1,200","          0.90"
"전라남도 영광군 염산면(4687036000)","3,866","2,389","          1.62","1,906","1,960","          0.97"
"전라남도 영광군 법성면(4687037000)","5,030","2,737","          1.84","2,470","2,560","          0.96"
"전라남도 영광군 낙월면(4687038000)","403","287","          1.40","248","155","          1.60"
"전라남도 영광군 낙월면안마출장소(4687038500)","197","134","          1.47","120","77","          1.56"
"전라남도 장성군 (4688000000)","43,043","23,353","          1.84","22,102","20,941","          1.06"
"전라남도 장성군 장성읍(4688025000)","13,433","6,773","          1.98","6,656","6,777","          0.98"
"전라남도 장성군 진원면(4688031000)","3,647","1,801","          2.02","1,867","1,780","          1.05"
"전라남도 장성군 남면(4688032000)","3,711","2,274","          1.63","2,022","1,689","          1.20"
"전라남도 장성군 동화면(4688033000)","1,804","1,096","          1.65","960","844","          1.14"
"전라남도 장성군 삼서면(4688034000)","3,027","1,722","          1.76","1,624","1,403","          1.16"
"전라남도 장성군 삼계면(4688035000)","5,689","2,873","          1.98","3,007","2,682","          1.12"
"전라남도 장성군 황룡면(4688036000)","3,971","2,225","          1.78","2,019","1,952","          1.03"
"전라남도 장성군 서삼면(4688037000)","1,504","871","          1.73","794","710","          1.12"
"전라남도 장성군 북일면(4688038000)","1,358","822","          1.65","681","677","          1.01"
"전라남도 장성군 북이면(4688039000)","2,749","1,556","          1.77","1,363","1,386","          0.98"
"전라남도 장성군 북하면(4688040000)","2,150","1,340","          1.60","1,109","1,041","          1.07"
"전라남도 완도군 (4689000000)","47,490","25,766","          1.84","23,980","23,510","          1.02"
"전라남도 완도군 완도읍(4689025000)","17,566","8,851","          1.98","8,858","8,708","          1.02"
"전라남도 완도군 금일읍(4689025300)","3,529","2,072","          1.70","1,791","1,738","          1.03"
"전라남도 완도군 노화읍(4689025600)","4,178","2,195","          1.90","2,106","2,072","          1.02"
"전라남도 완도군 노화읍넙도출장소(4689029000)","732","418","          1.75","403","329","          1.22"
"전라남도 완도군 군외면(4689031000)","3,067","1,866","          1.64","1,561","1,506","          1.04"
"전라남도 완도군 신지면(4689032000)","3,263","1,844","          1.77","1,664","1,599","          1.04"
"전라남도 완도군 고금면(4689033000)","4,080","2,327","          1.75","2,013","2,067","          0.97"
"전라남도 완도군 약산면(4689034000)","2,192","1,295","          1.69","1,123","1,069","          1.05"
"전라남도 완도군 청산면(4689035000)","2,037","1,204","          1.69","1,004","1,033","          0.97"
"전라남도 완도군 청산면모도출장소(4689035500)","213","134","          1.59","109","104","          1.05"
"전라남도 완도군 소안면(4689036000)","2,379","1,288","          1.85","1,178","1,201","          0.98"
"전라남도 완도군 금당면(4689037000)","922","536","          1.72","460","462","          1.00"
"전라남도 완도군 보길면(4689038000)","2,557","1,254","          2.04","1,299","1,258","          1.03"
"전라남도 완도군 생일면(4689039000)","775","482","          1.61","411","364","          1.13"
"전라남도 진도군 (4690000000)","29,472","16,585","          1.78","14,696","14,776","          0.99"
"전라남도 진도군 진도읍(4690025000)","10,514","5,287","          1.99","5,218","5,296","          0.99"
"전라남도 진도군 군내면(4690031000)","2,930","1,705","          1.72","1,486","1,444","          1.03"
"전라남도 진도군 고군면(4690032000)","3,499","1,927","          1.82","1,717","1,782","          0.96"
"전라남도 진도군 의신면(4690033000)","3,381","2,079","          1.63","1,737","1,644","          1.06"
"전라남도 진도군 임회면(4690034000)","3,326","1,987","          1.67","1,636","1,690","          0.97"
"전라남도 진도군 지산면(4690035000)","2,982","1,842","          1.62","1,440","1,542","          0.93"
"전라남도 진도군 조도면(4690036000)","2,210","1,387","          1.59","1,135","1,075","          1.06"
"전라남도 진도군 조도면가사출장소(4690036500)","253","163","          1.55","135","118","          1.14"
"전라남도 진도군 조도면거차출장소(4690036600)","377","208","          1.81","192","185","          1.04"
"전라남도 신안군 (4691000000)","37,807","21,810","          1.73","20,327","17,480","          1.16"
"전라남도 신안군 지도읍(4691025000)","4,243","2,480","          1.71","2,228","2,015","          1.11"
"전라남도 신안군 지도읍선도출장소(4691025100)","230","152","          1.51","127","103","          1.23"
"전라남도 신안군 압해읍(4691025300)","5,513","2,749","          2.01","2,996","2,517","          1.19"
"전라남도 신안군 압해읍매화출장소(4691025400)","240","164","          1.46","120","120","          1.00"
"전라남도 신안군 압해읍고이도출장소(4691025500)","215","129","          1.67","125","90","          1.39"
"전라남도 신안군 증도면(4691031000)","1,443","892","          1.62","785","658","          1.19"
"전라남도 신안군 증도면병풍출장소(4691031500)","298","182","          1.64","171","127","          1.35"
"전라남도 신안군 임자면(4691032000)","3,144","1,791","          1.76","1,670","1,474","          1.13"
"전라남도 신안군 자은면(4691033000)","2,248","1,285","          1.75","1,211","1,037","          1.17"
"전라남도 신안군 비금면(4691034000)","3,476","1,927","          1.80","1,856","1,620","          1.15"
"전라남도 신안군 도초면(4691035000)","2,435","1,422","          1.71","1,257","1,178","          1.07"
"전라남도 신안군 도초면우이도출장소(4691035500)","218","145","          1.50","129","89","          1.45"
"전라남도 신안군 흑산면(4691036000)","2,132","1,377","          1.55","1,223","909","          1.35"
"전라남도 신안군 흑산면가거도출장소(4691036500)","404","289","          1.40","261","143","          1.83"
"전라남도 신안군 흑산면태도출장소(4691036600)","191","128","          1.49","111","80","          1.39"
"전라남도 신안군 흑산면홍도출장소(4691036700)","435","251","          1.73","240","195","          1.23"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","284","191","          1.49","171","113","          1.51"
"전라남도 신안군 하의면(4691037000)","1,662","1,007","          1.65","897","765","          1.17"
"전라남도 신안군 신의면(4691038000)","1,498","806","          1.86","822","676","          1.22"
"전라남도 신안군 장산면(4691039000)","1,508","948","          1.59","817","691","          1.18"
"전라남도 신안군 안좌면(4691040000)","2,823","1,655","          1.71","1,479","1,344","          1.10"
"전라남도 신안군 안좌면자라출장소(4691040500)","291","164","          1.77","156","135","          1.16"
"전라남도 신안군 팔금면(4691041000)","940","588","          1.60","470","470","          1.00"
"전라남도 신안군 암태면(4691042000)","1,936","1,088","          1.78","1,005","931","          1.08"
"경상북도  (4700000000)","2,597,527","1,286,840","          2.02","1,310,583","1,286,944","          1.02"
"경상북도 포항시 (4711000000)","496,052","232,329","          2.14","251,362","244,690","          1.03"
"경상북도 포항시 남구 (4711100000)","227,276","109,583","          2.07","117,704","109,572","          1.07"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,046","4,445","          1.59","3,553","3,493","          1.02"
"경상북도 포항시 남구 연일읍(4711125300)","29,799","12,425","          2.40","15,133","14,666","          1.03"
"경상북도 포항시 남구 오천읍(4711125600)","55,823","26,484","          2.11","29,947","25,876","          1.16"
"경상북도 포항시 남구 대송면(4711131000)","3,314","1,919","          1.73","1,729","1,585","          1.09"
"경상북도 포항시 남구 동해면(4711132000)","9,704","4,800","          2.02","4,888","4,816","          1.01"
"경상북도 포항시 남구 장기면(4711133000)","3,930","2,411","          1.63","1,916","2,014","          0.95"
"경상북도 포항시 남구 호미곶면(4711135000)","1,782","1,144","          1.56","868","914","          0.95"
"경상북도 포항시 남구 상대동(4711152500)","24,396","13,733","          1.78","12,767","11,629","          1.10"
"경상북도 포항시 남구 해도동(4711154500)","16,867","9,950","          1.70","8,659","8,208","          1.05"
"경상북도 포항시 남구 송도동(4711155000)","11,940","6,525","          1.83","5,957","5,983","          1.00"
"경상북도 포항시 남구 청림동(4711156000)","4,725","2,700","          1.75","2,560","2,165","          1.18"
"경상북도 포항시 남구 제철동(4711157000)","2,775","1,539","          1.80","1,633","1,142","          1.43"
"경상북도 포항시 남구 효곡동(4711158000)","30,100","11,204","          2.69","15,325","14,775","          1.04"
"경상북도 포항시 남구 대이동(4711159000)","25,075","10,304","          2.43","12,769","12,306","          1.04"
"경상북도 포항시 북구 (4711300000)","268,776","122,746","          2.19","133,658","135,118","          0.99"
"경상북도 포항시 북구 흥해읍(4711325000)","40,315","18,033","          2.24","20,179","20,136","          1.00"
"경상북도 포항시 북구 신광면(4711331000)","2,879","1,693","          1.70","1,439","1,440","          1.00"
"경상북도 포항시 북구 청하면(4711332000)","4,650","2,739","          1.70","2,288","2,362","          0.97"
"경상북도 포항시 북구 송라면(4711333000)","2,461","1,551","          1.59","1,178","1,283","          0.92"
"경상북도 포항시 북구 기계면(4711334000)","4,967","2,767","          1.80","2,425","2,542","          0.95"
"경상북도 포항시 북구 죽장면(4711335000)","2,116","1,408","          1.50","1,057","1,059","          1.00"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","625","380","          1.64","318","307","          1.04"
"경상북도 포항시 북구 기북면(4711336000)","1,310","765","          1.71","651","659","          0.99"
"경상북도 포항시 북구 중앙동(4711352000)","14,877","8,554","          1.74","7,331","7,546","          0.97"
"경상북도 포항시 북구 양학동(4711363000)","16,292","6,901","          2.36","8,050","8,242","          0.98"
"경상북도 포항시 북구 죽도동(4711365500)","19,730","11,603","          1.70","9,764","9,966","          0.98"
"경상북도 포항시 북구 용흥동(4711366500)","21,625","9,508","          2.27","10,569","11,056","          0.96"
"경상북도 포항시 북구 우창동(4711368000)","33,097","14,206","          2.33","16,157","16,940","          0.95"
"경상북도 포항시 북구 두호동(4711369000)","22,519","9,158","          2.46","11,084","11,435","          0.97"
"경상북도 포항시 북구 장량동(4711370000)","72,002","29,565","          2.44","36,584","35,418","          1.03"
"경상북도 포항시 북구 환여동(4711371000)","9,311","3,915","          2.38","4,584","4,727","          0.97"
"경상북도 경주시 (4713000000)","249,320","123,983","          2.01","124,780","124,540","          1.00"
"경상북도 경주시 감포읍(4713025000)","5,351","3,185","          1.68","2,665","2,686","          0.99"
"경상북도 경주시 안강읍(4713025300)","23,526","12,152","          1.94","11,647","11,879","          0.98"
"경상북도 경주시 건천읍(4713025600)","9,155","5,135","          1.78","4,645","4,510","          1.03"
"경상북도 경주시 외동읍(4713025900)","22,138","11,922","          1.86","11,681","10,457","          1.12"
"경상북도 경주시 문무대왕면(4713031500)","4,087","2,324","          1.76","2,134","1,953","          1.09"
"경상북도 경주시 양남면(4713032000)","6,310","3,546","          1.78","3,328","2,982","          1.12"
"경상북도 경주시 내남면(4713033000)","4,578","2,636","          1.74","2,331","2,247","          1.04"
"경상북도 경주시 산내면(4713034000)","3,228","2,049","          1.58","1,605","1,623","          0.99"
"경상북도 경주시 서면(4713035000)","3,087","1,834","          1.68","1,560","1,527","          1.02"
"경상북도 경주시 현곡면(4713036000)","21,585","8,540","          2.53","10,620","10,965","          0.97"
"경상북도 경주시 강동면(4713037000)","6,013","3,455","          1.74","3,069","2,944","          1.04"
"경상북도 경주시 천북면(4713038000)","5,751","3,072","          1.87","3,018","2,733","          1.10"
"경상북도 경주시 중부동(4713051500)","4,894","2,795","          1.75","2,425","2,469","          0.98"
"경상북도 경주시 황오동(4713053000)","6,031","3,428","          1.76","2,897","3,134","          0.92"
"경상북도 경주시 성건동(4713055000)","13,663","7,927","          1.72","6,793","6,870","          0.99"
"경상북도 경주시 황남동(4713057000)","4,248","2,454","          1.73","2,099","2,149","          0.98"
"경상북도 경주시 선도동(4713059000)","14,644","6,689","          2.19","7,367","7,277","          1.01"
"경상북도 경주시 월성동(4713060500)","5,688","2,886","          1.97","2,789","2,899","          0.96"
"경상북도 경주시 용강동(4713061500)","23,984","9,758","          2.46","11,763","12,221","          0.96"
"경상북도 경주시 황성동(4713062100)","27,918","11,358","          2.46","13,664","14,254","          0.96"
"경상북도 경주시 동천동(4713063000)","21,849","10,526","          2.08","10,921","10,928","          1.00"
"경상북도 경주시 불국동(4713065000)","9,909","5,318","          1.86","4,923","4,986","          0.99"
"경상북도 경주시 보덕동(4713066000)","1,683","994","          1.69","836","847","          0.99"
"경상북도 김천시 (4715000000)","139,144","68,928","          2.02","69,798","69,346","          1.01"
"경상북도 김천시 아포읍(4715025000)","7,892","4,134","          1.91","3,966","3,926","          1.01"
"경상북도 김천시 농소면(4715031000)","3,156","1,621","          1.95","1,645","1,511","          1.09"
