"행정구역","2023년01월_총인구수","2023년01월_세대수","2023년01월_세대당 인구","2023년01월_남자 인구수","2023년01월_여자 인구수","2023년01월_남여 비율"
"서울특별시 송파구 거여1동(1171053100)","12,195","5,594","          2.18","6,145","6,050","          1.02"
"서울특별시 송파구 거여2동(1171053200)","23,645","10,037","          2.36","11,538","12,107","          0.95"
"서울특별시 송파구 마천1동(1171054000)","18,455","8,702","          2.12","9,462","8,993","          1.05"
"서울특별시 송파구 마천2동(1171055000)","17,960","8,583","          2.09","9,195","8,765","          1.05"
"서울특별시 송파구 방이1동(1171056100)","15,341","6,123","          2.51","7,415","7,926","          0.94"
"서울특별시 송파구 방이2동(1171056200)","25,815","15,175","          1.70","11,846","13,969","          0.85"
"서울특별시 송파구 오륜동(1171056600)","17,759","5,883","          3.02","8,679","9,080","          0.96"
"서울특별시 송파구 오금동(1171057000)","37,771","15,565","          2.43","18,333","19,438","          0.94"
"서울특별시 송파구 송파1동(1171058000)","23,665","12,419","          1.91","11,048","12,617","          0.88"
"서울특별시 송파구 송파2동(1171059000)","18,815","7,181","          2.62","9,042","9,773","          0.93"
"서울특별시 송파구 석촌동(1171060000)","31,056","16,880","          1.84","14,761","16,295","          0.91"
"서울특별시 송파구 삼전동(1171061000)","29,493","16,036","          1.84","13,767","15,726","          0.88"
"서울특별시 송파구 가락본동(1171062000)","25,577","11,633","          2.20","12,688","12,889","          0.98"
"서울특별시 송파구 가락1동(1171063100)","27,456","9,874","          2.78","13,306","14,150","          0.94"
"서울특별시 송파구 가락2동(1171063200)","31,533","12,323","          2.56","15,411","16,122","          0.96"
"서울특별시 송파구 문정1동(1171064100)","19,755","8,478","          2.33","9,745","10,010","          0.97"
"서울특별시 송파구 문정2동(1171064200)","28,674","15,703","          1.83","13,114","15,560","          0.84"
"서울특별시 송파구 장지동(1171064600)","28,927","12,064","          2.40","13,955","14,972","          0.93"
"서울특별시 송파구 위례동(1171064700)","44,466","14,453","          3.08","21,693","22,773","          0.95"
"서울특별시 송파구 잠실본동(1171065000)","27,855","15,839","          1.76","13,271","14,584","          0.91"
"서울특별시 송파구 잠실2동(1171067000)","34,757","11,516","          3.02","16,612","18,145","          0.92"
"서울특별시 송파구 잠실3동(1171068000)","34,018","11,814","          2.88","16,147","17,871","          0.90"
"서울특별시 송파구 잠실4동(1171069000)","21,160","7,198","          2.94","10,191","10,969","          0.93"
"서울특별시 송파구 잠실6동(1171071000)","16,523","5,832","          2.83","7,824","8,699","          0.90"
"서울특별시 송파구 잠실7동(1171072000)","9,415","3,375","          2.79","4,374","5,041","          0.87"
"서울특별시 강동구 (1174000000)","460,141","202,309","          2.27","225,281","234,860","          0.96"
"서울특별시 강동구 강일동(1174051500)","32,875","13,072","          2.51","15,800","17,075","          0.93"
"서울특별시 강동구 상일제1동(1174052500)","39,160","13,587","          2.88","19,266","19,894","          0.97"
"서울특별시 강동구 상일제2동(1174052600)","11,909","4,818","          2.47","5,551","6,358","          0.87"
"서울특별시 강동구 명일제1동(1174053000)","25,537","10,013","          2.55","12,440","13,097","          0.95"
"서울특별시 강동구 명일제2동(1174054000)","17,253","6,489","          2.66","8,423","8,830","          0.95"
"서울특별시 강동구 고덕제1동(1174055000)","23,812","8,110","          2.94","12,099","11,713","          1.03"
"서울특별시 강동구 고덕제2동(1174056000)","22,631","8,912","          2.54","11,417","11,214","          1.02"
"서울특별시 강동구 암사제1동(1174057000)","33,999","15,968","          2.13","16,834","17,165","          0.98"
"서울특별시 강동구 암사제2동(1174058000)","14,971","6,355","          2.36","7,246","7,725","          0.94"
"서울특별시 강동구 암사제3동(1174059000)","17,451","6,173","          2.83","8,530","8,921","          0.96"
"서울특별시 강동구 천호제1동(1174060000)","26,431","12,973","          2.04","12,989","13,442","          0.97"
"서울특별시 강동구 천호제2동(1174061000)","33,251","17,595","          1.89","16,266","16,985","          0.96"
"서울특별시 강동구 천호제3동(1174062000)","26,243","14,379","          1.83","12,689","13,554","          0.94"
"서울특별시 강동구 성내제1동(1174064000)","19,676","8,270","          2.38","9,455","10,221","          0.93"
"서울특별시 강동구 성내제2동(1174065000)","22,990","12,749","          1.80","11,303","11,687","          0.97"
"서울특별시 강동구 성내제3동(1174066000)","22,773","10,641","          2.14","11,143","11,630","          0.96"
"서울특별시 강동구 길동(1174068500)","44,955","21,871","          2.06","21,922","23,033","          0.95"
"서울특별시 강동구 둔촌제1동(1174069000)","64","39","          1.64","35","29","          1.21"
"서울특별시 강동구 둔촌제2동(1174070000)","24,160","10,295","          2.35","11,873","12,287","          0.97"
"부산광역시  (2600000000)","3,316,107","1,556,086","          2.13","1,618,749","1,697,358","          0.95"
"부산광역시 중구 (2611000000)","39,627","23,965","          1.65","19,188","20,439","          0.94"
"부산광역시 중구 중앙동(2611051000)","3,123","2,419","          1.29","1,442","1,681","          0.86"
"부산광역시 중구 동광동(2611052000)","2,533","1,653","          1.53","1,289","1,244","          1.04"
"부산광역시 중구 대청동(2611053000)","6,070","3,523","          1.72","2,840","3,230","          0.88"
"부산광역시 중구 보수동(2611054500)","10,376","6,011","          1.73","4,979","5,397","          0.92"
"부산광역시 중구 부평동(2611056000)","4,368","2,720","          1.61","2,066","2,302","          0.90"
"부산광역시 중구 광복동(2611057000)","934","559","          1.67","479","455","          1.05"
"부산광역시 중구 남포동(2611058000)","851","596","          1.43","497","354","          1.40"
"부산광역시 중구 영주제1동(2611059000)","4,548","2,932","          1.55","2,296","2,252","          1.02"
"부산광역시 중구 영주제2동(2611060000)","6,824","3,552","          1.92","3,300","3,524","          0.94"
"부산광역시 서구 (2614000000)","105,036","53,592","          1.96","50,701","54,335","          0.93"
"부산광역시 서구 동대신제1동(2614051000)","5,497","2,750","          2.00","2,696","2,801","          0.96"
"부산광역시 서구 동대신제2동(2614052000)","6,933","3,526","          1.97","3,371","3,562","          0.95"
"부산광역시 서구 동대신제3동(2614053000)","7,504","3,881","          1.93","3,527","3,977","          0.89"
"부산광역시 서구 서대신제1동(2614054000)","14,852","6,755","          2.20","7,022","7,830","          0.90"
"부산광역시 서구 서대신제3동(2614056000)","7,630","3,217","          2.37","3,473","4,157","          0.84"
"부산광역시 서구 서대신제4동(2614057000)","7,387","3,061","          2.41","3,555","3,832","          0.93"
"부산광역시 서구 부민동(2614059000)","7,432","4,103","          1.81","3,528","3,904","          0.90"
"부산광역시 서구 아미동(2614061500)","6,167","3,717","          1.66","3,104","3,063","          1.01"
"부산광역시 서구 초장동(2614063000)","4,053","2,482","          1.63","2,043","2,010","          1.02"
"부산광역시 서구 충무동(2614064000)","9,734","5,587","          1.74","4,617","5,117","          0.90"
"부산광역시 서구 남부민제1동(2614065000)","4,687","2,667","          1.76","2,395","2,292","          1.04"
"부산광역시 서구 남부민제2동(2614066000)","8,528","4,727","          1.80","4,244","4,284","          0.99"
"부산광역시 서구 암남동(2614068000)","14,632","7,119","          2.06","7,126","7,506","          0.95"
"부산광역시 동구 (2617000000)","86,349","46,322","          1.86","42,199","44,150","          0.96"
"부산광역시 동구 초량제1동(2617051000)","4,938","2,994","          1.65","2,484","2,454","          1.01"
"부산광역시 동구 초량제2동(2617052000)","5,485","3,294","          1.67","2,731","2,754","          0.99"
"부산광역시 동구 초량제3동(2617053000)","12,981","6,512","          1.99","6,265","6,716","          0.93"
"부산광역시 동구 초량제6동(2617055000)","5,597","3,054","          1.83","2,731","2,866","          0.95"
"부산광역시 동구 수정제1동(2617056000)","4,027","2,020","          1.99","1,959","2,068","          0.95"
"부산광역시 동구 수정제2동(2617057000)","9,496","4,985","          1.90","4,525","4,971","          0.91"
"부산광역시 동구 수정제4동(2617059000)","3,688","2,162","          1.71","1,821","1,867","          0.98"
"부산광역시 동구 수정제5동(2617060000)","5,035","2,664","          1.89","2,414","2,621","          0.92"
"부산광역시 동구 좌천동(2617064500)","11,664","5,865","          1.99","5,667","5,997","          0.94"
"부산광역시 동구 범일제1동(2617065000)","11,390","6,221","          1.83","5,603","5,787","          0.97"
"부산광역시 동구 범일제2동(2617066000)","7,821","4,464","          1.75","3,923","3,898","          1.01"
"부산광역시 동구 범일제5동(2617068000)","4,227","2,087","          2.03","2,076","2,151","          0.97"
"부산광역시 영도구 (2620000000)","107,964","54,304","          1.99","53,123","54,841","          0.97"
"부산광역시 영도구 남항동(2620053000)","10,629","5,704","          1.86","5,327","5,302","          1.00"
"부산광역시 영도구 영선제1동(2620054000)","3,846","1,885","          2.04","1,841","2,005","          0.92"
"부산광역시 영도구 영선제2동(2620055000)","7,836","3,706","          2.11","3,806","4,030","          0.94"
"부산광역시 영도구 신선동(2620058500)","7,784","4,420","          1.76","3,895","3,889","          1.00"
"부산광역시 영도구 봉래제1동(2620059000)","6,523","3,288","          1.98","3,225","3,298","          0.98"
"부산광역시 영도구 봉래제2동(2620060500)","7,615","3,594","          2.12","3,705","3,910","          0.95"
"부산광역시 영도구 청학제1동(2620063000)","5,757","2,892","          1.99","2,809","2,948","          0.95"
"부산광역시 영도구 청학제2동(2620064000)","17,309","7,955","          2.18","8,543","8,766","          0.97"
"부산광역시 영도구 동삼제1동(2620065000)","26,628","12,832","          2.08","12,983","13,645","          0.95"
"부산광역시 영도구 동삼제2동(2620066000)","4,741","2,405","          1.97","2,475","2,266","          1.09"
"부산광역시 영도구 동삼제3동(2620067000)","9,296","5,623","          1.65","4,514","4,782","          0.94"
"부산광역시 부산진구 (2623000000)","356,361","178,397","          2.00","171,314","185,047","          0.93"
"부산광역시 부산진구 부전제1동(2623051000)","15,808","10,528","          1.50","7,874","7,934","          0.99"
"부산광역시 부산진구 부전제2동(2623052000)","10,744","6,583","          1.63","5,284","5,460","          0.97"
"부산광역시 부산진구 연지동(2623054000)","24,806","10,372","          2.39","11,843","12,963","          0.91"
"부산광역시 부산진구 초읍동(2623055000)","21,144","9,861","          2.14","10,169","10,975","          0.93"
"부산광역시 부산진구 양정제1동(2623056000)","19,258","9,108","          2.11","9,011","10,247","          0.88"
"부산광역시 부산진구 양정제2동(2623057000)","11,708","7,576","          1.55","5,352","6,356","          0.84"
"부산광역시 부산진구 전포제1동(2623060000)","21,220","12,027","          1.76","10,197","11,023","          0.93"
"부산광역시 부산진구 전포제2동(2623061000)","22,973","12,556","          1.83","10,737","12,236","          0.88"
"부산광역시 부산진구 부암제1동(2623064000)","23,129","10,246","          2.26","11,216","11,913","          0.94"
"부산광역시 부산진구 부암제3동(2623066000)","16,942","6,834","          2.48","8,297","8,645","          0.96"
"부산광역시 부산진구 당감제1동(2623067000)","22,179","10,194","          2.18","10,577","11,602","          0.91"
"부산광역시 부산진구 당감제2동(2623068000)","10,001","4,613","          2.17","4,747","5,254","          0.90"
"부산광역시 부산진구 당감제4동(2623070000)","10,958","5,084","          2.16","5,319","5,639","          0.94"
"부산광역시 부산진구 가야제1동(2623071000)","18,410","9,932","          1.85","9,208","9,202","          1.00"
"부산광역시 부산진구 가야제2동(2623072000)","18,041","7,861","          2.30","8,717","9,324","          0.93"
"부산광역시 부산진구 개금제1동(2623074000)","16,542","8,986","          1.84","7,952","8,590","          0.93"
"부산광역시 부산진구 개금제2동(2623075000)","10,502","4,932","          2.13","5,118","5,384","          0.95"
"부산광역시 부산진구 개금제3동(2623076000)","27,763","12,310","          2.26","13,337","14,426","          0.92"
"부산광역시 부산진구 범천제1동(2623077000)","12,456","7,646","          1.63","5,815","6,641","          0.88"
"부산광역시 부산진구 범천제2동(2623078000)","21,777","11,148","          1.95","10,544","11,233","          0.94"
"부산광역시 동래구 (2626000000)","273,177","119,557","          2.28","132,253","140,924","          0.94"
"부산광역시 동래구 수민동(2626051000)","31,592","13,491","          2.34","15,296","16,296","          0.94"
"부산광역시 동래구 복산동(2626052000)","8,948","4,521","          1.98","4,370","4,578","          0.95"
"부산광역시 동래구 명륜동(2626054500)","26,403","10,104","          2.61","12,963","13,440","          0.96"
"부산광역시 동래구 온천제1동(2626055000)","22,521","12,438","          1.81","10,570","11,951","          0.88"
"부산광역시 동래구 온천제2동(2626056000)","24,391","9,690","          2.52","11,716","12,675","          0.92"
"부산광역시 동래구 온천제3동(2626057000)","37,693","17,476","          2.16","18,327","19,366","          0.95"
"부산광역시 동래구 사직제1동(2626058000)","10,319","4,747","          2.17","4,943","5,376","          0.92"
"부산광역시 동래구 사직제2동(2626059000)","25,538","8,873","          2.88","12,251","13,287","          0.92"
"부산광역시 동래구 사직제3동(2626060000)","17,134","7,586","          2.26","8,456","8,678","          0.97"
"부산광역시 동래구 안락제1동(2626074000)","14,088","6,827","          2.06","6,941","7,147","          0.97"
"부산광역시 동래구 안락제2동(2626075000)","26,394","11,002","          2.40","12,773","13,621","          0.94"
"부산광역시 동래구 명장제1동(2626076100)","13,802","6,222","          2.22","6,660","7,142","          0.93"
"부산광역시 동래구 명장제2동(2626076200)","14,354","6,580","          2.18","6,987","7,367","          0.95"
"부산광역시 남구 (2629000000)","256,190","117,668","          2.18","125,016","131,174","          0.95"
"부산광역시 남구 대연제1동(2629051000)","15,787","9,290","          1.70","7,993","7,794","          1.03"
"부산광역시 남구 대연제3동(2629053000)","33,022","16,199","          2.04","16,168","16,854","          0.96"
"부산광역시 남구 대연제4동(2629054000)","11,991","5,420","          2.21","5,848","6,143","          0.95"
"부산광역시 남구 대연제5동(2629055000)","16,807","8,354","          2.01","8,050","8,757","          0.92"
"부산광역시 남구 대연제6동(2629056000)","14,929","5,833","          2.56","7,161","7,768","          0.92"
"부산광역시 남구 용호제1동(2629057000)","43,020","16,997","          2.53","20,600","22,420","          0.92"
"부산광역시 남구 용호제2동(2629058000)","17,602","7,180","          2.45","8,578","9,024","          0.95"
"부산광역시 남구 용호제3동(2629059000)","11,661","5,602","          2.08","5,624","6,037","          0.93"
"부산광역시 남구 용호제4동(2629060000)","8,122","3,759","          2.16","3,891","4,231","          0.92"
"부산광역시 남구 용당동(2629061000)","8,020","3,469","          2.31","4,055","3,965","          1.02"
"부산광역시 남구 감만제1동(2629062000)","10,427","4,887","          2.13","5,333","5,094","          1.05"
"부산광역시 남구 감만제2동(2629063000)","6,693","3,340","          2.00","3,276","3,417","          0.96"
"부산광역시 남구 우암동(2629064500)","12,638","5,807","          2.18","6,194","6,444","          0.96"
"부산광역시 남구 문현제1동(2629068000)","11,873","5,198","          2.28","5,821","6,052","          0.96"
"부산광역시 남구 문현제2동(2629069000)","8,194","4,997","          1.64","4,072","4,122","          0.99"
"부산광역시 남구 문현제3동(2629070000)","16,729","7,130","          2.35","8,133","8,596","          0.95"
"부산광역시 남구 문현제4동(2629071000)","8,675","4,206","          2.06","4,219","4,456","          0.95"
"부산광역시 북구 (2632000000)","278,575","123,569","          2.25","137,095","141,480","          0.97"
"부산광역시 북구 구포제1동(2632051000)","15,938","8,205","          1.94","7,956","7,982","          1.00"
"부산광역시 북구 구포제2동(2632052000)","24,495","11,701","          2.09","12,489","12,006","          1.04"
"부산광역시 북구 구포제3동(2632052100)","18,999","9,151","          2.08","9,759","9,240","          1.06"
"부산광역시 북구 금곡동(2632053000)","36,712","17,873","          2.05","17,738","18,974","          0.93"
"부산광역시 북구 화명제1동(2632054100)","40,522","14,327","          2.83","19,759","20,763","          0.95"
"부산광역시 북구 화명제2동(2632054200)","17,480","7,278","          2.40","8,514","8,966","          0.95"
"부산광역시 북구 화명제3동(2632054300)","28,889","10,711","          2.70","14,096","14,793","          0.95"
"부산광역시 북구 덕천제1동(2632055000)","11,748","6,457","          1.82","5,774","5,974","          0.97"
"부산광역시 북구 덕천제2동(2632056000)","11,569","6,571","          1.76","5,774","5,795","          1.00"
"부산광역시 북구 덕천제3동(2632056100)","10,399","5,563","          1.87","5,046","5,353","          0.94"
"부산광역시 북구 만덕제1동(2632057100)","16,623","7,163","          2.32","8,118","8,505","          0.95"
"부산광역시 북구 만덕제2동(2632057200)","27,023","11,160","          2.42","13,240","13,783","          0.96"
"부산광역시 북구 만덕제3동(2632057300)","18,178","7,409","          2.45","8,832","9,346","          0.95"
"부산광역시 해운대구 (2635000000)","386,289","170,261","          2.27","185,295","200,994","          0.92"
"부산광역시 해운대구 우제1동(2635051000)","22,047","10,716","          2.06","10,445","11,602","          0.90"
"부산광역시 해운대구 우제2동(2635052000)","30,260","11,860","          2.55","14,356","15,904","          0.90"
"부산광역시 해운대구 우제3동(2635052500)","28,360","10,892","          2.60","13,400","14,960","          0.90"
"부산광역시 해운대구 중제1동(2635053000)","27,403","12,288","          2.23","13,090","14,313","          0.91"
"부산광역시 해운대구 중제2동(2635054000)","15,537","7,364","          2.11","7,423","8,114","          0.91"
"부산광역시 해운대구 좌제1동(2635055100)","17,619","7,718","          2.28","8,196","9,423","          0.87"
"부산광역시 해운대구 좌제2동(2635055200)","31,270","14,170","          2.21","14,445","16,825","          0.86"
"부산광역시 해운대구 좌제3동(2635055300)","15,619","6,377","          2.45","7,360","8,259","          0.89"
"부산광역시 해운대구 좌제4동(2635055400)","22,588","8,524","          2.65","10,712","11,876","          0.90"
"부산광역시 해운대구 송정동(2635056000)","9,580","5,003","          1.91","4,614","4,966","          0.93"
"부산광역시 해운대구 반여제1동(2635057000)","34,603","13,319","          2.60","17,002","17,601","          0.97"
"부산광역시 해운대구 반여제2동(2635058000)","12,162","6,710","          1.81","5,894","6,268","          0.94"
"부산광역시 해운대구 반여제3동(2635059000)","8,179","4,544","          1.80","4,006","4,173","          0.96"
"부산광역시 해운대구 반여제4동(2635059500)","15,238","5,766","          2.64","7,480","7,758","          0.96"
"부산광역시 해운대구 반송제1동(2635061000)","13,123","7,679","          1.71","6,547","6,576","          1.00"
"부산광역시 해운대구 반송제2동(2635062000)","22,267","11,750","          1.90","10,810","11,457","          0.94"
"부산광역시 해운대구 재송제1동(2635065000)","37,090","14,571","          2.55","18,191","18,899","          0.96"
"부산광역시 해운대구 재송제2동(2635066000)","23,344","11,010","          2.12","11,324","12,020","          0.94"
"부산광역시 사하구 (2638000000)","301,912","140,814","          2.14","149,972","151,940","          0.99"
"부산광역시 사하구 괴정제1동(2638051000)","18,716","8,591","          2.18","8,950","9,766","          0.92"
"부산광역시 사하구 괴정제2동(2638052000)","15,431","6,997","          2.21","7,466","7,965","          0.94"
"부산광역시 사하구 괴정제3동(2638053000)","11,990","6,330","          1.89","5,724","6,266","          0.91"
"부산광역시 사하구 괴정제4동(2638054000)","12,600","5,705","          2.21","6,146","6,454","          0.95"
"부산광역시 사하구 당리동(2638055000)","25,517","11,260","          2.27","12,432","13,085","          0.95"
"부산광역시 사하구 하단제1동(2638056100)","21,589","10,845","          1.99","10,770","10,819","          1.00"
"부산광역시 사하구 하단제2동(2638056200)","25,178","13,210","          1.91","12,650","12,528","          1.01"
"부산광역시 사하구 신평제1동(2638057100)","16,244","8,106","          2.00","8,370","7,874","          1.06"
"부산광역시 사하구 신평제2동(2638057200)","17,535","7,582","          2.31","8,735","8,800","          0.99"
"부산광역시 사하구 장림제1동(2638058000)","10,438","4,900","          2.13","5,401","5,037","          1.07"
"부산광역시 사하구 장림제2동(2638059000)","26,593","11,823","          2.25","13,500","13,093","          1.03"
"부산광역시 사하구 다대제1동(2638060100)","37,589","16,854","          2.23","18,785","18,804","          1.00"
"부산광역시 사하구 다대제2동(2638060200)","26,344","12,054","          2.19","12,933","13,411","          0.96"
"부산광역시 사하구 구평동(2638061000)","12,763","5,190","          2.46","6,518","6,245","          1.04"
"부산광역시 사하구 감천제1동(2638062000)","17,767","8,131","          2.19","8,741","9,026","          0.97"
"부산광역시 사하구 감천제2동(2638063000)","5,618","3,236","          1.74","2,851","2,767","          1.03"
"부산광역시 금정구 (2641000000)","220,567","106,606","          2.07","107,694","112,873","          0.95"
"부산광역시 금정구 서제1동(2641051000)","4,936","3,013","          1.64","2,568","2,368","          1.08"
"부산광역시 금정구 서제2동(2641052000)","8,776","4,800","          1.83","4,388","4,388","          1.00"
"부산광역시 금정구 서제3동(2641053000)","10,775","5,816","          1.85","5,374","5,401","          1.00"
"부산광역시 금정구 금사회동동(2641055500)","7,544","4,112","          1.83","3,968","3,576","          1.11"
"부산광역시 금정구 부곡제1동(2641057000)","7,974","4,391","          1.82","3,838","4,136","          0.93"
"부산광역시 금정구 부곡제2동(2641058000)","17,564","7,896","          2.22","8,325","9,239","          0.90"
"부산광역시 금정구 부곡제3동(2641059000)","15,312","6,812","          2.25","7,306","8,006","          0.91"
"부산광역시 금정구 부곡제4동(2641059100)","12,348","6,033","          2.05","5,916","6,432","          0.92"
"부산광역시 금정구 장전제1동(2641060000)","17,855","10,997","          1.62","9,362","8,493","          1.10"
"부산광역시 금정구 장전제2동(2641061000)","25,939","11,495","          2.26","12,523","13,416","          0.93"
"부산광역시 금정구 선두구동(2641063500)","2,219","1,237","          1.79","1,180","1,039","          1.14"
"부산광역시 금정구 청룡노포동(2641066500)","9,676","4,452","          2.17","4,728","4,948","          0.96"
"부산광역시 금정구 남산동(2641067000)","27,457","13,848","          1.98","13,347","14,110","          0.95"
"부산광역시 금정구 구서제1동(2641068000)","19,201","7,979","          2.41","9,083","10,118","          0.90"
"부산광역시 금정구 구서제2동(2641069000)","31,991","13,259","          2.41","15,306","16,685","          0.92"
"부산광역시 금정구 금성동(2641070000)","1,000","466","          2.15","482","518","          0.93"
"부산광역시 강서구 (2644000000)","143,066","62,358","          2.29","74,168","68,898","          1.08"
"부산광역시 강서구 대저1동(2644051000)","6,164","3,592","          1.72","3,399","2,765","          1.23"
"부산광역시 강서구 대저2동(2644052000)","6,931","3,689","          1.88","3,885","3,046","          1.28"
"부산광역시 강서구 강동동(2644053000)","4,062","2,476","          1.64","2,170","1,892","          1.15"
"부산광역시 강서구 명지1동(2644053500)","53,672","21,099","          2.54","26,960","26,712","          1.01"
"부산광역시 강서구 명지2동(2644054500)","30,205","10,391","          2.91","15,079","15,126","          1.00"
"부산광역시 강서구 가락동(2644055000)","2,237","1,308","          1.71","1,199","1,038","          1.16"
"부산광역시 강서구 녹산동(2644056000)","35,661","17,188","          2.07","19,282","16,379","          1.18"
"부산광역시 강서구 가덕도동(2644058000)","4,134","2,615","          1.58","2,194","1,940","          1.13"
"부산광역시 연제구 (2647000000)","203,197","93,490","          2.17","97,434","105,763","          0.92"
"부산광역시 연제구 거제제1동(2647061000)","28,426","11,264","          2.52","13,662","14,764","          0.93"
"부산광역시 연제구 거제제2동(2647062000)","11,750","4,388","          2.68","5,571","6,179","          0.90"
"부산광역시 연제구 거제제3동(2647063000)","9,643","4,629","          2.08","4,556","5,087","          0.90"
"부산광역시 연제구 거제제4동(2647064000)","9,993","4,065","          2.46","4,875","5,118","          0.95"
"부산광역시 연제구 연산제1동(2647065000)","16,464","7,161","          2.30","8,033","8,431","          0.95"
"부산광역시 연제구 연산제2동(2647066000)","19,943","9,056","          2.20","9,515","10,428","          0.91"
"부산광역시 연제구 연산제3동(2647067000)","10,890","5,263","          2.07","5,250","5,640","          0.93"
"부산광역시 연제구 연산제4동(2647068000)","15,824","8,624","          1.83","7,577","8,247","          0.92"
"부산광역시 연제구 연산제5동(2647069000)","16,326","10,266","          1.59","7,764","8,562","          0.91"
"부산광역시 연제구 연산제6동(2647070000)","16,269","8,168","          1.99","7,798","8,471","          0.92"
"부산광역시 연제구 연산제8동(2647072000)","13,683","6,103","          2.24","6,676","7,007","          0.95"
"부산광역시 연제구 연산제9동(2647073000)","33,986","14,503","          2.34","16,157","17,829","          0.91"
"부산광역시 수영구 (2650000000)","174,911","87,487","          2.00","82,152","92,759","          0.89"
"부산광역시 수영구 남천제1동(2650066000)","15,729","7,111","          2.21","7,249","8,480","          0.85"
"부산광역시 수영구 남천제2동(2650067000)","11,754","4,834","          2.43","5,442","6,312","          0.86"
"부산광역시 수영구 수영동(2650073000)","14,225","7,738","          1.84","6,790","7,435","          0.91"
"부산광역시 수영구 망미제1동(2650074000)","27,012","12,433","          2.17","12,834","14,178","          0.91"
"부산광역시 수영구 망미제2동(2650075000)","10,355","4,889","          2.12","5,052","5,303","          0.95"
"부산광역시 수영구 광안제1동(2650076000)","25,769","14,637","          1.76","11,946","13,823","          0.86"
"부산광역시 수영구 광안제2동(2650077000)","18,760","9,944","          1.89","8,695","10,065","          0.86"
"부산광역시 수영구 광안제3동(2650078000)","9,598","6,202","          1.55","4,462","5,136","          0.87"
"부산광역시 수영구 광안제4동(2650079000)","13,561","6,334","          2.14","6,133","7,428","          0.83"
"부산광역시 수영구 민락동(2650080000)","28,148","13,365","          2.11","13,549","14,599","          0.93"
"부산광역시 사상구 (2653000000)","203,796","98,779","          2.06","102,511","101,285","          1.01"
"부산광역시 사상구 삼락동(2653058000)","5,529","3,054","          1.81","2,929","2,600","          1.13"
"부산광역시 사상구 모라제1동(2653059100)","27,235","12,412","          2.19","13,572","13,663","          0.99"
"부산광역시 사상구 모라제3동(2653059300)","9,737","6,446","          1.51","4,600","5,137","          0.90"
"부산광역시 사상구 덕포제1동(2653060000)","8,361","4,186","          2.00","4,241","4,120","          1.03"
"부산광역시 사상구 덕포제2동(2653061000)","12,542","5,729","          2.19","6,339","6,203","          1.02"
"부산광역시 사상구 괘법동(2653062000)","23,856","14,082","          1.69","12,328","11,528","          1.07"
"부산광역시 사상구 감전동(2653064500)","12,744","7,097","          1.80","6,739","6,005","          1.12"
"부산광역시 사상구 주례제1동(2653065000)","16,476","7,008","          2.35","8,360","8,116","          1.03"
"부산광역시 사상구 주례제2동(2653066000)","22,099","11,093","          1.99","11,078","11,021","          1.01"
"부산광역시 사상구 주례제3동(2653066100)","12,613","5,619","          2.24","6,151","6,462","          0.95"
"부산광역시 사상구 학장동(2653067000)","27,341","12,111","          2.26","13,564","13,777","          0.98"
"부산광역시 사상구 엄궁동(2653068000)","25,263","9,942","          2.54","12,610","12,653","          1.00"
"부산광역시 기장군 (2671000000)","179,090","78,917","          2.27","88,634","90,456","          0.98"
"부산광역시 기장군 기장읍(2671025000)","53,108","26,210","          2.03","25,888","27,220","          0.95"
"부산광역시 기장군 장안읍(2671025300)","8,768","4,969","          1.76","4,721","4,047","          1.17"
"부산광역시 기장군 정관읍(2671025600)","81,126","32,022","          2.53","40,115","41,011","          0.98"
"부산광역시 기장군 일광읍(2671025900)","28,305","11,827","          2.39","13,954","14,351","          0.97"
"부산광역시 기장군 철마면(2671033000)","7,783","3,889","          2.00","3,956","3,827","          1.03"
"대구광역시  (2700000000)","2,362,880","1,071,182","          2.21","1,162,217","1,200,663","          0.97"
"대구광역시 중구 (2711000000)","81,015","41,163","          1.97","38,868","42,147","          0.92"
"대구광역시 중구 동인동(2711051700)","7,891","4,809","          1.64","3,940","3,951","          1.00"
"대구광역시 중구 삼덕동(2711054500)","6,395","4,093","          1.56","3,050","3,345","          0.91"
"대구광역시 중구 성내1동(2711056500)","4,816","3,425","          1.41","2,313","2,503","          0.92"
"대구광역시 중구 성내2동(2711057500)","4,789","3,001","          1.60","2,416","2,373","          1.02"
"대구광역시 중구 성내3동(2711058500)","4,849","2,304","          2.10","2,423","2,426","          1.00"
"대구광역시 중구 대신동(2711059500)","7,529","3,229","          2.33","3,659","3,870","          0.95"
"대구광역시 중구 남산1동(2711064000)","4,455","2,560","          1.74","2,122","2,333","          0.91"
"대구광역시 중구 남산2동(2711065000)","7,093","3,225","          2.20","3,375","3,718","          0.91"
"대구광역시 중구 남산3동(2711066000)","6,433","2,836","          2.27","2,971","3,462","          0.86"
"대구광역시 중구 남산4동(2711067000)","14,262","6,014","          2.37","6,691","7,571","          0.88"
"대구광역시 중구 대봉1동(2711068000)","7,791","3,541","          2.20","3,645","4,146","          0.88"
"대구광역시 중구 대봉2동(2711069000)","4,712","2,126","          2.22","2,263","2,449","          0.92"
"대구광역시 동구 (2714000000)","339,236","159,368","          2.13","166,516","172,720","          0.96"
"대구광역시 동구 신암1동(2714051000)","8,872","4,557","          1.95","4,451","4,421","          1.01"
